entry_time,exit_time,symbol,side,entry_price,exit_price,qty,net_pnl
2026-05-11 17:26:03,2026-05-11 19:04:12,BTCUSD,long,81132.95932679,80922.78646538,100,-29.120073
2026-05-11 20:06:05,2026-05-11 20:09:46,BTCUSD,short,80631.03771238,80836.9841491,100,-28.668045
2026-05-11 20:01:06,2026-05-11 20:46:19,ETHUSD,short,2313.54568189,2323.8700458,100,-12.643072
2026-05-11 21:41:04,2026-05-11 22:30:56,BTCUSD,long,81686.45171284,81479.16923832,100,-28.886528
2026-05-11 22:51:09,2026-05-11 23:11:35,BTCUSD,long,81593.51318272,81893.51318272,100,21.825649
2026-05-11 23:16:09,2026-05-12 00:32:28,BTCUSD,long,81948.83735431,81740.24279804,100,-29.04391
2026-05-11 23:41:04,2026-05-12 00:32:45,ETHUSD,long,2341.15169445,2330.81218731,100,-12.675489
2026-05-12 00:36:05,2026-05-12 02:57:36,BTCUSD,long,81793.09812334,81614.52908569,100,-26.027285
2026-05-12 03:01:06,2026-05-12 03:01:12,BTCUSD,long,81573.06739824,81573.18220565,100,-8.145832
2026-05-12 01:31:05,2026-05-12 05:53:05,ETHUSD,long,2342.26655029,2333.3019928,100,-11.302342
2026-05-12 06:06:04,2026-05-12 06:11:12,ETHUSD,short,2331.95632148,2333.69374696,100,-4.070251
2026-05-12 06:36:03,2026-05-12 06:51:38,ETHUSD,short,2329.85948064,2319.85948064,100,7.675141
2026-05-12 05:56:05,2026-05-12 07:04:08,BTCUSD,short,81498.6379377,81198.6379377,100,21.865136
2026-05-12 06:56:05,2026-05-12 07:04:29,ETHUSD,short,2325.26424145,2315.26424145,100,7.679736
2026-05-12 07:06:08,2026-05-12 07:09:23,ETHUSD,short,2313.27368285,2303.27368285,100,7.691726
2026-05-12 07:06:08,2026-05-12 07:11:22,BTCUSD,short,81001.57423212,80701.57423212,100,21.914843
2026-05-12 07:11:06,2026-05-12 07:20:27,ETHUSD,short,2302.99072335,2313.31473929,100,-12.632169
2026-05-12 07:21:03,2026-05-12 12:21:32,ETHUSD,short,2312.27480201,2302.27480201,100,7.692725
