time,HA_open,HA_high,HA_low,HA_close,trendline,atr_condition,trade_signal
131,1281.9439286739546,1281.9439286739546,1279.2,1279.2,1408.2,False,0
132,1280.5719643369773,1303.0,1279.2,1291.1,1408.2,False,0
133,1285.8359821684885,1303.0,1285.8359821684885,1303.0,1408.2,False,0
134,1294.4179910842442,1303.0,1259.85,1281.425,1408.2,False,0
135,1287.921495542122,1287.921495542122,1268.75,1268.75,1408.2,False,0
136,1278.335747771061,1278.335747771061,1268.75,1268.75,1408.2,False,0
137,1273.5428738855305,1273.5428738855305,1268.75,1268.75,1408.2,False,0
138,1271.1464369427654,1271.1464369427654,1243.35,1256.05,1408.2,False,0
139,1263.5982184713826,1263.5982184713826,1200.0,1222.175,1408.2,False,0
140,1242.8866092356911,1242.8866092356911,1170.0,1186.0,1408.2,True,-1
141,1214.4433046178456,1214.4433046178456,1132.3,1151.625,1408.2,True,-1
142,1183.0341523089228,1183.0341523089228,1073.15,1098.4625,1408.2,True,-1
143,1140.7483261544614,1140.7483261544614,1074.85,1079.3625,1408.2,True,-1
144,1110.0554130772307,1110.0554130772307,1082.7,1091.275,1408.2,True,0
145,1100.6652065386154,1100.6652065386154,1033.7,1068.3125,1408.2,True,-1
146,1084.4888532693076,1084.4888532693076,1012.1,1026.5249999999999,1408.2,True,-1
147,1055.5069266346536,1055.5069266346536,905.85,958.5625,1408.2,True,-1
148,1007.0347133173268,1007.0347133173268,906.15,919.625,1408.2,True,-1
149,963.3298566586634,984.15,911.7,943.875,1408.2,True,0
150,953.6024283293317,976.1,896.2,930.9000000000001,1408.2,True,-1
151,942.251214164666,942.251214164666,865.5,895.1,1408.2,True,-1
152,918.675607082333,928.2,875.0,897.2249999999999,1408.2,True,0
153,907.9503035411665,918.05,858.4,895.7,1408.2,True,-1
154,901.8251517705833,934.9,896.85,910.675,1408.2,True,0
155,906.2500758852916,931.45,882.6,907.7625,1408.2,True,0
156,907.0062879426458,932.25,905.65,916.775,1408.2,True,0
157,911.8906439713229,939.2,900.6,919.0999999999999,1408.2,True,0
158,915.4953219856613,938.5,894.3,914.2625,1408.2,False,0
159,914.8789109928307,914.8789109928307,871.55,895.3375,1408.2,False,0
160,905.1082054964154,941.65,895.25,917.9625,1408.2,False,0
161,911.5353527482077,946.6,911.5353527482077,930.6375,1408.2,False,0
162,921.0864263741039,953.2,900.0,922.05,1408.2,False,0
163,921.5682131870519,921.5682131870519,883.85,896.5,1408.2,False,0
164,909.034106593526,926.0,886.05,907.5125,1408.2,False,0
165,908.2733032967631,947.0,906.25,921.725,1408.2,False,0
166,914.9991516483815,914.9991516483815,861.45,886.75,1408.2,False,0
167,900.8745758241907,900.8745758241907,865.95,880.7125000000001,1408.2,False,0
168,890.7935379120954,899.0,875.8,885.5,1408.2,False,0
169,888.1467689560477,888.1467689560477,848.1,864.1125,1408.2,False,0
170,876.1296344780238,876.1296344780238,850.55,862.4625,1408.2,False,0
171,869.2960672390119,879.0,849.65,860.55,1408.2,False,0
172,864.923033619506,867.25,846.55,857.0374999999999,1408.2,False,0
173,860.980266809753,872.0,857.65,864.0,1408.2,False,0
174,862.4901334048765,862.4901334048765,834.7,850.5625,1408.2,False,0
175,856.5263167024382,856.5263167024382,801.1,828.7625,1408.2,False,0
176,842.6444083512191,842.6444083512191,794.1,813.5500000000001,1408.2,False,0
177,828.0972041756096,833.35,813.45,822.2625,833.35,False,0
178,825.1798520878049,842.55,821.65,829.275,833.35,False,0
179,827.2274260439024,850.0,827.2274260439024,839.2875,833.35,False,0
180,833.2574630219513,857.65,826.65,843.1875,833.35,False,0
181,838.2224815109756,845.0,829.85,837.95,833.35,False,0
182,838.0862407554878,854.6,838.0862407554878,844.45,833.35,False,0
183,841.2681203777439,846.1,832.5,840.325,833.35,False,0
184,840.796560188872,856.45,831.05,845.45,833.35,False,0
185,843.123280094436,866.95,843.123280094436,858.7750000000001,833.35,False,0
186,850.9491400472181,875.0,846.35,862.0875,833.35,False,0
187,856.518320023609,885.0,856.518320023609,872.5124999999999,833.35,False,0
188,864.5154100118045,885.95,864.5154100118045,879.2375,833.35,False,0
189,871.8764550059022,883.9,856.35,870.4,833.35,False,0
190,871.1382275029512,873.45,854.25,865.1,833.35,False,0
191,868.1191137514757,878.35,853.15,864.475,833.35,False,0
192,866.2970568757378,879.25,847.15,862.5875,833.35,False,0
193,864.4422784378689,878.15,859.95,871.8375,833.35,False,0
194,868.1398892189345,880.0,868.1398892189345,874.9000000000001,833.35,False,0
195,871.5199446094673,891.7,864.0,877.0374999999999,864.0,False,0
196,874.2787223047336,874.45,863.05,869.575,864.0,False,0
