entry_time,exit_time,symbol,side,entry_price,exit_price,qty,net_pnl
2026-02-11 16:01:16,2026-02-11 16:05:37,BTCUSD,long,66817.33213284,66569.33162272,100,-28.128518
2026-02-11 14:11:07,2026-02-11 16:08:14,ETHUSD,long,1950.19404353,1932.82895574,100,-18.331502
2026-02-11 16:41:07,2026-02-11 17:01:07,BTCUSD,long,66655.31765749,66970.83513267,100,28.203206
2026-02-11 16:36:08,2026-02-11 17:01:07,ETHUSD,long,1941.73200424,1950.18834565,100,7.481247
2026-02-11 17:16:03,2026-02-11 17:21:27,ETHUSD,short,1949.91755113,1953.56672187,100,-4.625954
2026-02-11 17:16:08,2026-02-11 17:37:57,BTCUSD,short,66926.29908359,67108.78142979,100,-21.603674
2026-02-11 18:06:06,2026-02-11 18:46:05,ETHUSD,short,1957.2390605,1944.67828498,100,11.588436
2026-02-11 18:11:06,2026-02-11 18:51:05,BTCUSD,short,67072.05082736,66946.6569192,100,9.192058
2026-02-11 19:01:06,2026-02-11 19:06:09,BTCUSD,long,66919.51660027,67295.88691792,100,34.272237
2026-02-11 19:35:52,2026-02-11 19:36:07,BTCUSD,long,67842.0044251,67803.49188334,100,-7.241429
2026-02-11 19:41:08,2026-02-11 19:46:07,ETHUSD,long,2001.81549263,2002.45134847,100,-0.36537
2026-02-11 19:41:07,2026-02-11 19:46:13,BTCUSD,long,68555.55812279,68375.93744005,100,-21.380865
2026-02-11 20:01:10,2026-02-11 20:26:04,ETHUSD,short,1989.22717507,1950.37557769,100,37.87641
2026-02-11 20:01:09,2026-02-11 20:26:09,BTCUSD,short,68071.37831533,66859.11388197,100,117.883488
2026-02-11 20:31:07,2026-02-11 20:36:07,BTCUSD,short,66401.8006076,66503.97834834,100,-13.542973
2026-02-11 20:31:08,2026-02-11 20:36:07,ETHUSD,short,1938.43567459,1942.87382287,100,-5.409585
2026-02-11 20:41:12,2026-02-11 20:46:11,ETHUSD,short,1917.23215006,1912.04710173,100,4.229025
2026-02-11 20:56:09,2026-02-11 20:59:17,BTCUSD,long,66134.70831873,66303.31073382,100,13.545076
2026-02-11 21:06:04,2026-02-11 21:06:11,BTCUSD,long,66417.16130426,66448.12644999,100,-0.225892
2026-02-11 21:06:05,2026-02-11 21:06:11,ETHUSD,long,1929.9071205,1930.89930336,100,0.026733
2026-02-11 21:11:07,2026-02-11 21:11:13,BTCUSD,long,66527.54146645,66651.39255021,100,9.052539
2026-02-11 21:11:07,2026-02-11 21:11:13,ETHUSD,long,1934.86643574,1938.63952742,100,2.803772
2026-02-11 21:16:05,2026-02-11 21:16:11,BTCUSD,long,66704.48715271,66686.30421788,100,-5.152609
2026-02-11 21:16:06,2026-02-11 21:21:09,ETHUSD,long,1936.38573341,1920.09965623,100,-17.246127
2026-02-11 21:31:07,2026-02-11 21:32:19,BTCUSD,long,66420.80340566,66585.5040633,100,13.140791
2026-02-11 21:31:08,2026-02-11 21:36:53,ETHUSD,long,1929.29648551,1935.97348882,100,5.709017
2026-02-11 21:46:04,2026-02-11 21:46:49,BTCUSD,long,66971.18561784,66982.11181765,100,-2.256486
2026-02-11 21:46:05,2026-02-11 21:50:37,ETHUSD,long,1946.89580714,1949.88027208,100,2.009525
2026-02-11 21:51:12,2026-02-11 21:51:20,BTCUSD,long,67155.21343308,67136.82976517,100,-5.195208
2026-02-11 21:51:13,2026-02-11 21:56:07,ETHUSD,long,1952.5398434,1946.48302667,100,-7.030058
2026-02-11 22:56:05,2026-02-11 22:56:11,BTCUSD,long,66685.60776613,66696.49485572,100,-2.246116
2026-02-11 22:56:05,2026-02-11 22:56:12,ETHUSD,long,1932.531113,1933.66044733,100,0.162504
2026-02-11 23:01:06,2026-02-11 23:01:48,ETHUSD,long,1930.13281639,1935.98994667,100,4.889135
2026-02-11 23:51:06,2026-02-11 23:51:12,BTCUSD,long,66658.53410123,66715.10245477,100,2.32108
2026-02-11 23:51:07,2026-02-11 23:51:38,ETHUSD,long,1930.53888509,1935.65272006,100,4.146009
2026-02-11 23:56:05,2026-02-11 23:56:12,BTCUSD,long,66865.60251405,66879.61289834,100,-1.942942
2026-02-11 23:56:06,2026-02-11 23:58:18,ETHUSD,long,1934.16745907,1942.70811944,100,7.569306
2026-02-12 00:11:06,2026-02-12 00:11:13,BTCUSD,long,67002.26430873,67018.24475723,100,-1.752867
2026-02-12 01:06:09,2026-02-12 01:16:03,ETHUSD,short,1944.45087091,1951.12285643,100,-7.647547
2026-02-12 01:56:08,2026-02-12 01:56:20,ETHUSD,short,1943.40660534,1942.15384224,100,0.281686
2026-02-12 02:01:04,2026-02-12 02:01:10,BTCUSD,short,67194.92426058,67215.20520493,100,-5.388855
2026-02-12 02:06:03,2026-02-12 02:13:20,BTCUSD,short,67277.83940544,67275.05094405,100,-3.084906
2026-02-12 02:01:04,2026-02-12 02:21:10,ETHUSD,short,1943.27008721,1952.65349468,100,-10.359734
2026-02-12 02:56:04,2026-02-12 02:56:10,BTCUSD,long,68024.4881336,68046.69808243,100,-1.18134
2026-02-12 02:56:05,2026-02-12 02:56:11,ETHUSD,long,1971.07847421,1975.4531421,100,3.386941
2026-02-12 03:01:06,2026-02-12 03:01:12,BTCUSD,long,68070.69337695,68106.94184302,100,0.2195
2026-02-12 03:06:04,2026-02-12 03:06:10,ETHUSD,long,1978.55661776,1980.88116885,100,1.334111
2026-02-12 03:21:12,2026-02-12 03:23:41,BTCUSD,short,67946.02130239,67872.43192673,100,3.965316
2026-02-12 03:26:04,2026-02-12 03:26:42,BTCUSD,short,67877.63840018,67826.85059194,100,1.687438
2026-02-12 03:26:05,2026-02-12 03:29:43,ETHUSD,short,1972.63489451,1969.67413944,100,1.975918
2026-02-12 03:31:03,2026-02-12 03:33:10,BTCUSD,short,67815.09094749,67768.38991398,100,1.281684
2026-02-12 03:31:04,2026-02-12 03:33:53,ETHUSD,short,1971.1928653,1965.78569214,100,4.42428
2026-02-12 03:36:09,2026-02-12 03:40:42,BTCUSD,short,67806.48155699,67704.5445723,100,6.808471
2026-02-12 03:36:04,2026-02-12 03:41:01,ETHUSD,short,1967.39150783,1962.87621378,100,3.533856
2026-02-12 03:41:07,2026-02-12 03:41:44,ETHUSD,short,1963.55075674,1961.61642486,100,0.953524
2026-02-12 03:46:04,2026-02-12 03:50:03,BTCUSD,short,67680.05948819,67627.31800407,100,1.892783
2026-02-12 03:46:05,2026-02-12 03:50:17,ETHUSD,short,1962.61456236,1956.87826045,100,4.757863
2026-02-12 04:01:08,2026-02-12 04:06:07,BTCUSD,short,67546.84972144,67451.22041587,100,6.19037
2026-02-12 03:51:09,2026-02-12 04:06:08,ETHUSD,short,1959.21083739,1957.72441578,100,0.507559
2026-02-12 04:26:05,2026-02-12 04:26:11,BTCUSD,short,67432.83401035,67450.67685148,100,-5.156818
2026-02-12 04:51:06,2026-02-12 04:51:12,ETHUSD,short,1940.69309855,1934.7952378,100,4.930463
2026-02-12 05:06:05,2026-02-12 05:06:11,BTCUSD,short,66814.94081359,66783.88832771,100,-0.233946
2026-02-12 05:16:17,2026-02-12 05:26:03,BTCUSD,long,67015.15555953,66973.99931673,100,-7.464324
