time,HA_open,HA_high,HA_low,HA_close,EMA,ATR,ATR_avg
2025-11-22 22:20:00+05:30,84657.0,84711.0,84574.0,84649.75,84649.75,,
2025-11-22 22:25:00+05:30,84653.375,84737.0,84627.0,84666.375,84655.29166666667,,
2025-11-22 22:30:00+05:30,84659.875,84685.5,84471.0,84578.5,84629.69444444445,,
2025-11-22 22:35:00+05:30,84619.1875,84619.1875,84445.5,84535.625,84598.33796296298,,
2025-11-22 22:40:00+05:30,84577.40625,84632.0,84393.0,84534.125,84576.93364197532,,
2025-11-22 22:45:00+05:30,84555.765625,84565.5,84452.5,84503.0,84552.28909465022,,
2025-11-22 22:50:00+05:30,84529.3828125,84618.5,84462.0,84542.125,84548.90106310014,,
2025-11-22 22:55:00+05:30,84535.75390625,84698.5,84535.75390625,84640.375,84579.3923754001,,
2025-11-22 23:00:00+05:30,84588.064453125,84698.5,84528.5,84619.125,84592.63658360008,,
2025-11-22 23:05:00+05:30,84603.5947265625,84603.5947265625,84495.0,84558.875,84581.38272240006,,
2025-11-22 23:10:00+05:30,84581.23486328125,84601.0,84485.0,84543.75,84568.83848160005,,
2025-11-22 23:15:00+05:30,84562.49243164062,84562.49243164062,84432.5,84489.875,84542.5173210667,,
2025-11-22 23:20:00+05:30,84526.18371582031,84532.0,84468.0,84494.125,84526.3865473778,,
2025-11-22 23:25:00+05:30,84510.15435791016,84607.5,84474.0,84527.125,84526.63269825187,140.10714285714286,
2025-11-22 23:30:00+05:30,84518.63967895508,84533.5,84460.5,84504.0,84519.08846550125,135.3137755102041,
2025-11-22 23:35:00+05:30,84511.31983947754,84617.0,84462.0,84543.0,84527.05897700084,136.71993440233237,
2025-11-22 23:40:00+05:30,84527.15991973877,84657.0,84527.15991973877,84599.25,84551.12265133389,134.06136765930864,
2025-11-22 23:45:00+05:30,84563.20495986938,84589.5,84505.5,84562.25,84554.83176755594,130.48555568364372,
2025-11-22 23:50:00+05:30,84562.72747993469,84602.0,84520.0,84566.25,84558.6378450373,127.02230170624061,
2025-11-22 23:55:00+05:30,84564.48873996735,84597.5,84497.0,84557.0,84558.09189669153,125.12785158436628,
2025-11-23 00:00:00+05:30,84560.74436998367,84566.5,84446.0,84513.75,84543.31126446102,124.79729075691155,
2025-11-23 00:05:00+05:30,84537.24718499184,84537.24718499184,84434.5,84474.5,84520.37417630735,120.95462713141787,
2025-11-23 00:10:00+05:30,84505.87359249592,84558.5,84498.0,84520.875,84520.54111753823,117.85072519345945,
2025-11-23 00:15:00+05:30,84513.37429624796,84630.5,84498.0,84570.625,84537.2357450255,118.8971019653552,
2025-11-23 00:20:00+05:30,84541.99964812398,84648.5,84541.99964812398,84606.75,84560.40716335033,116.4044518249727,
2025-11-23 00:25:00+05:30,84574.37482406199,84633.5,84538.0,84596.125,84572.31310890023,114.9112766946175,
2025-11-23 00:30:00+05:30,84585.249912031,84651.5,84559.0,84608.75,84584.45873926682,113.31047121643054,125.42599101331453
2025-11-23 00:35:00+05:30,84596.9999560155,84770.5,84558.0,84661.125,84610.01415951122,120.39543755811408,124.0180120633839
2025-11-23 00:40:00+05:30,84629.06247800775,84722.0,84629.06247800775,84688.75,84636.25943967415,118.22433487539165,122.79733773232587
2025-11-23 00:45:00+05:30,84658.90623900387,84763.5,84658.90623900387,84714.0,84662.17295978277,115.88688238429225,121.30926258818015
2025-11-23 00:50:00+05:30,84686.45311950194,84733.5,84577.5,84664.75,84663.03197318851,118.82353364255708,120.22084587269788
2025-11-23 00:55:00+05:30,84675.60155975097,84675.60155975097,84542.0,84593.5,84639.85464879234,116.55042409666014,119.22547933077051
2025-11-23 01:00:00+05:30,84634.55077987548,84634.55077987548,84543.5,84580.125,84619.94476586157,113.04682237547013,118.22723080714402
2025-11-23 01:05:00+05:30,84607.33788993774,84607.33788993774,84520.0,84568.625,84602.83817724105,110.5791922057937,117.1880408515317
2025-11-23 01:10:00+05:30,84587.98144496887,84590.0,84471.5,84547.875,84584.5171181607,111.14496419109415,116.21287466825903
2025-11-23 01:15:00+05:30,84567.92822248444,84605.5,84530.0,84571.5,84580.17807877381,108.59889532030171,115.33032239603644
2025-11-23 01:20:00+05:30,84569.71411124221,84698.5,84569.71411124221,84638.875,84599.74371918254,107.5561170831373,114.59499324529916
2025-11-23 01:25:00+05:30,84604.2945556211,84647.5,84574.5,84605.875,84601.78747945503,105.08782300577035,113.6086161767574
2025-11-23 01:30:00+05:30,84605.08477781055,84783.0,84561.5,84670.5,84624.69165297002,113.40297850535818,113.39422522535634
2025-11-23 01:35:00+05:30,84637.79238890528,84763.0,84604.5,84687.5,84645.6277686467,116.62419432640402,113.51657648476966
2025-11-23 01:40:00+05:30,84662.64619445264,84747.0,84620.5,84678.5,84656.5851790978,117.32960901737516,113.8036577562657
2025-11-23 01:45:00+05:30,84670.57309722633,84769.5,84642.0,84698.125,84670.43178606521,118.05606551613408,113.63655975326712
2025-11-23 01:50:00+05:30,84684.34904861316,84755.5,84623.0,84680.125,84673.66285737681,119.0877751221245,113.6982340566052
2025-11-23 01:55:00+05:30,84682.23702430658,84724.5,84661.5,84695.375,84680.90023825121,115.08150547054419,113.64070713419461
2025-11-23 02:00:00+05:30,84688.80601215329,84715.0,84590.0,84663.0,84674.93349216747,115.78996936550533,113.42402397154807
2025-11-23 02:05:00+05:30,84675.90300607664,84675.90300607664,84471.0,84572.875,84640.91399477833,119.26925726796924,113.6182263409273
2025-11-23 02:10:00+05:30,84624.38900303832,84624.38900303832,84388.5,84472.25,84584.69266318556,122.6071674631143,114.30110813290186
2025-11-23 02:15:00+05:30,84548.31950151916,84548.31950151916,84282.5,84351.875,84507.08677545705,125.81379835860612,115.38929428667419
2025-11-23 02:20:00+05:30,84450.09725075957,84450.09725075957,84206.0,84272.625,84428.9328503047,126.82709847584854,116.50944673558521
2025-11-23 02:25:00+05:30,84361.36112537979,84476.5,84230.5,84349.375,84402.4135668698,135.3394485847165,118.41948625447199
2025-11-23 02:30:00+05:30,84355.3680626899,84437.5,84355.3680626899,84416.875,84407.23404457988,130.77948797152249,120.0782984607852
2025-11-23 02:35:00+05:30,84386.12153134495,84490.0,84325.0,84393.0,84402.48936305326,133.2238102592709,122.08801183603525
2025-11-23 02:40:00+05:30,84389.56076567248,84389.56076567248,84203.0,84289.5,84364.82624203552,135.4935380978944,123.66590894978785
2025-11-23 02:45:00+05:30,84339.53038283624,84369.0,84259.5,84309.75,84346.46749469035,133.63685680518768,124.88109912684381
2025-11-23 02:50:00+05:30,84324.64019141812,84407.5,84321.5,84353.375,84348.76999646024,130.2342241762457,125.80285735247743
2025-11-23 02:55:00+05:30,84339.00759570906,84364.5,84276.0,84321.125,84339.55499764017,127.25320816365672,126.45979611301475
2025-11-23 03:00:00+05:30,84330.06629785453,84358.5,84278.5,84313.25,84330.78666509344,123.87797900910981,126.8019535335137
2025-11-23 03:05:00+05:30,84321.65814892726,84327.5,84252.0,84297.375,84319.64944339564,121.1366947941734,127.2344670566301
2025-11-23 03:10:00+05:30,84309.51657446363,84419.5,84288.5,84343.125,84327.47462893043,122.269788023161,127.69731124646263
2025-11-23 03:15:00+05:30,84326.32078723182,84419.5,84322.0,84361.875,84338.94141928696,120.50051745007806,127.78525840232753
2025-11-23 03:20:00+05:30,84344.09789361591,84385.0,84282.5,84343.75,84340.54427952465,119.21476620364392,127.54294402665109
2025-11-23 03:25:00+05:30,84343.92394680795,84395.5,84343.92394680795,84379.375,84353.48785301644,113.80656861766936,126.68528475944132
2025-11-23 03:30:00+05:30,84361.64947340397,84424.5,84300.5,84353.125,84353.36690201097,114.53467085926441,125.8072542153996
2025-11-23 03:35:00+05:30,84357.387236702,84357.387236702,84246.0,84282.375,84329.70293467399,110.81790865503123,124.05571564899351
