entry_time,exit_time,symbol,side,entry_price,exit_price,qty,net_pnl
2026-06-09 06:09:00,2026-06-09 06:30:43,BTCUSD,short,62551.84103343,62596.81379893,1000,-107.547093
2026-06-09 11:05:13,2026-06-09 11:26:18,BTCUSD,long,63478.27185568,63292.34453707,1000,-249.312627
2026-06-09 11:55:53,2026-06-09 12:21:28,BTCUSD,long,63430.54837786,63241.74091758,1000,-252.143605
2026-06-09 15:03:37,2026-06-09 16:26:23,BTCUSD,short,62622.2862563,62795.49644518,1000,-235.91908
2026-06-09 16:33:52,2026-06-09 17:28:46,BTCUSD,short,62550.44806524,62671.77337505,1000,-183.936421
2026-06-09 18:56:12,2026-06-09 19:02:41,BTCUSD,short,62272.47570339,62476.6636668,1000,-266.562533
2026-06-09 19:06:17,2026-06-09 19:12:42,BTCUSD,short,62248.87110923,62377.93200513,1000,-191.374297
2026-06-09 19:34:32,2026-06-09 19:55:58,BTCUSD,short,62161.4140268,61832.06543242,1000,267.351855
2026-06-09 19:59:32,2026-06-09 20:26:25,BTCUSD,short,61609.96270684,61396.22777769,1000,152.231834
2026-06-09 20:39:41,2026-06-09 20:52:52,BTCUSD,long,61607.47453639,61460.54551179,1000,-208.463035
2026-06-09 21:02:46,2026-06-09 21:53:50,BTCUSD,short,61246.25304633,61054.622053,1000,130.480556
2026-06-09 22:06:35,2026-06-09 22:08:20,BTCUSD,long,61256.84758715,60943.08186961,1000,-374.865682
2026-06-09 22:14:01,2026-06-09 22:23:00,BTCUSD,long,61151.39358387,61172.2506495,1000,-40.304756
2026-06-09 22:28:26,2026-06-09 22:38:04,BTCUSD,long,61372.08415158,61452.4212565,1000,18.924852
2026-06-10 10:46:56,2026-06-10 11:00:10,BTCUSD,short,61084.43359486,61255.89324433,1000,-232.629813
2026-06-10 16:34:53,2026-06-10 16:39:58,BTCUSD,short,61005.29639834,61073.78808069,1000,-129.531225
