time,HA_open,HA_high,HA_low,HA_close,EMA_21,EMA_21_UP,EMA_21_DN,single
2025-09-17 12:30:00+05:30,4545.0,4548.8,4536.05,4543.7125,,,,0
2025-09-17 12:45:00+05:30,4544.35625,4554.95,4536.2,4544.424999999999,,,,0
2025-09-17 13:00:00+05:30,4544.390625,4544.85,4538.4,4540.85,,,,0
2025-09-17 13:15:00+05:30,4542.6203125,4545.3,4539.25,4541.775,,,,0
2025-09-17 13:30:00+05:30,4542.19765625,4544.95,4515.65,4530.025,,,,0
2025-09-17 13:45:00+05:30,4536.111328125,4536.111328125,4508.85,4514.3625,,,,0
2025-09-17 14:00:00+05:30,4525.2369140625,4525.2369140625,4496.5,4504.975,,,,0
2025-09-17 14:15:00+05:30,4515.10595703125,4515.10595703125,4499.45,4505.950000000001,,,,0
2025-09-17 14:30:00+05:30,4510.527978515625,4510.527978515625,4503.1,4507.075,4525.905555555555,4550.905555555555,4500.905555555555,-1
2025-09-17 14:45:00+05:30,4508.801489257812,4509.35,4499.9,4505.125,4521.749444444444,4546.749444444444,4496.749444444444,-1
2025-09-17 15:00:00+05:30,4506.963244628906,4508.45,4500.0,4504.487499999999,4518.297055555555,4543.297055555555,4493.297055555555,-1
2025-09-17 15:15:00+05:30,4505.725372314453,4505.725372314453,4493.3,4498.5,4514.337644444444,4539.337644444444,4489.337644444444,-1
2025-09-17 15:30:00+05:30,4502.112686157227,4502.112686157227,4489.2,4493.2375,4510.117615555555,4535.117615555555,4485.117615555555,-1
2025-09-17 15:45:00+05:30,4497.675093078613,4497.675093078613,4482.0,4486.95,4505.484092444444,4530.484092444444,4480.484092444444,-1
2025-09-17 16:00:00+05:30,4492.312546539306,4492.312546539306,4479.35,4485.025,4501.3922739555555,4526.3922739555555,4476.3922739555555,-1
2025-09-17 16:15:00+05:30,4488.668773269653,4488.668773269653,4477.65,4483.7875,4497.871319164445,4522.871319164445,4472.871319164445,-1
2025-09-17 16:30:00+05:30,4486.228136634827,4489.45,4478.15,4484.724999999999,4495.242055331556,4520.242055331556,4470.242055331556,-1
2025-09-17 16:45:00+05:30,4485.476568317414,4497.0,4485.476568317414,4490.825000000001,4494.358644265245,4519.358644265245,4469.358644265245,-1
2025-09-17 17:00:00+05:30,4488.150784158707,4493.25,4487.85,4490.6875,4493.624415412196,4518.624415412196,4468.624415412196,-1
2025-09-17 17:15:00+05:30,4489.419142079354,4494.9,4489.35,4490.925,4493.084532329757,4518.084532329757,4468.084532329757,-1
2025-09-17 17:30:00+05:30,4490.172071039677,4493.2,4481.9,4488.675,4492.202625863806,4517.202625863806,4467.202625863806,-1
2025-09-17 17:45:00+05:30,4489.423535519838,4505.7,4483.65,4495.924999999999,4492.947100691044,4517.947100691044,4467.947100691044,1
2025-09-17 18:00:00+05:30,4492.674267759919,4512.85,4490.85,4501.6,4494.677680552835,4519.677680552835,4469.677680552835,1
2025-09-17 18:15:00+05:30,4497.13713387996,4505.65,4495.0,4499.9125,4495.724644442269,4520.724644442269,4470.724644442269,1
2025-09-17 18:30:00+05:30,4498.52481693998,4510.35,4498.52481693998,4504.1125,4497.402215553815,4522.402215553815,4472.402215553815,1
2025-09-17 18:45:00+05:30,4501.318658469991,4511.5,4501.318658469991,4505.7,4499.061772443052,4524.061772443052,4474.061772443052,1
2025-09-17 19:00:00+05:30,4503.509329234996,4505.8,4482.2,4495.025000000001,4498.254417954442,4523.254417954442,4473.254417954442,-1
2025-09-17 19:15:00+05:30,4499.267164617499,4505.85,4484.95,4493.625,4497.328534363554,4522.328534363554,4472.328534363554,-1
2025-09-17 19:30:00+05:30,4496.446082308749,4502.95,4491.15,4497.2,4497.302827490844,4522.302827490844,4472.302827490844,-1
