time,HA_open,HA_high,HA_low,HA_close,EMA_21,EMA_21_UP,EMA_21_DN,single
2025-09-18 01:15:00+05:30,115580.89928860571,115743.5,115536.5,115643.0,115561.49422703584,115811.49422703584,115311.49422703584,1
2025-09-18 01:30:00+05:30,115611.94964430286,116096.5,115563.5,115805.25,115610.24538162869,115860.24538162869,115360.24538162869,1
2025-09-18 01:45:00+05:30,115708.59982215143,115998.5,115662.5,115856.25,115659.44630530296,115909.44630530296,115409.44630530296,1
2025-09-18 02:00:00+05:30,115782.42491107571,115858.0,115626.5,115727.0,115672.95704424239,115922.95704424239,115422.95704424239,1
2025-09-18 02:15:00+05:30,115754.71245553785,115754.71245553785,115442.0,115602.75,115658.91563539392,115908.91563539392,115408.91563539392,-1
2025-09-18 02:30:00+05:30,115678.73122776893,115742.5,115268.5,115581.5,115643.43250831515,115893.43250831515,115393.43250831515,-1
2025-09-18 02:45:00+05:30,115630.11561388447,115864.5,115630.11561388447,115752.5,115665.24600665213,115915.24600665213,115415.24600665213,1
2025-09-18 03:00:00+05:30,115691.30780694223,115930.5,115691.30780694223,115826.75,115697.54680532172,115947.54680532172,115447.54680532172,1
2025-09-18 03:15:00+05:30,115759.02890347112,116090.0,115759.02890347112,115963.5,115750.73744425738,116000.73744425738,115500.73744425738,1
2025-09-18 03:30:00+05:30,115861.26445173557,116242.0,115861.26445173557,116113.0,115823.18995540592,116073.18995540592,115573.18995540592,1
2025-09-18 03:45:00+05:30,115987.13222586778,116294.0,115987.13222586778,116194.375,115897.42696432474,116147.42696432474,115647.42696432474,1
2025-09-18 04:00:00+05:30,116090.75361293388,116349.5,116090.75361293388,116241.0,115966.1415714598,116216.1415714598,115716.1415714598,1
2025-09-18 04:15:00+05:30,116165.87680646694,116785.5,116165.87680646694,116459.375,116064.78825716785,116314.78825716785,115814.78825716785,1
2025-09-18 04:30:00+05:30,116312.62590323348,116953.0,116312.62590323348,116699.875,116191.80560573429,116441.80560573429,115941.80560573429,1
2025-09-18 04:45:00+05:30,116506.25045161674,116825.0,116486.5,116651.625,116283.76948458744,116533.76948458744,116033.76948458744,1
2025-09-18 05:00:00+05:30,116578.93772580837,116621.0,116304.0,116448.375,116316.69058766996,116566.69058766996,116066.69058766996,1
2025-09-18 05:15:00+05:30,116513.65636290418,116513.65636290418,116350.0,116409.25,116335.20247013598,116585.20247013598,116085.20247013598,1
2025-09-18 05:30:00+05:30,116461.45318145209,116461.45318145209,116167.5,116318.625,116331.8869761088,116581.8869761088,116081.8869761088,-1
2025-09-18 05:45:00+05:30,116390.03909072604,116390.03909072604,116050.0,116192.625,116304.03458088703,116554.03458088703,116054.03458088703,-1
2025-09-18 06:00:00+05:30,116291.33204536303,116423.0,116144.5,116264.125,116296.05266470963,116546.05266470963,116046.05266470963,-1
2025-09-18 06:15:00+05:30,116277.72852268151,116400.5,116214.0,116315.5,116299.94213176772,116549.94213176772,116049.94213176772,1
2025-09-18 06:30:00+05:30,116296.61426134076,116592.0,116293.0,116438.875,116327.72870541419,116577.72870541419,116077.72870541419,1
2025-09-18 06:45:00+05:30,116367.74463067038,116634.0,116367.74463067038,116537.25,116369.63296433135,116619.63296433135,116119.63296433135,1
2025-09-18 07:00:00+05:30,116452.49731533519,116843.0,116408.5,116643.625,116424.43137146509,116674.43137146509,116174.43137146509,1
2025-09-18 07:15:00+05:30,116548.0611576676,116840.5,116548.0611576676,116706.0,116480.74509717208,116730.74509717208,116230.74509717208,1
2025-09-18 07:30:00+05:30,116627.0305788338,116646.5,116492.0,116585.25,116501.64607773768,116751.64607773768,116251.64607773768,1
2025-09-18 07:45:00+05:30,116606.1402894169,116676.5,116387.0,116533.25,116507.96686219014,116757.96686219014,116257.96686219014,1
2025-09-18 08:00:00+05:30,116569.69514470844,116599.0,116452.0,116523.0,116510.97348975213,116760.97348975213,116260.97348975213,1
2025-09-18 08:15:00+05:30,116546.34757235422,116919.5,116546.34757235422,116748.5,116558.47879180171,116808.47879180171,116308.47879180171,1
2025-09-18 08:30:00+05:30,116647.42378617711,117542.5,116647.42378617711,117176.625,116682.10803344137,116932.10803344137,116432.10803344137,1
2025-09-18 08:45:00+05:30,116912.02439308856,117785.0,116912.02439308856,117582.0,116862.08642675311,117112.08642675311,116612.08642675311,1
2025-09-18 09:00:00+05:30,117247.01219654428,117878.0,117247.01219654428,117702.5,117030.1691414025,117280.1691414025,116780.1691414025,1
2025-09-18 09:15:00+05:30,117474.75609827213,117747.0,117474.75609827213,117613.625,117146.86031312202,117396.86031312202,116896.86031312202,1
2025-09-18 09:30:00+05:30,117544.19054913607,117725.5,117542.5,117608.75,117239.23825049761,117489.23825049761,116989.23825049761,1
2025-09-18 09:45:00+05:30,117576.47027456804,117720.0,117324.5,117502.625,117291.91560039809,117541.91560039809,117041.91560039809,1
2025-09-18 10:00:00+05:30,117539.54763728402,117539.54763728402,117187.0,117334.125,117300.35748031847,117550.35748031847,117050.35748031847,1
2025-09-18 10:15:00+05:30,117436.83631864202,117579.5,117380.5,117481.625,117336.61098425479,117586.61098425479,117086.61098425479,1
2025-09-18 10:30:00+05:30,117459.23065932101,117579.5,117381.5,117489.625,117367.21378740385,117617.21378740385,117117.21378740385,1
2025-09-18 10:45:00+05:30,117474.4278296605,117474.4278296605,117191.0,117324.125,117358.59602992308,117608.59602992308,117108.59602992308,-1
2025-09-18 11:00:00+05:30,117399.27641483025,117399.27641483025,117161.0,117216.5,117330.17682393847,117580.17682393847,117080.17682393847,-1
2025-09-18 11:15:00+05:30,117307.88820741512,117307.88820741512,117147.5,117214.125,117306.96645915078,117556.96645915078,117056.96645915078,-1
2025-09-18 11:30:00+05:30,117261.00660370756,117302.0,116971.0,117137.5,117273.07316732063,117523.07316732063,117023.07316732063,-1
2025-09-18 11:45:00+05:30,117199.25330185378,117199.25330185378,116869.5,116988.25,117216.10853385652,117466.10853385652,116966.10853385652,-1
2025-09-18 12:00:00+05:30,117093.75165092689,117093.75165092689,116846.0,116955.125,117163.91182708522,117413.91182708522,116913.91182708522,-1
2025-09-18 12:15:00+05:30,117024.43832546344,117082.0,116900.0,117015.875,117134.30446166819,117384.30446166819,116884.30446166819,-1
2025-09-18 12:30:00+05:30,117020.15666273172,117177.5,117016.5,117091.625,117125.76856933456,117375.76856933456,116875.76856933456,-1
2025-09-18 12:45:00+05:30,117055.89083136586,117162.0,117025.0,117087.875,117118.18985546764,117368.18985546764,116868.18985546764,-1
2025-09-18 13:00:00+05:30,117071.88291568293,117162.0,117049.0,117105.5,117115.65188437412,117365.65188437412,116865.65188437412,-1
2025-09-18 13:15:00+05:30,117088.69145784146,117166.0,117011.5,117095.625,117111.6465074993,117361.6465074993,116861.6465074993,-1
2025-09-18 13:30:00+05:30,117092.15822892073,117212.0,116971.5,117105.75,117110.46720599945,117360.46720599945,116860.46720599945,-1
2025-09-18 13:45:00+05:30,117098.95411446036,117386.5,117098.95411446036,117252.5,117138.87376479956,117388.87376479956,116888.87376479956,1
2025-09-18 14:00:00+05:30,117175.72705723018,117326.5,117137.0,117223.375,117155.77401183966,117405.77401183966,116905.77401183966,1
2025-09-18 14:15:00+05:30,117199.5510286151,117224.5,117035.0,117152.25,117155.06920947174,117405.06920947174,116905.06920947174,-1
2025-09-18 14:30:00+05:30,117175.90051430755,117290.0,117096.0,117199.25,117163.9053675774,117413.9053675774,116913.9053675774,1
2025-09-18 14:45:00+05:30,117187.57525715377,117320.5,117187.57525715377,117240.25,117179.17429406193,117429.17429406193,116929.17429406193,1
2025-09-18 15:00:00+05:30,117213.91262857689,117229.5,117076.5,117164.375,117176.21443524955,117426.21443524955,116926.21443524955,-1
2025-09-18 15:15:00+05:30,117189.14381428844,117292.0,117142.0,117210.125,117182.99654819965,117432.99654819965,116932.99654819965,1
2025-09-18 15:30:00+05:30,117199.63440714421,117272.5,117171.5,117232.25,117192.84723855973,117442.84723855973,116942.84723855973,1
2025-09-18 15:45:00+05:30,117215.9422035721,117257.0,117089.5,117164.375,117187.15279084779,117437.15279084779,116937.15279084779,-1
2025-09-18 16:00:00+05:30,117190.15860178605,117190.15860178605,117050.5,117085.125,117166.74723267823,117416.74723267823,116916.74723267823,-1
2025-09-18 16:15:00+05:30,117137.64180089303,117156.0,117037.0,117102.125,117153.8227861426,117403.8227861426,116903.8227861426,-1
2025-09-18 16:30:00+05:30,117119.88340044652,117260.5,117084.5,117159.625,117154.98322891409,117404.98322891409,116904.98322891409,1
2025-09-18 16:45:00+05:30,117139.75420022325,117277.0,117139.0,117189.625,117161.91158313128,117411.91158313128,116911.91158313128,1
2025-09-18 17:00:00+05:30,117164.68960011163,117231.5,117066.5,117150.125,117159.55426650503,117409.55426650503,116909.55426650503,-1
2025-09-18 17:15:00+05:30,117157.40730005581,117157.40730005581,116966.5,117047.625,117137.16841320402,117387.16841320402,116887.16841320402,-1
2025-09-18 17:30:00+05:30,117102.5161500279,117218.5,116931.5,117095.0,117128.73473056323,117378.73473056323,116878.73473056323,-1
2025-09-18 17:45:00+05:30,117098.75807501396,117252.0,117098.75807501396,117195.625,117142.11278445058,117392.11278445058,116892.11278445058,1
2025-09-18 18:00:00+05:30,117147.19153750698,117218.5,117018.5,117150.5,117143.79022756047,117393.79022756047,116893.79022756047,1
2025-09-18 18:15:00+05:30,117148.8457687535,117172.5,117013.5,117108.75,117136.78218204838,117386.78218204838,116886.78218204838,-1
2025-09-18 18:30:00+05:30,117128.79788437675,117341.5,117013.5,117194.25,117148.27574563872,117398.27574563872,116898.27574563872,1
2025-09-18 18:45:00+05:30,117161.52394218837,117429.0,117161.52394218837,117363.75,117191.37059651098,117441.37059651098,116941.37059651098,1
2025-09-18 19:00:00+05:30,117262.63697109418,117613.5,117118.5,117314.0,117215.8964772088,117465.8964772088,116965.8964772088,1
2025-09-18 19:15:00+05:30,117288.31848554709,117420.5,116965.5,117228.25,117218.36718176704,117468.36718176704,116968.36718176704,1
2025-09-18 19:30:00+05:30,117258.28424277354,117610.5,117258.28424277354,117460.0,117266.69374541364,117516.69374541364,117016.69374541364,1
2025-09-18 19:45:00+05:30,117359.14212138677,117802.0,117359.14212138677,117597.5,117332.85499633092,117582.85499633092,117082.85499633092,1
2025-09-18 20:00:00+05:30,117478.32106069339,117775.5,117478.32106069339,117678.0,117401.88399706475,117651.88399706475,117151.88399706475,1
2025-09-18 20:15:00+05:30,117578.1605303467,117730.5,117578.1605303467,117657.25,117452.9571976518,117702.9571976518,117202.9571976518,1
2025-09-18 20:30:00+05:30,117617.70526517334,117637.0,117362.5,117490.625,117460.49075812145,117710.49075812145,117210.49075812145,1
2025-09-18 20:45:00+05:30,117554.16513258667,117554.16513258667,117272.5,117369.875,117442.36760649717,117692.36760649717,117192.36760649717,-1
2025-09-18 21:00:00+05:30,117462.02006629333,117462.02006629333,117295.5,117358.375,117425.56908519774,117675.56908519774,117175.56908519774,-1
2025-09-18 21:15:00+05:30,117410.19753314667,117668.0,117391.0,117500.125,117440.4802681582,117690.4802681582,117190.4802681582,1
2025-09-18 21:30:00+05:30,117455.16126657333,117662.0,117455.16126657333,117578.5,117468.08421452656,117718.08421452656,117218.08421452656,1
2025-09-18 21:45:00+05:30,117516.83063328666,117762.0,117516.83063328666,117678.0,117510.06737162126,117760.06737162126,117260.06737162126,1
2025-09-18 22:00:00+05:30,117597.41531664334,117740.0,117514.0,117657.5,117539.55389729701,117789.55389729701,117289.55389729701,1
2025-09-18 22:15:00+05:30,117627.45765832167,117747.5,117491.5,117620.25,117555.69311783761,117805.69311783761,117305.69311783761,1
2025-09-18 22:30:00+05:30,117623.85382916083,117742.0,117453.0,117586.125,117561.7794942701,117811.7794942701,117311.7794942701,1
2025-09-18 22:45:00+05:30,117604.98941458041,117707.0,117467.0,117578.0,117565.02359541609,117815.02359541609,117315.02359541609,1
2025-09-18 23:00:00+05:30,117591.4947072902,117602.5,117376.0,117483.25,117548.66887633287,117798.66887633287,117298.66887633287,-1
2025-09-18 23:15:00+05:30,117537.3723536451,117545.0,117426.0,117489.375,117536.81010106631,117786.81010106631,117286.81010106631,-1
2025-09-18 23:30:00+05:30,117513.37367682255,117789.0,117461.5,117644.875,117558.42308085306,117808.42308085306,117308.42308085306,1
2025-09-18 23:45:00+05:30,117579.12433841127,117886.5,117579.12433841127,117780.625,117602.86346468245,117852.86346468245,117352.86346468245,1
2025-09-19 00:00:00+05:30,117679.87466920563,117764.0,117645.5,117731.25,117628.54077174596,117878.54077174596,117378.54077174596,1
2025-09-19 00:15:00+05:30,117705.56233460282,117842.0,117705.56233460282,117786.625,117660.15761739678,117910.15761739678,117410.15761739678,1
2025-09-19 00:30:00+05:30,117746.09366730141,117772.5,117664.0,117720.875,117672.30109391743,117922.30109391743,117422.30109391743,1
2025-09-19 00:45:00+05:30,117733.4843336507,117733.4843336507,117411.5,117540.875,117646.01587513395,117896.01587513395,117396.01587513395,-1
2025-09-19 01:00:00+05:30,117637.17966682535,117637.17966682535,117144.5,117313.0,117579.41270010718,117829.41270010718,117329.41270010718,-1
2025-09-19 01:15:00+05:30,117475.08983341267,117475.08983341267,117153.0,117319.125,117527.35516008575,117777.35516008575,117277.35516008575,-1
2025-09-19 01:30:00+05:30,117397.10741670633,117479.5,117291.0,117395.75,117501.0341280686,117751.0341280686,117251.0341280686,-1
2025-09-19 01:45:00+05:30,117396.42870835317,117473.0,117312.5,117410.5,117482.92730245489,117732.92730245489,117232.92730245489,-1
2025-09-19 02:00:00+05:30,117403.46435417658,117618.0,117403.46435417658,117536.5,117493.64184196392,117743.64184196392,117243.64184196392,1
2025-09-19 02:15:00+05:30,117469.9821770883,117618.0,117469.9821770883,117549.875,117504.88847357115,117754.88847357115,117254.88847357115,1
2025-09-19 02:30:00+05:30,117509.92858854415,117509.92858854415,117289.0,117377.0,117479.31077885692,117729.31077885692,117229.31077885692,-1
2025-09-19 02:45:00+05:30,117443.46429427207,117443.46429427207,117271.0,117337.75,117450.99862308554,117700.99862308554,117200.99862308554,-1
2025-09-19 03:00:00+05:30,117390.60714713603,117429.0,117321.0,117366.75,117434.14889846844,117684.14889846844,117184.14889846844,-1
2025-09-19 03:15:00+05:30,117378.67857356802,117390.5,117244.5,117300.125,117407.34411877475,117657.34411877475,117157.34411877475,-1
2025-09-19 03:30:00+05:30,117339.401786784,117339.401786784,117164.0,117206.375,117367.15029501982,117617.15029501982,117117.15029501982,-1
2025-09-19 03:45:00+05:30,117272.888393392,117272.888393392,117150.5,117198.625,117333.44523601586,117583.44523601586,117083.44523601586,-1
2025-09-19 04:00:00+05:30,117235.756696696,117288.0,117200.0,117239.125,117314.58118881269,117564.58118881269,117064.58118881269,-1
2025-09-19 04:15:00+05:30,117237.440848348,117253.0,116990.0,117125.5,117276.76495105017,117526.76495105017,117026.76495105017,-1
2025-09-19 04:30:00+05:30,117181.470424174,117181.470424174,116514.0,116810.125,117183.43696084013,117433.43696084013,116933.43696084013,-1
2025-09-19 04:45:00+05:30,116995.79771208699,116995.79771208699,116594.0,116722.25,117091.1995686721,117341.1995686721,116841.1995686721,-1
2025-09-19 05:00:00+05:30,116859.0238560435,116990.0,116777.0,116871.25,117047.20965493769,117297.20965493769,116797.20965493769,-1
2025-09-19 05:15:00+05:30,116865.13692802175,117130.0,116865.13692802175,117005.25,117038.81772395015,117288.81772395015,116788.81772395015,-1
2025-09-19 05:30:00+05:30,116935.19346401087,117109.5,116935.19346401087,117033.625,117037.77917916013,117287.77917916013,116787.77917916013,-1
2025-09-19 05:45:00+05:30,116984.40923200543,117288.0,116984.40923200543,117130.0,117056.2233433281,117306.2233433281,116806.2233433281,1
2025-09-19 06:00:00+05:30,117057.20461600271,117345.0,117057.20461600271,117261.5,117097.27867466249,117347.27867466249,116847.27867466249,1
2025-09-19 06:15:00+05:30,117159.35230800135,117387.5,117159.35230800135,117346.625,117147.14793973,117397.14793973,116897.14793973,1
2025-09-19 06:30:00+05:30,117252.98865400068,117419.0,117201.5,117306.125,117178.94335178401,117428.94335178401,116928.94335178401,1
2025-09-19 06:45:00+05:30,117279.55682700034,117341.0,117169.0,117260.875,117195.32968142722,117445.32968142722,116945.32968142722,1
2025-09-19 07:00:00+05:30,117270.21591350017,117349.5,117069.5,117197.625,117195.78874514179,117445.78874514179,116945.78874514179,1
2025-09-19 07:15:00+05:30,117233.92045675009,117233.92045675009,117065.5,117139.625,117184.55599611344,117434.55599611344,116934.55599611344,-1
2025-09-19 07:30:00+05:30,117186.77272837504,117246.5,117002.0,117108.125,117169.26979689076,117419.26979689076,116919.26979689076,-1
2025-09-19 07:45:00+05:30,117147.44886418752,117147.44886418752,117002.0,117042.375,117143.89083751262,117393.89083751262,116893.89083751262,-1
2025-09-19 08:00:00+05:30,117094.91193209376,117187.0,117011.5,117080.5,117131.2126700101,117381.2126700101,116881.2126700101,-1
2025-09-19 08:15:00+05:30,117087.70596604688,117162.0,117047.0,117084.375,117121.8451360081,117371.8451360081,116871.8451360081,-1
2025-09-19 08:30:00+05:30,117086.04048302345,117189.0,117066.0,117122.0,117121.8761088065,117371.8761088065,116871.8761088065,1
2025-09-19 08:45:00+05:30,117104.02024151172,117249.0,117022.0,117120.125,117121.5258870452,117371.5258870452,116871.5258870452,-1
2025-09-19 09:00:00+05:30,117112.07262075586,117112.07262075586,116842.5,116965.375,117090.29570963616,117340.29570963616,116840.29570963616,-1
2025-09-19 09:15:00+05:30,117038.72381037794,117038.72381037794,116813.5,116903.25,117052.88656770895,117302.88656770895,116802.88656770895,-1
2025-09-19 09:30:00+05:30,116970.98690518897,116970.98690518897,116643.0,116807.375,117003.78425416717,117253.78425416717,116753.78425416717,-1
2025-09-19 09:45:00+05:30,116889.18095259448,116990.5,116720.5,116844.125,116971.85240333375,117221.85240333375,116721.85240333375,-1
2025-09-19 10:00:00+05:30,116866.65297629725,117062.0,116866.65297629725,116956.875,116968.85692266701,117218.85692266701,116718.85692266701,-1
2025-09-19 10:15:00+05:30,116911.76398814862,117000.0,116894.0,116946.5,116964.38553813362,117214.38553813362,116714.38553813362,-1
2025-09-19 10:30:00+05:30,116929.13199407431,116959.5,116835.0,116917.625,116955.03343050691,117205.03343050691,116705.03343050691,-1
2025-09-19 10:45:00+05:30,116923.37849703716,116979.0,116773.5,116873.75,116938.77674440554,117188.77674440554,116688.77674440554,-1
2025-09-19 11:00:00+05:30,116898.56424851858,116898.56424851858,116736.5,116811.5,116913.32139552444,117163.32139552444,116663.32139552444,-1
2025-09-19 11:15:00+05:30,116855.03212425929,116882.5,116830.0,116850.0,116900.65711641956,117150.65711641956,116650.65711641956,-1
2025-09-19 11:30:00+05:30,116852.51606212964,116852.51606212964,116716.5,116789.0,116878.32569313566,117128.32569313566,116628.32569313566,-1
2025-09-19 11:45:00+05:30,116820.75803106482,116825.5,116712.0,116756.75,116854.01055450854,117104.01055450854,116604.01055450854,-1
2025-09-19 12:00:00+05:30,116788.75401553241,116788.75401553241,116580.0,116697.75,116822.75844360684,117072.75844360684,116572.75844360684,-1
2025-09-19 12:15:00+05:30,116743.2520077662,116777.0,116622.5,116686.5,116795.50675488549,117045.50675488549,116545.50675488549,-1
2025-09-19 12:30:00+05:30,116714.87600388311,116808.0,116644.5,116715.0,116779.4054039084,117029.4054039084,116529.4054039084,-1
2025-09-19 12:45:00+05:30,116714.93800194155,116849.0,116714.93800194155,116796.5,116782.82432312673,117032.82432312673,116532.82432312673,1
2025-09-19 13:00:00+05:30,116755.71900097077,116956.0,116755.71900097077,116873.5,116800.95945850138,117050.95945850138,116550.95945850138,1
2025-09-19 13:15:00+05:30,116814.60950048539,116928.5,116814.60950048539,116895.25,116819.81756680111,117069.81756680111,116569.81756680111,1
2025-09-19 13:30:00+05:30,116854.92975024269,116974.5,116832.5,116904.875,116836.8290534409,117086.8290534409,116586.8290534409,1
2025-09-19 13:45:00+05:30,116879.90237512134,117063.0,116879.90237512134,117002.5,116869.96324275272,117119.96324275272,116619.96324275272,1
2025-09-19 14:00:00+05:30,116941.20118756067,117050.5,116852.5,116960.625,116888.09559420218,117138.09559420218,116638.09559420218,1
2025-09-19 14:15:00+05:30,116950.91309378034,116950.91309378034,116871.5,116893.375,116889.15147536175,117139.15147536175,116639.15147536175,1
2025-09-19 14:30:00+05:30,116922.14404689017,116948.5,116821.5,116896.0,116890.5211802894,117140.5211802894,116640.5211802894,1
2025-09-19 14:45:00+05:30,116909.07202344509,116939.5,116740.5,116849.0,116882.21694423154,117132.21694423154,116632.21694423154,-1
2025-09-19 15:00:00+05:30,116879.03601172255,116879.03601172255,116673.0,116744.875,116854.74855538525,117104.74855538525,116604.74855538525,-1
2025-09-19 15:15:00+05:30,116811.95550586128,116811.95550586128,116436.5,116564.125,116796.6238443082,117046.6238443082,116546.6238443082,-1
2025-09-19 15:30:00+05:30,116688.04025293063,116688.04025293063,116379.5,116458.375,116728.97407544656,116978.97407544656,116478.97407544656,-1
2025-09-19 15:45:00+05:30,116573.20762646532,116573.20762646532,116392.5,116456.25,116674.42926035725,116924.42926035725,116424.42926035725,-1
2025-09-19 16:00:00+05:30,116514.72881323265,116514.72881323265,116398.0,116457.5,116631.04340828581,116881.04340828581,116381.04340828581,-1
