entry_time,exit_time,symbol,side,entry_price,exit_price,qty,net_pnl
2026-01-08 08:05:12,2026-01-08 16:02:27,BTCUSD,short,90564.67538418,90814.59234604,100,-29.532426
2026-01-08 08:05:12,2026-01-08 17:02:54,ETHUSD,short,3131.75819961,3124.63645304,100,5.559428
2026-01-08 16:05:12,2026-01-09 09:02:45,BTCUSD,long,90637.13060394,90103.79882738,100,-57.838368
2026-01-08 17:05:19,2026-01-09 09:02:45,ETHUSD,long,3119.40408246,3091.52310065,100,-29.426743
2026-01-09 16:05:16,2026-01-10 23:02:44,BTCUSD,long,91384.9624134,90432.19004053,100,-99.798847
2026-01-09 19:05:17,2026-01-11 02:02:42,ETHUSD,short,3087.70845807,3094.5511283,100,-8.389946
2026-01-11 17:05:15,2026-01-11 20:01:56,BTCUSD,long,91031.69781908,90598.04157895,100,-47.895526
2026-01-11 16:05:08,2026-01-11 23:01:59,ETHUSD,long,3119.24476462,3107.9751018,100,-12.82365
2026-01-11 20:05:01,2026-01-12 01:02:43,BTCUSD,short,90604.76812106,91394.19626656,100,-83.512524
2026-01-11 23:05:04,2026-01-12 01:02:43,ETHUSD,short,3093.53077987,3125.04832838,100,-33.080073
2026-01-12 01:05:10,2026-01-12 09:03:01,BTCUSD,long,91591.52669017,90637.23168648,100,-99.961362
2026-01-12 01:05:11,2026-01-12 09:03:01,ETHUSD,long,3133.37554538,3110.77757863,100,-24.153356
2026-01-12 09:05:05,2026-01-12 16:04:18,BTCUSD,short,90779.35464354,91679.46778963,100,-94.595288
2026-01-12 09:05:05,2026-01-12 17:03:16,ETHUSD,short,3118.07824533,3134.40028956,100,-17.889244
2026-01-12 17:05:19,2026-01-12 18:03:50,ETHUSD,long,3135.6411352,3102.60358836,100,-34.588849
