HA_open,HA_high,HA_low,HA_close,SUPERTREND,trendline,UPPER,LOWER,ADX,time
67230.73289150899,67478.0,67144.0,67353.0,66770.45823278934,66809.82752828742,67737.0,66862.47626414371,45.4220753254497,2026-03-01 04:10:00+05:30
67291.8664457545,67600.5,67259.5,67411.25,66799.19616910393,66920.5,67737.0,66920.5,47.088354730457084,2026-03-01 04:15:00+05:30
67351.55822287724,67470.5,67166.0,67332.375,66799.19616910393,66920.5,67737.0,66920.5,47.91628516676839,2026-03-01 04:20:00+05:30
67341.96661143862,67341.96661143862,67068.0,67174.5,66799.19616910393,66920.5,67737.0,67033.21578301796,47.96977151962853,2026-03-01 04:25:00+05:30
67258.2333057193,67258.2333057193,67035.0,67090.125,66799.19616910393,66920.5,67600.5,67035.0,47.781848728386755,2026-03-01 04:30:00+05:30
67174.17915285965,67182.5,67091.0,67133.25,66799.19616910393,66920.5,67600.5,67035.0,47.60734899366225,2026-03-01 04:35:00+05:30
67153.71457642983,67190.5,66893.5,67046.125,66799.19616910393,66920.5,67470.5,66893.5,46.04982332807182,2026-03-01 04:40:00+05:30
67099.91978821492,67099.91978821492,66885.5,66941.125,66799.19616910393,66920.5,67341.96661143862,66885.5,44.55116521849053,2026-03-01 04:45:00+05:30
67020.52239410745,67037.0,66942.5,66971.875,66799.19616910393,66920.5,67258.2333057193,66885.5,43.15955411673649,2026-03-01 04:50:00+05:30
66996.19869705373,66996.19869705373,66862.0,66915.625,66799.19616910393,67190.5,67190.5,66862.0,41.29829103934229,2026-03-01 04:55:00+05:30
66955.91184852686,66998.0,66858.5,66901.125,66799.19616910393,67190.5,67190.5,66858.5,39.545102132833335,2026-03-01 05:00:00+05:30
66928.51842426343,66947.5,66715.0,66821.625,66799.19616910393,67099.91978821492,67099.91978821492,66715.0,36.949244449848514,2026-03-01 05:05:00+05:30
66875.07171213171,66897.0,66755.0,66816.375,66799.19616910393,67037.0,67037.0,66715.0,34.53880517279118,2026-03-01 05:10:00+05:30
66845.72335606586,67020.0,66845.72335606586,66942.375,66799.19616910393,67037.0,67020.0,66715.0,33.01573090759799,2026-03-01 05:15:00+05:30
66894.04917803293,67025.0,66894.04917803293,66982.875,66799.19616910393,67037.0,67025.0,66715.0,31.629391666756188,2026-03-01 05:20:00+05:30
66938.46208901647,66989.0,66920.5,66954.375,66799.19616910393,67037.0,67025.0,66715.0,30.342076657403087,2026-03-01 05:25:00+05:30
66946.41854450823,67082.0,66921.0,66987.625,66799.19616910393,67037.0,67082.0,66755.0,29.693610267465438,2026-03-01 05:30:00+05:30
66967.02177225411,67016.0,66781.5,66898.625,66799.19616910393,67082.0,67082.0,66781.5,28.006723757026165,2026-03-01 05:35:00+05:30
66932.82338612706,66932.82338612706,66796.5,66843.5,66799.19616910393,67082.0,67082.0,66781.5,26.440329140189696,2026-03-01 05:40:00+05:30
66888.16169306354,66907.0,66813.5,66861.625,66799.19616910393,67082.0,67082.0,66781.5,24.98581985312726,2026-03-01 05:45:00+05:30
66874.89334653177,67005.0,66836.5,66897.5,66799.19616910393,67082.0,67082.0,66781.5,24.29939808865475,2026-03-01 05:50:00+05:30
66886.19667326589,66923.5,66736.5,66834.25,66799.19616910393,67016.0,67016.0,66736.5,22.853383128454595,2026-03-01 05:55:00+05:30
66860.22333663295,66860.22333663295,66681.5,66735.125,67109.85171309866,67005.0,67005.0,66681.5,21.33957550804231,2026-03-01 06:00:00+05:30
66797.67416831647,66797.67416831647,66699.5,66727.625,67067.19974206196,67005.0,67005.0,66681.5,19.933897003373755,2026-03-01 06:05:00+05:30
66762.64958415824,66762.64958415824,66588.5,66666.125,66998.4283800418,67005.0,67005.0,66588.5,19.428789708688818,2026-03-01 06:10:00+05:30
66714.38729207912,66760.0,66614.5,66668.0,66998.4283800418,67005.0,66923.5,66588.5,18.959761506481374,2026-03-01 06:15:00+05:30
66691.19364603955,66844.5,66664.0,66752.625,66998.4283800418,67005.0,66860.22333663295,66588.5,17.78754741361358,2026-03-01 06:20:00+05:30
66721.90932301978,66855.0,66721.90932301978,66797.125,66998.4283800418,67005.0,66855.0,66588.5,16.610571034548144,2026-03-01 06:25:00+05:30
66759.5171615099,66769.0,66571.0,66668.875,66998.4283800418,66855.0,66855.0,66571.0,16.628147450197684,2026-03-01 06:30:00+05:30
66714.19608075495,66714.19608075495,66430.5,66522.625,66941.00755654153,66855.0,66855.0,66430.5,17.454537557886066,2026-03-01 06:35:00+05:30
66618.41054037747,66618.41054037747,66112.5,66331.75,66825.99500986579,66855.0,66855.0,66112.5,19.501605430791923,2026-03-01 06:40:00+05:30
66475.08027018874,66475.08027018874,66023.5,66190.5,66773.06141772862,66855.0,66855.0,66023.5,21.671674305883528,2026-03-01 06:45:00+05:30
66332.79013509437,66433.0,66173.5,66292.375,66773.06141772862,66855.0,66769.0,66023.5,23.686738261325733,2026-03-01 06:50:00+05:30
66312.58256754719,66420.5,66297.0,66355.875,66773.06141772862,66855.0,66714.19608075495,66023.5,25.557869077093493,2026-03-01 06:55:00+05:30
66334.2287837736,66550.5,66256.5,66407.875,66773.06141772862,66855.0,66618.41054037747,66023.5,26.08383061473009,2026-03-01 07:00:00+05:30
66371.0518918868,66750.0,66371.0518918868,66598.5,66773.06141772862,66855.0,66750.0,66023.5,25.076336184341894,2026-03-01 07:05:00+05:30
66484.7759459434,66719.5,66484.7759459434,66634.5,66773.06141772862,66855.0,66750.0,66173.5,24.140805641838572,2026-03-01 07:10:00+05:30
66559.6379729717,67362.0,66559.6379729717,66975.75,66279.87075859991,66256.5,67362.0,66256.5,24.52400736076747,2026-03-01 07:15:00+05:30
66767.69398648586,67686.5,66767.69398648586,67412.25,66380.91107976521,66256.5,67686.5,66256.5,25.724296785844835,2026-03-01 07:20:00+05:30
67089.97199324293,67333.0,67089.97199324293,67286.5,66394.10435456711,66256.5,67686.5,66371.0518918868,26.838851251988103,2026-03-01 07:25:00+05:30
67188.23599662146,68187.0,67188.23599662146,67705.125,66701.6440184417,66484.7759459434,68187.0,66484.7759459434,29.2926923001928,2026-03-01 07:30:00+05:30
67446.68049831073,68089.0,67446.68049831073,67871.875,66739.1998373564,66559.6379729717,68187.0,66559.6379729717,31.57125898781145,2026-03-01 07:35:00+05:30
67659.27774915536,67967.5,67659.27774915536,67815.375,66843.63359279439,66559.6379729717,68187.0,66767.69398648586,33.687070912028766,2026-03-01 07:40:00+05:30
67737.32637457768,68077.5,67707.5,67854.625,66955.56690132861,67089.97199324293,68187.0,67089.97199324293,35.79493610550564,2026-03-01 07:45:00+05:30
67795.97568728884,67795.97568728884,67607.5,67690.375,66955.56690132861,67089.97199324293,68187.0,67188.23599662146,37.1911194723882,2026-03-01 07:50:00+05:30
67743.17534364443,67785.5,67612.5,67687.875,66955.56690132861,67089.97199324293,68089.0,67446.68049831073,38.48757545592201,2026-03-01 07:55:00+05:30
67715.52517182221,67847.5,67632.5,67763.25,66994.30743640519,67607.5,68077.5,67607.5,39.7981436943366,2026-03-01 08:00:00+05:30
67739.38758591111,67929.5,67739.38758591111,67826.75,67140.96090584889,67607.5,68077.5,67607.5,41.155330768428534,2026-03-01 08:05:00+05:30
67783.06879295556,68082.5,67737.5,67910.125,67217.01466819429,67607.5,68082.5,67607.5,42.662014650951285,2026-03-01 08:10:00+05:30
67846.59689647777,68146.0,67707.0,67907.5,67217.01466819429,67607.5,68146.0,67612.5,44.15836135449687,2026-03-01 08:15:00+05:30
67877.04844823889,67877.04844823889,67698.5,67743.75,67217.01466819429,67607.5,68146.0,67632.5,45.48736212300725,2026-03-01 08:20:00+05:30
67810.39922411944,67810.39922411944,67581.0,67660.375,67217.01466819429,67607.5,68146.0,67581.0,45.89000904940895,2026-03-01 08:25:00+05:30
67735.38711205972,67735.38711205972,67584.0,67628.375,67217.01466819429,67607.5,68146.0,67581.0,46.26389548106767,2026-03-01 08:30:00+05:30
67681.88105602986,67755.5,67606.5,67691.125,67217.01466819429,67607.5,68146.0,67581.0,46.659945405175726,2026-03-01 08:35:00+05:30
67686.50302801494,67791.5,67665.5,67726.75,67217.87705771987,67581.0,67877.04844823889,67581.0,47.1181473042904,2026-03-01 08:40:00+05:30
67706.62651400747,67739.5,67621.5,67682.75,67217.87705771987,67581.0,67810.39922411944,67581.0,47.1781349358805,2026-03-01 08:45:00+05:30
67694.68825700373,67694.68825700373,67377.5,67532.625,67217.87705771987,67791.5,67791.5,67377.5,45.47518113173328,2026-03-01 08:50:00+05:30
67613.65662850186,67613.65662850186,67367.5,67471.375,67217.87705771987,67791.5,67791.5,67367.5,43.82963478869867,2026-03-01 08:55:00+05:30
67542.51581425093,67542.51581425093,67410.0,67486.875,67217.87705771987,67791.5,67791.5,67367.5,42.30162747016653,2026-03-01 09:00:00+05:30
67514.69540712546,67559.5,67466.5,67498.0,67217.87705771987,67791.5,67739.5,67367.5,40.9612025980927,2026-03-01 09:05:00+05:30
67506.34770356273,67632.5,67474.5,67557.0,67217.87705771987,67791.5,67694.68825700373,67367.5,40.05244156077974,2026-03-01 09:10:00+05:30
67531.67385178136,67678.5,67510.0,67611.75,67217.87705771987,67791.5,67678.5,67367.5,39.41395808933062,2026-03-01 09:15:00+05:30
67571.71192589068,67651.0,67476.5,67561.625,67217.87705771987,67791.5,67678.5,67410.0,38.53576820363318,2026-03-01 09:20:00+05:30
67566.66846294534,67566.66846294534,67365.0,67465.875,67217.87705771987,67678.5,67678.5,67365.0,36.82640456839361,2026-03-01 09:25:00+05:30
67516.27173147266,67589.5,67481.0,67512.875,67217.87705771987,67678.5,67678.5,67365.0,35.36874573932327,2026-03-01 09:30:00+05:30
67514.57336573633,67514.57336573633,67345.5,67422.25,67217.87705771987,67678.5,67678.5,67345.5,33.02093227971345,2026-03-01 09:35:00+05:30
67468.41168286817,67468.41168286817,67248.5,67316.25,67217.87705771987,67651.0,67651.0,67248.5,31.101679956427756,2026-03-01 09:40:00+05:30
67392.33084143409,67392.33084143409,67057.5,67200.625,67643.79084439036,67589.5,67589.5,67057.5,30.33711555033816,2026-03-01 09:45:00+05:30
67296.47792071704,67296.47792071704,67155.0,67199.0,67625.19730085481,67589.5,67589.5,67057.5,29.627162887540685,2026-03-01 09:50:00+05:30
67247.73896035852,67315.5,67149.0,67242.625,67622.21429185396,67589.5,67514.57336573633,67057.5,28.81973336280658,2026-03-01 09:55:00+05:30
67245.18198017926,67319.5,67236.5,67286.375,67622.21429185396,67589.5,67468.41168286817,67057.5,28.037125597098406,2026-03-01 10:00:00+05:30
67265.77849008964,67383.0,67264.0,67300.25,67622.21429185396,67589.5,67392.33084143409,67057.5,26.785823423252694,2026-03-01 10:05:00+05:30
67283.01424504482,67430.0,67249.5,67328.25,67622.21429185396,67589.5,67430.0,67149.0,25.25035843376302,2026-03-01 10:10:00+05:30
67305.63212252241,67389.0,67305.63212252241,67351.0,67622.21429185396,67589.5,67430.0,67149.0,23.82456951495118,2026-03-01 10:15:00+05:30
67328.3160612612,67371.5,67294.5,67323.25,67622.21429185396,67589.5,67430.0,67236.5,22.58742715630949,2026-03-01 10:20:00+05:30
67325.7830306306,67335.5,67261.0,67304.875,67572.34132336803,67430.0,67430.0,67249.5,21.705271009694854,2026-03-01 10:25:00+05:30
67315.3290153153,67429.5,67300.5,67338.25,67572.34132336803,67430.0,67430.0,67249.5,20.271339193599665,2026-03-01 10:30:00+05:30
