entry_time,exit_time,symbol,side,entry_price,exit_price,qty,net_pnl
2026-04-13 12:54:03,2026-04-13 13:37:14,BTCUSD,long,71154.6568312,70943.87123358,50,-14.091743
2026-04-13 13:49:00,2026-04-13 13:50:05,BTCUSD,long,71311.24429319,71586.47011367,50,10.188848
2026-04-13 16:06:58,2026-04-13 16:15:48,BTCUSD,long,71869.3005911,71880.0884847,50,-3.05434
2026-04-13 16:23:43,2026-04-13 16:27:13,BTCUSD,long,72115.3068169,72082.72528042,50,-5.234028
2026-04-13 19:23:42,2026-04-13 19:31:13,BTCUSD,long,72738.10247459,72942.81789877,50,6.593748
2026-04-13 19:54:21,2026-04-13 20:05:22,BTCUSD,long,73407.29238034,73197.32044167,50,-14.163712
2026-04-13 22:07:05,2026-04-13 22:09:35,BTCUSD,long,73525.52498036,73312.77292,50,-14.30856
2026-04-13 22:14:46,2026-04-13 22:15:01,BTCUSD,long,73710.58282402,73767.79806402,50,-0.826198
2026-04-13 22:20:56,2026-04-13 22:25:01,BTCUSD,long,74154.30579169,74221.99839251,50,-0.324778
2026-04-13 22:53:49,2026-04-13 22:56:45,BTCUSD,long,74543.357472,74602.78209778,50,-0.757422
