time,HA_open,HA_high,HA_low,HA_close,EMA9,EMA_UPPER,EMA_LOWER
2025-12-08 08:30:00+05:30,3089.374909759872,3120.1,3089.374909759872,3110.0125,3093.25651340524,3103.25651340524,3083.25651340524
2025-12-08 09:30:00+05:30,3099.693704879936,3137.7,3099.693704879936,3120.975,3102.496008936827,3112.496008936827,3092.496008936827
2025-12-08 10:30:00+05:30,3110.334352439968,3140.45,3110.334352439968,3129.9375,3111.6431726245514,3121.6431726245514,3101.6431726245514
2025-12-08 11:30:00+05:30,3120.135926219984,3139.75,3120.135926219984,3130.25,3117.8454484163676,3127.8454484163676,3107.8454484163676
2025-12-08 12:30:00+05:30,3125.192963109992,3137.35,3122.05,3130.6375,3122.1094656109117,3132.1094656109117,3112.1094656109117
2025-12-08 13:30:00+05:30,3127.915231554996,3146.35,3124.4,3136.6375,3126.952143740608,3136.952143740608,3116.952143740608
2025-12-08 14:30:00+05:30,3132.2763657774976,3180.0,3132.2763657774976,3155.3625,3136.422262493739,3146.422262493739,3126.422262493739
2025-12-08 15:30:00+05:30,3143.819432888749,3164.55,3143.819432888749,3158.7125,3143.852341662493,3153.852341662493,3133.852341662493
2025-12-08 16:30:00+05:30,3151.2659664443745,3163.3,3134.0,3149.55,3145.751561108329,3155.751561108329,3135.751561108329
2025-12-08 17:30:00+05:30,3150.4079832221873,3150.4079832221873,3122.5,3134.3500000000004,3141.951040738886,3151.951040738886,3131.951040738886
2025-12-08 18:30:00+05:30,3142.3789916110936,3160.05,3128.6,3141.1875,3141.6965271592576,3151.6965271592576,3131.6965271592576
2025-12-08 19:30:00+05:30,3141.783245805547,3178.25,3124.6,3143.8,3142.3976847728386,3152.3976847728386,3132.3976847728386
2025-12-08 20:30:00+05:30,3142.7916229027733,3142.7916229027733,3088.1,3113.6875,3132.8276231818927,3142.8276231818927,3122.8276231818927
2025-12-08 21:30:00+05:30,3128.2395614513866,3132.95,3091.1,3107.9750000000004,3124.5434154545956,3134.5434154545956,3114.5434154545956
2025-12-08 22:30:00+05:30,3118.1072807256933,3128.65,3097.6,3113.3625,3120.8164436363973,3130.8164436363973,3110.8164436363973
2025-12-08 23:30:00+05:30,3115.7348903628467,3132.45,3078.4,3105.625,3115.752629090932,3125.752629090932,3105.752629090932
2025-12-09 00:30:00+05:30,3110.679945181423,3128.0,3088.9,3106.675,3112.7267527272884,3122.7267527272884,3102.7267527272884
2025-12-09 01:30:00+05:30,3108.6774725907117,3145.15,3108.6774725907117,3129.1875,3118.213668484859,3128.213668484859,3108.213668484859
2025-12-09 02:30:00+05:30,3118.932486295356,3152.65,3118.932486295356,3139.5625,3125.329945656573,3135.329945656573,3115.329945656573
2025-12-09 03:30:00+05:30,3129.247493147678,3146.65,3119.2,3135.1375,3128.5991304377153,3138.5991304377153,3118.5991304377153
2025-12-09 04:30:00+05:30,3132.192496573839,3136.7,3112.25,3125.4375,3127.5452536251437,3137.5452536251437,3117.5452536251437
2025-12-09 05:30:00+05:30,3128.8149982869195,3142.95,3113.55,3124.8375,3126.6426690834296,3136.6426690834296,3116.6426690834296
2025-12-09 06:30:00+05:30,3126.82624914346,3126.82624914346,3097.6,3111.625,3121.636779388953,3131.636779388953,3111.636779388953
2025-12-09 07:30:00+05:30,3119.22562457173,3119.22562457173,3096.75,3104.125,3115.799519592636,3125.799519592636,3105.799519592636
2025-12-09 08:30:00+05:30,3111.675312285865,3128.65,3090.4,3111.4750000000004,3114.3580130617574,3124.3580130617574,3104.3580130617574
2025-12-09 09:30:00+05:30,3111.5751561429324,3130.8,3102.9,3117.3125,3115.342842041172,3125.342842041172,3105.342842041172
2025-12-09 10:30:00+05:30,3114.443828071466,3118.15,3094.95,3106.8124999999995,3112.499394694115,3122.499394694115,3102.499394694115
2025-12-09 11:30:00+05:30,3110.628164035733,3115.6,3095.7,3107.8875,3110.962096462744,3120.962096462744,3100.962096462744
2025-12-09 12:30:00+05:30,3109.2578320178663,3126.25,3108.8,3117.3625,3113.0955643084963,3123.0955643084963,3103.0955643084963
2025-12-09 13:30:00+05:30,3113.3101660089333,3129.8,3113.3101660089333,3121.6250000000005,3115.9387095389975,3125.9387095389975,3105.9387095389975
2025-12-09 14:30:00+05:30,3117.467583004467,3122.75,3103.2,3112.7749999999996,3114.8841396926655,3124.8841396926655,3104.8841396926655
2025-12-09 15:30:00+05:30,3115.1212915022334,3115.1212915022334,3092.1,3104.5375,3111.4352597951106,3121.4352597951106,3101.4352597951106
2025-12-09 16:30:00+05:30,3109.829395751117,3119.9,3099.6,3111.025,3111.298506530074,3121.298506530074,3101.298506530074
2025-12-09 17:30:00+05:30,3110.4271978755587,3140.65,3110.4271978755587,3127.0874999999996,3116.5615043533826,3126.5615043533826,3106.5615043533826
2025-12-09 18:30:00+05:30,3118.757348937779,3139.65,3108.35,3125.2375,3119.4535029022554,3129.4535029022554,3109.4535029022554
2025-12-09 19:30:00+05:30,3121.9974244688897,3128.0,3097.5,3114.6625,3117.856501934837,3127.856501934837,3107.856501934837
2025-12-09 20:30:00+05:30,3118.329962234445,3256.6,3114.55,3183.2875,3139.666834623225,3149.666834623225,3129.666834623225
2025-12-09 21:30:00+05:30,3150.808731117222,3378.25,3150.808731117222,3308.6,3195.977889748817,3205.977889748817,3185.977889748817
2025-12-09 22:30:00+05:30,3229.7043655586112,3397.55,3229.7043655586112,3373.5750000000003,3255.1769264992117,3265.1769264992117,3245.1769264992117
2025-12-09 23:30:00+05:30,3301.639682779306,3387.15,3301.639682779306,3374.5874999999996,3294.9804509994747,3304.9804509994747,3284.9804509994747
2025-12-10 00:30:00+05:30,3338.113591389653,3377.85,3338.113591389653,3364.15,3318.0369673329833,3328.0369673329833,3308.0369673329833
2025-12-10 01:30:00+05:30,3351.1317956948265,3361.0,3304.75,3337.375,3324.4829782219895,3334.4829782219895,3314.4829782219895
2025-12-10 02:30:00+05:30,3344.253397847413,3344.253397847413,3284.15,3312.3,3320.4219854813264,3330.4219854813264,3310.4219854813264
2025-12-10 03:30:00+05:30,3328.2766989237066,3341.2,3297.1,3316.8624999999997,3319.2354903208843,3329.2354903208843,3309.2354903208843
2025-12-10 04:30:00+05:30,3322.569599461853,3334.5,3315.85,3323.7625000000003,3320.7444935472568,3330.7444935472568,3310.7444935472568
2025-12-10 05:30:00+05:30,3323.1660497309267,3327.65,3304.9,3313.7124999999996,3318.400495698171,3328.400495698171,3308.400495698171
2025-12-10 06:30:00+05:30,3318.439274865463,3318.439274865463,3287.35,3302.3625,3313.054497132114,3323.054497132114,3303.054497132114
2025-12-10 07:30:00+05:30,3310.400887432732,3312.05,3291.4,3303.85,3309.98633142141,3319.98633142141,3299.98633142141
2025-12-10 08:30:00+05:30,3307.125443716366,3316.15,3304.55,3309.9500000000003,3309.9742209476067,3319.9742209476067,3299.9742209476067
2025-12-10 09:30:00+05:30,3308.5377218581834,3326.45,3305.8,3315.7000000000003,3311.8828139650714,3321.8828139650714,3301.8828139650714
2025-12-10 10:30:00+05:30,3312.118860929092,3333.7,3312.118860929092,3322.7625,3315.509375976714,3325.509375976714,3305.509375976714
2025-12-10 11:30:00+05:30,3317.440680464546,3327.7,3314.05,3322.2249999999995,3317.74791731781,3327.74791731781,3307.74791731781
2025-12-10 12:30:00+05:30,3319.8328402322727,3326.6,3310.55,3322.075,3319.190278211873,3329.190278211873,3309.190278211873
2025-12-10 13:30:00+05:30,3320.953920116136,3333.45,3320.953920116136,3325.5249999999996,3321.301852141249,3331.301852141249,3311.301852141249
2025-12-10 14:30:00+05:30,3323.239460058068,3348.05,3314.1,3332.5250000000005,3325.0429014274996,3335.0429014274996,3315.0429014274996
2025-12-10 15:30:00+05:30,3327.882230029034,3375.6,3309.65,3335.875,3328.6536009516667,3338.6536009516667,3318.6536009516667
2025-12-10 16:30:00+05:30,3331.878615014517,3331.878615014517,3296.45,3311.3124999999995,3322.8732339677777,3332.8732339677777,3312.8732339677777
2025-12-10 17:30:00+05:30,3321.5955575072585,3326.7,3308.35,3319.075,3321.6071559785187,3331.6071559785187,3311.6071559785187
2025-12-10 18:30:00+05:30,3320.335278753629,3338.5,3318.3,3328.4,3323.871437319013,3333.871437319013,3313.871437319013
2025-12-10 19:30:00+05:30,3324.3676393768146,3338.5,3303.45,3323.4875,3323.7434582126753,3333.7434582126753,3313.7434582126753
2025-12-10 20:30:00+05:30,3323.9275696884074,3337.45,3305.55,3322.2,3323.2289721417837,3333.2289721417837,3313.2289721417837
2025-12-10 21:30:00+05:30,3323.063784844204,3369.5,3323.063784844204,3355.325,3333.9276480945227,3343.9276480945227,3323.9276480945227
2025-12-10 22:30:00+05:30,3339.194392422102,3386.1,3339.194392422102,3369.6749999999997,3345.8434320630154,3355.8434320630154,3335.8434320630154
2025-12-10 23:30:00+05:30,3354.434696211051,3429.2,3354.434696211051,3384.2875000000004,3358.658121375344,3368.658121375344,3348.658121375344
2025-12-11 00:30:00+05:30,3369.3610981055253,3435.85,3342.9,3387.425,3368.2470809168963,3378.2470809168963,3358.2470809168963
2025-12-11 01:30:00+05:30,3378.3930490527628,3446.6,3345.0,3383.825,3373.4397206112644,3383.4397206112644,3363.4397206112644
2025-12-11 02:30:00+05:30,3381.1090245263813,3381.1090245263813,3328.65,3347.825,3364.90148040751,3374.90148040751,3354.90148040751
2025-12-11 03:30:00+05:30,3364.4670122631906,3364.4670122631906,3317.55,3339.3624999999997,3356.38848693834,3366.38848693834,3346.38848693834
2025-12-11 04:30:00+05:30,3351.914756131595,3351.914756131595,3319.7,3335.125,3349.3006579588937,3359.3006579588937,3339.3006579588937
2025-12-11 05:30:00+05:30,3343.5198780657975,3343.5198780657975,3258.0,3296.7875,3331.7962719725956,3341.7962719725956,3321.7962719725956
2025-12-11 06:30:00+05:30,3320.153689032899,3320.153689032899,3242.8,3263.625,3309.0725146483974,3319.0725146483974,3299.0725146483974
2025-12-11 07:30:00+05:30,3291.8893445164495,3291.8893445164495,3205.6,3231.35,3283.1650097655984,3293.1650097655984,3273.1650097655984
2025-12-11 08:30:00+05:30,3261.6196722582245,3261.6196722582245,3166.25,3194.4125,3253.580839843732,3263.580839843732,3243.580839843732
2025-12-11 09:30:00+05:30,3228.0160861291124,3228.0160861291124,3179.7,3199.5375,3235.566393229155,3245.566393229155,3225.566393229155
2025-12-11 10:30:00+05:30,3213.776793064556,3214.5,3193.3,3208.6875,3226.6067621527704,3236.6067621527704,3216.6067621527704
2025-12-11 11:30:00+05:30,3211.232146532278,3213.55,3193.3,3205.6000000000004,3219.6045081018474,3229.6045081018474,3209.6045081018474
2025-12-11 12:30:00+05:30,3208.4160732661394,3208.4160732661394,3194.75,3200.7625,3213.323838734565,3223.323838734565,3203.323838734565
2025-12-11 13:30:00+05:30,3204.5892866330696,3204.5892866330696,3177.95,3193.8875,3206.845059156377,3216.845059156377,3196.845059156377
2025-12-11 14:30:00+05:30,3199.2383933165347,3212.65,3192.4,3199.775,3204.4883727709184,3214.4883727709184,3194.4883727709184
2025-12-11 15:30:00+05:30,3199.506696658267,3202.2,3187.4,3195.7375,3201.571415180613,3211.571415180613,3191.571415180613
2025-12-11 16:30:00+05:30,3197.6220983291337,3201.75,3191.8,3195.2750000000005,3199.4726101204087,3209.4726101204087,3189.4726101204087
2025-12-11 17:30:00+05:30,3196.4485491645673,3206.65,3186.05,3195.7124999999996,3198.2192400802724,3208.2192400802724,3188.2192400802724
2025-12-11 18:30:00+05:30,3196.0805245822835,3203.2,3187.3,3195.0,3197.1461600535154,3207.1461600535154,3187.1461600535154
2025-12-11 19:30:00+05:30,3195.5402622911415,3195.5402622911415,3144.0,3172.2875,3188.859940035677,3198.859940035677,3178.859940035677
2025-12-11 20:30:00+05:30,3183.9138811455705,3209.8,3154.0,3175.2374999999997,3184.3191266904514,3194.3191266904514,3174.3191266904514
2025-12-11 21:30:00+05:30,3179.575690572785,3196.8,3154.35,3176.0,3181.5460844603012,3191.5460844603012,3171.5460844603012
2025-12-11 22:30:00+05:30,3177.7878452863924,3203.6,3167.3,3181.5250000000005,3181.5390563068677,3191.5390563068677,3171.5390563068677
2025-12-11 23:30:00+05:30,3179.6564226431965,3233.5,3178.8,3198.8375000000005,3187.305204204579,3197.305204204579,3177.305204204579
2025-12-12 00:30:00+05:30,3189.2469613215985,3227.7,3188.4,3203.1875,3192.5993028030525,3202.5993028030525,3182.5993028030525
2025-12-12 01:30:00+05:30,3196.217230660799,3225.95,3191.35,3207.675,3197.624535202035,3207.624535202035,3187.624535202035
2025-12-12 02:30:00+05:30,3201.9461153303996,3272.2,3201.9461153303996,3238.7250000000004,3211.32469013469,3221.32469013469,3201.32469013469
2025-12-12 03:30:00+05:30,3220.3355576652,3265.0,3220.3355576652,3244.8125,3222.487293423127,3232.487293423127,3212.487293423127
2025-12-12 04:30:00+05:30,3232.5740288326,3244.8,3222.4,3235.25,3226.7415289487517,3236.7415289487517,3216.7415289487517
2025-12-12 05:30:00+05:30,3233.9120144163,3246.1,3184.15,3213.625,3222.3693526325014,3232.3693526325014,3212.3693526325014
2025-12-12 06:30:00+05:30,3223.76850720815,3246.1,3188.3,3214.1000000000004,3219.6129017550015,3229.6129017550015,3209.6129017550015
2025-12-12 07:30:00+05:30,3218.934253604075,3265.25,3218.934253604075,3245.7375,3228.3211011700014,3238.3211011700014,3218.3211011700014
2025-12-12 08:30:00+05:30,3232.3358768020375,3263.4,3232.3358768020375,3250.8374999999996,3235.8265674466675,3245.8265674466675,3225.8265674466675
2025-12-12 09:30:00+05:30,3241.5866884010184,3250.65,3239.45,3245.2125000000005,3238.955211631112,3248.955211631112,3228.955211631112
2025-12-12 10:30:00+05:30,3243.3995942005095,3251.5,3231.7,3244.225,3240.711807754075,3250.711807754075,3230.711807754075
2025-12-12 11:30:00+05:30,3243.812297100255,3264.25,3243.812297100255,3252.375,3244.5995385027168,3254.5995385027168,3234.5995385027168
2025-12-12 12:30:00+05:30,3248.0936485501275,3257.05,3241.95,3249.55,3246.249692335145,3256.249692335145,3236.249692335145
2025-12-12 13:30:00+05:30,3248.8218242750636,3249.65,3233.5,3243.3,3245.2664615567637,3255.2664615567637,3235.2664615567637
2025-12-12 14:30:00+05:30,3246.060912137532,3254.8,3232.45,3245.5375,3245.3568077045093,3255.3568077045093,3235.3568077045093
2025-12-12 15:30:00+05:30,3245.7992060687657,3255.45,3239.35,3247.05,3245.9212051363397,3255.9212051363397,3235.9212051363397
2025-12-12 16:30:00+05:30,3246.424603034383,3246.424603034383,3226.0,3239.0125000000003,3243.6183034242267,3253.6183034242267,3233.6183034242267
2025-12-12 17:30:00+05:30,3242.7185515171914,3248.65,3232.35,3242.3375,3243.191368949485,3253.191368949485,3233.191368949485
2025-12-12 18:30:00+05:30,3242.5280257585955,3251.0,3237.4,3244.175,3243.519245966324,3253.519245966324,3233.519245966324
2025-12-12 19:30:00+05:30,3243.351512879298,3247.75,3214.65,3233.7625,3240.2669973108827,3250.2669973108827,3230.2669973108827
2025-12-12 20:30:00+05:30,3238.557006439649,3238.557006439649,3053.05,3146.2375,3208.9238315405887,3218.9238315405887,3198.9238315405887
2025-12-12 21:30:00+05:30,3192.3972532198245,3192.3972532198245,3043.25,3067.4125,3161.753387693726,3171.753387693726,3151.753387693726
2025-12-12 22:30:00+05:30,3129.904876609912,3129.904876609912,3060.8,3073.425,3132.3105917958173,3142.3105917958173,3122.3105917958173
2025-12-12 23:30:00+05:30,3101.664938304956,3101.664938304956,3063.6,3076.3500000000004,3113.657061197212,3123.657061197212,3103.657061197212
2025-12-13 00:30:00+05:30,3089.0074691524783,3089.0074691524783,3062.5,3073.7625000000003,3100.358874131475,3110.358874131475,3090.358874131475
2025-12-13 01:30:00+05:30,3081.3849845762393,3085.5,3066.4,3076.2625000000003,3092.326749420984,3102.326749420984,3082.326749420984
2025-12-13 02:30:00+05:30,3078.82374228812,3089.5,3075.55,3081.625,3088.7594996139896,3098.7594996139896,3078.7594996139896
2025-12-13 03:30:00+05:30,3080.2243711440597,3093.5,3079.4,3086.4624999999996,3087.9938330759933,3097.9938330759933,3077.9938330759933
2025-12-13 04:30:00+05:30,3083.3434355720296,3095.65,3082.05,3088.5249999999996,3088.170888717329,3098.170888717329,3078.170888717329
2025-12-13 05:30:00+05:30,3085.9342177860144,3094.65,3081.1,3086.3375,3087.5597591448864,3097.5597591448864,3077.5597591448864
2025-12-13 06:30:00+05:30,3086.135858893007,3089.95,3077.6,3084.2124999999996,3086.4440060965912,3096.4440060965912,3076.4440060965912
2025-12-13 07:30:00+05:30,3085.1741794465033,3088.95,3082.9,3084.875,3085.9210040643943,3095.9210040643943,3075.9210040643943
2025-12-13 08:30:00+05:30,3085.0245897232517,3092.5,3083.35,3087.25,3086.364002709596,3096.364002709596,3076.364002709596
2025-12-13 09:30:00+05:30,3086.137294861626,3091.25,3084.85,3088.575,3087.101001806398,3097.101001806398,3077.101001806398
2025-12-13 10:30:00+05:30,3087.3561474308126,3090.7,3083.4,3087.9,3087.367334537599,3097.367334537599,3077.367334537599
2025-12-13 11:30:00+05:30,3087.6280737154066,3094.8,3083.45,3089.9,3088.2115563584,3098.2115563584,3078.2115563584
2025-12-13 12:30:00+05:30,3088.764036857703,3094.6,3088.764036857703,3092.4875,3089.6368709056005,3099.6368709056005,3079.6368709056005
2025-12-13 13:30:00+05:30,3090.6257684288516,3132.25,3090.6257684288516,3108.2125,3095.8287472704005,3105.8287472704005,3085.8287472704005
2025-12-13 14:30:00+05:30,3099.419134214426,3121.8,3099.419134214426,3116.5125,3102.723331513601,3112.723331513601,3092.723331513601
2025-12-13 15:30:00+05:30,3107.965817107213,3134.85,3107.965817107213,3123.9125,3109.7863876757337,3119.7863876757337,3099.7863876757337
2025-12-13 16:30:00+05:30,3115.9391585536064,3128.25,3114.1,3121.9375,3113.8367584504895,3123.8367584504895,3103.8367584504895
2025-12-13 17:30:00+05:30,3118.9383292768034,3126.5,3108.5,3117.0375,3114.9036723003264,3124.9036723003264,3104.9036723003264
2025-12-13 18:30:00+05:30,3117.987914638402,3118.9,3093.8,3109.0,3112.9357815335516,3122.9357815335516,3102.9357815335516
2025-12-13 19:30:00+05:30,3113.493957319201,3115.4,3095.15,3107.3125,3111.061354355701,3121.061354355701,3101.061354355701
2025-12-13 20:30:00+05:30,3110.4032286596002,3123.45,3103.7,3111.375,3111.165902903801,3121.165902903801,3101.165902903801
2025-12-13 21:30:00+05:30,3110.8891143298,3115.9,3099.9,3107.3625,3109.8981019358675,3119.8981019358675,3099.8981019358675
2025-12-13 22:30:00+05:30,3109.1258071649,3109.1258071649,3095.05,3101.3125,3107.0362346239117,3117.0362346239117,3097.0362346239117
2025-12-13 23:30:00+05:30,3105.21915358245,3110.4,3098.25,3102.65,3105.5741564159416,3115.5741564159416,3095.5741564159416
2025-12-14 00:30:00+05:30,3103.934576791225,3110.95,3099.85,3104.875,3105.341104277295,3115.341104277295,3095.341104277295
2025-12-14 01:30:00+05:30,3104.4047883956127,3109.65,3101.65,3105.6125,3105.4315695181967,3115.4315695181967,3095.4315695181967
2025-12-14 02:30:00+05:30,3105.0086441978065,3114.5,3079.3,3102.0125,3104.291879678798,3114.291879678798,3094.291879678798
2025-12-14 03:30:00+05:30,3103.510572098903,3119.4,3101.6,3111.3625,3106.6487531191992,3116.6487531191992,3096.6487531191992
2025-12-14 04:30:00+05:30,3107.4365360494517,3117.35,3107.4365360494517,3113.3625,3108.886668746133,3118.886668746133,3098.886668746133
2025-12-14 05:30:00+05:30,3110.3995180247257,3122.2,3102.15,3114.1124999999997,3110.628612497422,3120.628612497422,3100.628612497422
2025-12-14 06:30:00+05:30,3112.2560090123625,3129.1,3112.2560090123625,3119.975,3113.7440749982816,3123.7440749982816,3103.7440749982816
2025-12-14 07:30:00+05:30,3116.1155045061814,3124.65,3114.65,3119.9750000000004,3115.821049998855,3125.821049998855,3105.821049998855
2025-12-14 08:30:00+05:30,3118.045252253091,3125.4,3116.0,3120.3125,3117.3181999992366,3127.3181999992366,3107.3181999992366
2025-12-14 09:30:00+05:30,3119.178876126545,3121.65,3105.6,3113.9625000000005,3116.1996333328248,3126.1996333328248,3106.1996333328248
2025-12-14 10:30:00+05:30,3116.570688063273,3116.570688063273,3103.7,3109.9125000000004,3114.1039222218833,3124.1039222218833,3104.1039222218833
2025-12-14 11:30:00+05:30,3113.241594031637,3114.25,3104.55,3109.9500000000003,3112.719281481256,3122.719281481256,3102.719281481256
2025-12-14 12:30:00+05:30,3111.595797015819,3117.0,3107.95,3112.35,3112.596187654171,3122.596187654171,3102.596187654171
2025-12-14 13:30:00+05:30,3111.972898507909,3119.35,3108.55,3113.1874999999995,3112.7932917694475,3122.7932917694475,3102.7932917694475
2025-12-14 14:30:00+05:30,3112.5801992539546,3113.3,3106.7,3109.6625000000004,3111.7496945129656,3121.7496945129656,3101.7496945129656
2025-12-14 15:30:00+05:30,3111.1213496269775,3112.35,3093.15,3105.1375,3109.5456296753105,3119.5456296753105,3099.5456296753105
2025-12-14 16:30:00+05:30,3108.1294248134886,3109.0,3049.2,3087.2499999999995,3102.113753116874,3112.113753116874,3092.113753116874
2025-12-14 17:30:00+05:30,3097.689712406744,3107.65,3069.55,3089.7625,3097.9966687445826,3107.9966687445826,3087.9966687445826
2025-12-14 18:30:00+05:30,3093.726106203372,3102.3,3076.25,3094.2374999999997,3096.743612496389,3106.743612496389,3086.743612496389
2025-12-14 19:30:00+05:30,3093.9818031016857,3107.55,3073.8,3091.8125,3095.099908330926,3105.099908330926,3085.099908330926
2025-12-14 20:30:00+05:30,3092.897151550843,3092.897151550843,3069.8,3081.575,3090.591605553951,3100.591605553951,3080.591605553951
2025-12-14 21:30:00+05:30,3087.2360757754213,3107.65,3077.25,3091.6,3090.9277370359678,3100.9277370359678,3080.9277370359678
2025-12-14 22:30:00+05:30,3089.418037887711,3103.7,3073.25,3089.6,3090.4851580239783,3100.4851580239783,3080.4851580239783
2025-12-14 23:30:00+05:30,3089.509018943855,3103.6,3079.7,3091.9125,3090.9609386826523,3100.9609386826523,3080.9609386826523
2025-12-15 00:30:00+05:30,3090.7107594719273,3100.75,3084.75,3094.5625,3092.1614591217685,3102.1614591217685,3082.1614591217685
2025-12-15 01:30:00+05:30,3092.6366297359637,3096.4,3062.1,3083.2375,3089.1868060811794,3099.1868060811794,3079.1868060811794
2025-12-15 02:30:00+05:30,3087.937064867982,3090.5,3076.0,3082.325,3086.899537387453,3096.899537387453,3076.899537387453
2025-12-15 03:30:00+05:30,3085.131032433991,3088.95,3053.0,3074.2375,3082.6788582583026,3092.6788582583026,3072.6788582583026
2025-12-15 04:30:00+05:30,3079.6842662169956,3090.25,3023.95,3062.7,3076.0192388388687,3086.0192388388687,3066.0192388388687
2025-12-15 05:30:00+05:30,3071.1921331084977,3084.8,3056.0,3069.325,3073.7878258925793,3083.7878258925793,3063.7878258925793
2025-12-15 06:30:00+05:30,3070.258566554249,3120.05,3065.8,3091.9125000000004,3079.829383928387,3089.829383928387,3069.829383928387
2025-12-15 07:30:00+05:30,3081.0855332771243,3150.6,3081.0855332771243,3120.9375,3093.5320892855916,3103.5320892855916,3083.5320892855916
2025-12-15 08:30:00+05:30,3101.011516638562,3125.25,3101.011516638562,3114.7625,3100.608892857061,3110.608892857061,3090.608892857061
2025-12-15 09:30:00+05:30,3107.887008319281,3126.15,3102.8,3115.0249999999996,3105.414261904708,3115.414261904708,3095.414261904708
2025-12-15 10:30:00+05:30,3111.4560041596405,3124.15,3111.4560041596405,3120.2375,3110.3553412698056,3120.3553412698056,3100.3553412698056
2025-12-15 11:30:00+05:30,3115.8467520798204,3144.55,3114.5,3128.85,3116.5202275132037,3126.5202275132037,3106.5202275132037
2025-12-15 12:30:00+05:30,3122.3483760399104,3141.65,3121.6,3131.9500000000003,3121.663485008803,3131.663485008803,3111.663485008803
2025-12-15 13:30:00+05:30,3127.1491880199555,3144.3,3124.5,3133.9249999999997,3125.7506566725356,3135.7506566725356,3115.7506566725356
2025-12-15 14:30:00+05:30,3130.5370940099774,3161.45,3130.5370940099774,3147.8750000000005,3133.1254377816904,3143.1254377816904,3123.1254377816904
2025-12-15 15:30:00+05:30,3139.206047004989,3177.65,3139.206047004989,3160.1875,3142.1461251877936,3152.1461251877936,3132.1461251877936
2025-12-15 16:30:00+05:30,3149.6967735024946,3162.4,3145.25,3155.825,3146.705750125196,3156.705750125196,3136.705750125196
