time,HA_open,HA_high,HA_low,HA_close,Trendline,ATR,ATR_MA
2025-12-24 06:00:00+05:30,87398.5,87538.5,87246.0,87395.375,87395.375,,
2025-12-24 06:15:00+05:30,87396.9375,87666.0,87396.9375,87568.375,87395.375,,
2025-12-24 06:30:00+05:30,87482.65625,87822.5,87482.65625,87692.125,87482.65625,,
2025-12-24 06:45:00+05:30,87587.390625,87724.0,87587.390625,87677.75,87482.65625,,
2025-12-24 07:00:00+05:30,87632.5703125,87744.0,87478.5,87597.5,87482.65625,,
2025-12-24 07:15:00+05:30,87615.03515625,87665.0,87479.5,87569.375,87482.65625,,
2025-12-24 07:30:00+05:30,87592.205078125,87644.0,87308.5,87487.875,87482.65625,,
2025-12-24 07:45:00+05:30,87540.0400390625,87540.0400390625,87330.5,87392.5,87482.65625,,
2025-12-24 08:00:00+05:30,87466.27001953125,87466.27001953125,86964.5,87223.75,87482.65625,,
2025-12-24 08:15:00+05:30,87345.01000976562,87345.01000976562,86899.5,87060.5,87482.65625,,
2025-12-24 08:30:00+05:30,87202.75500488281,87202.75500488281,86830.0,87014.875,87482.65625,,
2025-12-24 08:45:00+05:30,87108.8150024414,87236.0,86983.5,87108.875,87482.65625,,
2025-12-24 09:00:00+05:30,87108.8450012207,87314.0,87108.8450012207,87252.625,87482.65625,,
2025-12-24 09:15:00+05:30,87180.73500061035,87368.5,87180.73500061035,87317.25,87482.65625,285.7909426007952,
2025-12-24 09:30:00+05:30,87248.99250030518,87439.0,87248.99250030518,87363.125,87482.65625,278.94926810751156,
2025-12-24 09:45:00+05:30,87306.05875015259,87416.0,87273.5,87345.25,87482.65625,269.2028918141179,
2025-12-24 10:00:00+05:30,87325.6543750763,87325.6543750763,87169.5,87260.75,87482.65625,262.5276852559666,
2025-12-24 10:15:00+05:30,87293.20218753815,87316.5,87054.0,87188.75,87482.65625,262.5257077376833,
2025-12-24 10:30:00+05:30,87240.97609376907,87240.97609376907,87037.5,87112.375,87482.65625,258.3078781684969,
2025-12-24 10:45:00+05:30,87176.67554688454,87231.5,87024.0,87116.0,87482.65625,254.6787440136043,
2025-12-24 11:00:00+05:30,87146.33777344227,87146.33777344227,86785.5,86968.875,87482.65625,262.26153182993744,
2025-12-24 11:15:00+05:30,87057.60638672113,87057.60638672113,86750.0,86871.25,87482.65625,265.5004500364515,
2025-12-24 11:30:00+05:30,86964.42819336057,86964.42819336057,86831.5,86888.625,87482.65625,256.03100313103124,
2025-12-24 11:45:00+05:30,86926.52659668028,86994.0,86761.5,86882.375,87482.65625,254.35021719310046,
2025-12-24 12:00:00+05:30,86904.45079834014,87039.5,86891.0,86965.375,87482.65625,247.40555882216472,
2025-12-24 12:15:00+05:30,86934.91289917007,87039.0,86934.91289917007,86990.0,87482.65625,237.1685261084336,
2025-12-24 12:30:00+05:30,86962.45644958504,87039.0,86962.45644958504,87005.0,87482.65625,225.69531355890012,
2025-12-24 12:45:00+05:30,86983.72822479252,87059.0,86943.0,86999.5,87482.65625,217.8599340189787,
2025-12-24 13:00:00+05:30,86991.61411239626,87155.0,86969.0,87055.625,87482.65625,215.5842244461945,
