time,HA_open,HA_high,HA_low,HA_close,EMA,ATR,ATR_avg
2025-11-20 21:00:00+05:30,90440.0,90609.5,90270.5,90440.0,90440.0,,
2025-11-20 21:05:00+05:30,90440.0,90675.5,90184.0,90413.5,90435.18181818182,,
2025-11-20 21:10:00+05:30,90426.75,90588.0,90335.5,90501.375,90447.21694214876,,
2025-11-20 21:15:00+05:30,90464.0625,90582.5,90215.0,90441.125,90446.10931630353,,
2025-11-20 21:20:00+05:30,90452.59375,90452.59375,90111.0,90262.75,90412.77125879379,,
2025-11-20 21:25:00+05:30,90357.671875,90357.671875,89812.5,90006.625,90338.92648446764,,
2025-11-20 21:30:00+05:30,90182.1484375,90182.1484375,89341.5,89612.625,90206.87166910988,,
2025-11-20 21:35:00+05:30,89897.38671875,89897.38671875,88896.0,89156.25,90015.84954745354,,
2025-11-20 21:40:00+05:30,89526.818359375,89526.818359375,88421.5,88749.0,89785.51326609835,,
2025-11-20 21:45:00+05:30,89137.9091796875,89137.9091796875,88539.5,88692.625,89586.80630862592,,
2025-11-20 21:50:00+05:30,88915.26708984375,88915.26708984375,88208.5,88593.875,89406.27334342121,,
2025-11-20 21:55:00+05:30,88754.57104492188,89064.0,88586.0,88743.375,89285.74637189007,,
2025-11-20 22:00:00+05:30,88748.97302246094,88888.5,88481.5,88652.875,89170.67884972823,,
2025-11-20 22:05:00+05:30,88700.92401123047,88700.92401123047,88260.0,88478.0,89044.73724068672,420.10714285714283,
2025-11-20 22:10:00+05:30,88589.46200561523,88589.46200561523,88079.5,88315.5,88912.14865147094,419.3137755102041,
2025-11-20 22:15:00+05:30,88452.48100280762,88452.48100280762,87887.0,88123.0,88768.66707847621,423.79136297376095,
2025-11-20 22:20:00+05:30,88287.74050140381,88404.5,87906.0,88069.0,88641.45488238962,429.1276941899209,
2025-11-20 22:25:00+05:30,88178.3702507019,88178.3702507019,87460.0,87799.75,88488.41763104605,433.1185731763551,
2025-11-20 22:30:00+05:30,87989.06012535095,88148.0,87575.5,87805.625,88364.2735163104,443.074389378044,
2025-11-20 22:35:00+05:30,87897.34256267548,87897.34256267548,87100.0,87440.625,88196.33742243577,453.6047901367551,
2025-11-20 22:40:00+05:30,87668.98378133774,87668.98378133774,86732.5,87115.75,87999.8669819929,467.09730512698695,
2025-11-20 22:45:00+05:30,87392.36689066887,87392.36689066887,86841.0,86995.625,87817.27753072146,457.01892618934505,
2025-11-20 22:50:00+05:30,87193.99594533443,87358.0,86784.0,87029.5,87674.04525240847,465.3747171758204,
2025-11-20 22:55:00+05:30,87111.74797266722,87197.0,86832.5,87044.25,87559.53702469784,458.1693802346904,
2025-11-20 23:00:00+05:30,87077.99898633361,87337.5,86747.5,86992.0,87456.34847475278,467.5858530750696,
2025-11-20 23:05:00+05:30,87034.9994931668,87034.9994931668,86341.0,86729.5,87324.19420661591,475.7225778554218,
2025-11-20 23:10:00+05:30,86882.2497465834,86930.0,86686.5,86803.25,87229.47707814028,459.13525086574884,448.0172670532333
2025-11-20 23:15:00+05:30,86842.7498732917,86859.0,86602.5,86722.875,87137.3676093875,444.6613043753382,449.77113573310436
2025-11-20 23:20:00+05:30,86782.81243664585,87099.5,86679.0,86845.25,87084.25531677158,442.9354969199569,451.4584015480868
2025-11-20 23:25:00+05:30,86814.03121832293,87259.5,86814.03121832293,87059.25,87079.70889554037,437.61867571138856,452.44606674363155
2025-11-20 23:30:00+05:30,86936.64060916146,87181.5,86908.0,87090.125,87081.60273271485,426.8959131605751,452.28665381296406
2025-11-20 23:35:00+05:30,87013.38280458073,87473.5,87013.38280458073,87270.0,87115.85678131215,425.65334793481975,451.75342343856863
2025-11-20 23:40:00+05:30,87141.69140229037,87665.5,87141.69140229037,87532.75,87191.6555483463,417.14239451090407,449.9011380909157
2025-11-20 23:45:00+05:30,87337.22070114518,87722.0,87178.5,87466.5,87241.62726682879,426.1679377601252,447.94136292115644
2025-11-20 23:50:00+05:30,87401.86035057259,87464.5,86908.5,87150.75,87225.10412740537,435.44165649154485,445.6802451614821
2025-11-20 23:55:00+05:30,87276.3051752863,87276.3051752863,86837.5,86924.125,87170.3806496953,416.7672524564345,442.80512560913127
2025-11-21 00:00:00+05:30,87100.21508764316,87100.21508764316,86661.0,86878.375,87117.28871338705,411.7838772809749,438.97720847378514
2025-11-21 00:05:00+05:30,86989.29504382158,86989.29504382158,86645.0,86791.5,87058.05440186214,402.1207431894767,434.97373439912707
2025-11-21 00:10:00+05:30,86890.39752191078,86890.39752191078,86597.0,86708.375,86994.47632879629,388.86211867594267,429.35061051347515
2025-11-21 00:15:00+05:30,86799.38626095539,86799.38626095539,86583.5,86668.125,86935.1397235606,372.3005387705182,421.9633220074106
2025-11-21 00:20:00+05:30,86733.7556304777,86733.7556304777,86287.5,86495.5,86855.20522836776,372.2433574297669,415.7567581905547
2025-11-21 00:25:00+05:30,86614.62781523884,86614.62781523884,86302.0,86430.875,86778.05427775544,364.0474033276407,409.9986224014336
2025-11-21 00:30:00+05:30,86522.75140761942,86522.75140761942,86076.0,86274.5,86686.49895452717,365.7583030899521,404.48596569929026
2025-11-21 00:35:00+05:30,86398.62570380971,86398.62570380971,86075.0,86206.25,86599.18096279494,357.9184242978127,398.7930905983206
2025-11-21 00:40:00+05:30,86302.43785190486,86564.0,86226.0,86371.125,86557.71624228677,356.4956797051118,393.7645024943589
2025-11-21 00:45:00+05:30,86336.78142595243,86589.5,86242.5,86420.75,86532.81328914371,355.8174168690324,388.7762217039455
2025-11-21 00:50:00+05:30,86378.76571297622,86858.0,86378.76571297622,86618.625,86548.4154183903,358.2947442355301,384.5728181128474
2025-11-21 00:55:00+05:30,86498.69535648811,87130.5,86498.69535648811,86841.5,86601.70352413751,365.4879767901351,380.23853518641954
2025-11-21 01:00:00+05:30,86670.09767824406,86889.5,86563.5,86744.75,86627.71197429433,362.6674070194112,375.0403745098385
2025-11-21 01:05:00+05:30,86707.42383912203,86857.5,86444.0,86609.5,86624.40070624082,366.2983065180247,371.43544979995215
2025-11-21 01:10:00+05:30,86658.46191956101,86681.5,86410.0,86559.875,86612.66875965157,359.5269989095944,367.7028156305678
2025-11-21 01:15:00+05:30,86609.16845978051,86717.5,86426.5,86563.5,86603.72898516945,354.6322132731948,364.3107777794048
2025-11-21 01:20:00+05:30,86586.33422989026,86697.0,86458.5,86550.75,86594.09644241136,346.65848375368085,361.2962324278147
2025-11-21 01:25:00+05:30,86568.54211494513,86997.0,86568.54211494513,86759.375,86624.14708924566,352.46859205698934,359.8796648054198
2025-11-21 01:30:00+05:30,86663.95855747256,86873.5,86571.0,86731.25,86643.62034574643,349.9708354814901,358.28877038054287
2025-11-21 01:35:00+05:30,86697.60427873628,86762.5,86558.5,86627.75,86640.73482833798,339.54434723281224,356.5385520880551
2025-11-21 01:40:00+05:30,86662.67713936814,86662.67713936814,86303.0,86440.875,86604.39667773107,335.3983224304685,354.3699820409492
2025-11-21 01:45:00+05:30,86551.77606968407,86662.5,86301.0,86474.0,86580.68819087087,337.26272797114933,352.89457516047327
2025-11-21 01:50:00+05:30,86512.88803484204,86981.5,86512.88803484204,86712.25,86604.60851980343,340.92253311606726,351.78220754697
2025-11-21 01:55:00+05:30,86612.56901742102,87027.5,86612.56901742102,86834.125,86646.33878893006,344.2494950363482,350.95592741606396
2025-11-21 02:00:00+05:30,86723.34700871051,87097.5,86723.34700871051,86891.25,86690.86810003368,346.30310253375194,350.0993815802227
2025-11-21 02:05:00+05:30,86807.29850435525,86807.29850435525,86539.0,86652.0,86683.80117275481,337.10288092419825,348.0718747326558
2025-11-21 02:10:00+05:30,86729.64925217762,86729.64925217762,86409.5,86549.75,86659.42823225392,329.1669608581841,345.6789857211396
2025-11-21 02:15:00+05:30,86639.69962608881,86639.69962608881,86433.5,86539.875,86637.69128093502,318.1907493683138,342.24273163901734
2025-11-21 02:20:00+05:30,86589.7873130444,86719.5,86467.0,86553.5,86622.38377531046,313.4985529848628,338.95498550153656
2025-11-21 02:25:00+05:30,86571.64365652221,86585.0,86345.0,86457.0,86592.31399798128,308.2486563430869,335.64187429224313
2025-11-21 02:30:00+05:30,86514.3218282611,86678.5,86418.0,86549.0,86584.43872562105,304.8380380328664,332.6546995978992
2025-11-21 02:35:00+05:30,86531.66091413055,86876.0,86531.66091413055,86752.25,86614.94986641721,298.59960674480453,328.80691493274315
2025-11-21 02:40:00+05:30,86641.95545706528,86914.0,86641.95545706528,86840.75,86656.00443615954,289.3067776916042,324.4737679477513
2025-11-21 02:45:00+05:30,86741.35272853264,87197.5,86741.35272853264,87023.25,86722.7763568578,293.7491507136325,321.2026824820956
2025-11-21 02:50:00+05:30,86882.30136426631,87450.0,86882.30136426631,87277.125,86823.56701924728,295.3027828055159,318.33871536602754
2025-11-21 02:55:00+05:30,87079.71318213316,87383.0,87079.71318213316,87244.25,86900.0548339296,295.24544117655046,315.33748059498475
2025-11-21 03:00:00+05:30,87161.98159106658,87320.0,87029.5,87188.625,86952.52213685149,294.90648109251117,312.0506197361593
2025-11-21 03:05:00+05:30,87175.30329553329,87359.0,87175.30329553329,87285.75,87013.10902106031,283.41316101447467,307.70516730602554
2025-11-21 03:10:00+05:30,87230.52664776664,87563.0,87230.52664776664,87424.5,87087.90738086752,284.20507808486934,303.26959413110535
2025-11-21 03:15:00+05:30,87327.51332388332,87641.5,87327.51332388332,87562.25,87174.15149343705,274.2618582216644,298.78094965235294
2025-11-21 03:20:00+05:30,87444.88166194166,87599.5,87444.88166194166,87537.5,87240.21485826667,262.56458263440265,294.02363692208286
2025-11-21 03:25:00+05:30,87491.19083097082,87520.5,87237.0,87381.0,87265.81215676363,264.38139816051677,290.1801118358116
2025-11-21 03:30:00+05:30,87436.09541548541,87436.09541548541,87170.0,87315.375,87274.8235828066,264.1041554347656,286.65194058223324
2025-11-21 03:35:00+05:30,87375.7352077427,87635.0,87375.7352077427,87530.375,87321.28747684175,260.7038586179966,283.25588360186964
2025-11-21 03:40:00+05:30,87453.05510387136,87876.0,87453.05510387136,87749.625,87399.1670265069,259.9392972881397,280.04883069153203
2025-11-21 03:45:00+05:30,87601.34005193568,87950.0,87601.34005193568,87853.375,87481.75029441473,255.69363319612975,276.98411829519813
2025-11-21 03:50:00+05:30,87727.35752596785,87953.0,87727.35752596785,87871.5,87552.61387724841,251.92980225354907,274.31433433533704
2025-11-21 03:55:00+05:30,87799.42876298392,88107.5,87799.42876298392,88014.5,87636.59317229416,248.1491020925813,271.057188005262
2025-11-21 04:00:00+05:30,87906.96438149197,88223.0,87906.96438149197,88063.25,87714.16714096794,249.20988051453978,267.7648378416208
2025-11-21 04:05:00+05:30,87985.10719074598,87985.10719074598,87619.5,87834.375,87736.0231153374,256.40917476350126,264.99081881211725
2025-11-21 04:10:00+05:30,87909.741095373,88130.5,87752.5,87938.5,87772.83709436696,265.0942337089655,262.86137257043544
2025-11-21 04:15:00+05:30,87924.1205476865,88179.5,87924.1205476865,88071.5,87827.13944084568,259.62321701546796,261.1620908562207
2025-11-21 04:20:00+05:30,87997.81027384325,88033.0,87898.5,87978.875,87854.72772432827,250.68584437150597,258.76785987669473
2025-11-21 04:25:00+05:30,87988.34263692162,88184.0,87934.5,88026.875,87886.02722899585,250.60114120211267,257.07780866101245
2025-11-21 04:30:00+05:30,88007.60881846081,88145.5,87755.0,87975.375,87902.27227826932,260.5939168305332,256.9370468178789
2025-11-21 04:35:00+05:30,87991.4919092304,87991.4919092304,87548.5,87769.25,87878.08640949307,271.55149419978085,257.44919653496925
2025-11-21 04:40:00+05:30,87880.37095461521,87880.37095461521,87308.5,87546.625,87817.82069867614,279.72638747122505,258.56507025185914
2025-11-21 04:45:00+05:30,87713.4979773076,87731.0,87472.0,87575.125,87773.69420800774,278.2459312232804,259.8180754379509
2025-11-21 04:50:00+05:30,87644.3114886538,87644.3114886538,87203.5,87437.0,87712.47707927907,283.26407899304616,261.4841312740156
2025-11-21 04:55:00+05:30,87540.6557443269,87540.6557443269,87176.0,87326.25,87642.2539739556,283.4595019221143,263.467407611586
2025-11-21 05:00:00+05:30,87433.45287216344,87433.45287216344,87133.0,87208.375,87563.36688778184,273.67668035624905,265.02075604749314
2025-11-21 05:05:00+05:30,87320.91393608172,87320.91393608172,86745.5,86966.25,87454.80018091241,284.05691747365984,267.5856000032844
2025-11-21 05:10:00+05:30,87143.58196804086,87143.58196804086,86781.5,86924.375,87358.35923892833,286.51713765411273,270.2504040846825
2025-11-21 05:15:00+05:30,87033.97848402042,87046.5,86762.0,86906.125,87276.13483185045,286.37305639310466,272.3906813439399
2025-11-21 05:20:00+05:30,86970.05174201021,86970.05174201021,86627.0,86760.75,87182.42849878673,282.3821237935972,273.6255306356993
2025-11-21 05:25:00+05:30,86865.40087100511,86865.40087100511,86533.5,86680.25,87091.12331718914,283.46197209405454,275.32829885559835
2025-11-21 05:30:00+05:30,86772.82543550256,86893.0,86563.5,86687.375,87017.71453224565,286.7504026587649,277.9043387332597
2025-11-21 05:35:00+05:30,86730.10021775129,87073.0,86646.0,86856.125,86988.3346172919,296.7682310402817,281.2019880074146
2025-11-21 05:40:00+05:30,86793.11260887564,87252.0,86793.11260887564,87136.75,87015.31923232973,292.64192882311875,283.49113172117075
2025-11-21 05:45:00+05:30,86964.93130443782,87383.0,86964.93130443782,87237.5,87055.7157355425,287.524648192896,284.6320712921075
2025-11-21 05:50:00+05:30,87101.2156522189,87241.0,87033.0,87144.75,87071.90378362568,281.8443161791177,284.78335191409985
2025-11-21 05:55:00+05:30,87122.98282610945,87339.5,87122.98282610945,87223.625,87099.4894593301,276.3911507377522,284.65086759370496
2025-11-21 06:00:00+05:30,87173.30391305473,87330.0,87029.0,87180.75,87114.26410308827,278.1489256850556,284.28549950027707
2025-11-21 06:05:00+05:30,87177.02695652736,87474.5,87000.0,87230.0,87135.30699343585,292.1740024218374,284.9079638216859
2025-11-21 06:10:00+05:30,87203.51347826369,87452.0,87169.5,87288.25,87163.11481281115,291.483002248849,286.1798439568716
