time,open,high,low,close,volume,EMA9,EMA27,ATR,ATR_EMA,ADX,ADX_EMA,RSI
2026-01-25 20:50:00+05:30,88652.0,88653.0,88592.0,88614.5,26302.0,,,,,,,
2026-01-25 20:55:00+05:30,88614.5,88725.5,88602.0,88717.0,21301.0,,,,,,,
2026-01-25 21:00:00+05:30,88715.0,88715.0,88654.5,88655.0,8700.0,,,,,,,
2026-01-25 21:05:00+05:30,88655.0,88682.5,88632.5,88633.5,10005.0,,,,,,,
2026-01-25 21:10:00+05:30,88632.5,88657.0,88632.5,88655.5,5887.0,,,,,,,
2026-01-25 21:15:00+05:30,88655.5,88656.5,88551.5,88551.5,27874.0,,,,,,,
2026-01-25 21:20:00+05:30,88553.0,88575.0,88329.0,88367.5,107054.0,,,,,,,
2026-01-25 21:25:00+05:30,88366.5,88470.0,88366.5,88414.0,27599.0,,,,,,,
2026-01-25 21:30:00+05:30,88415.0,88419.0,88056.0,88241.5,135873.0,88538.88888888889,,,,,,
2026-01-25 21:35:00+05:30,88241.5,88251.0,87938.0,88034.0,113965.0,88437.91111111111,,,,,,
2026-01-25 21:40:00+05:30,88034.0,88067.0,87846.5,87873.5,106691.0,88325.02888888889,,,,,,
2026-01-25 21:45:00+05:30,87874.5,87959.5,87620.0,87664.5,164116.0,88192.92311111113,,,,,,
2026-01-25 21:50:00+05:30,87664.5,87905.5,87520.0,87896.5,139689.0,88133.63848888892,,,,,,
2026-01-25 21:55:00+05:30,87897.5,88105.0,87827.5,88018.0,83860.0,88110.51079111114,,,,,,
2026-01-25 22:00:00+05:30,88016.5,88129.5,87713.5,87799.0,98063.0,88048.20863288891,,248.76986468780137,,,,29.12120060622513
2026-01-25 22:05:00+05:30,87799.0,88009.0,87790.5,87947.0,62127.0,88027.96690631114,,245.5474864008642,,,,36.65706600891857
2026-01-25 22:10:00+05:30,87946.0,88015.0,87885.5,87905.5,32267.0,88003.47352504892,,233.61171908230722,,,,35.51676057774892
2026-01-25 22:15:00+05:30,87907.0,87907.0,87769.5,87832.0,32449.0,87969.17882003915,,224.0275653116013,,,,33.52751335161022
2026-01-25 22:20:00+05:30,87832.0,87996.5,87831.0,87996.5,28360.0,87974.64305603132,,218.3518299213223,,,,41.433690134751224
2026-01-25 22:25:00+05:30,87995.5,88096.0,87984.5,88058.0,44347.0,87991.31444482507,,208.24795083708455,,,,44.11009531244427
2026-01-25 22:30:00+05:30,88058.0,88078.0,87854.0,87945.0,49990.0,87982.05155586006,,209.70378507272542,,,,40.45217771336181
2026-01-25 22:35:00+05:30,87943.0,87993.5,87818.5,87956.5,39189.0,87976.94124468806,,206.56234476180975,,,,40.98851323172228
2026-01-25 22:40:00+05:30,87957.5,87995.5,87811.5,87829.5,23471.0,87947.45299575044,,204.55823090725968,,,,37.02272417072202
2026-01-25 22:45:00+05:30,87830.5,87940.0,87818.5,87921.5,38521.0,87942.26239660036,,197.30668884960366,,,,41.44267524557106
2026-01-25 22:50:00+05:30,87922.5,87994.5,87829.5,87830.5,33746.0,87919.9099172803,,194.53018345349648,,,,38.559918808678574
2026-01-25 22:55:00+05:30,87827.0,87901.5,87726.0,87860.5,49360.0,87908.02793382424,,192.91808635733386,,,,40.040667984506925
2026-01-25 23:00:00+05:30,87850.0,87944.0,87739.0,87783.0,25166.0,87883.0223470594,88111.14814814815,193.9281592895485,,,,37.524662167745504
2026-01-25 23:05:00+05:30,87777.0,87895.0,87777.0,87890.5,17654.0,87884.51787764754,88095.38756613756,187.656753287324,,46.228427842772476,,42.88567470226419
2026-01-25 23:10:00+05:30,87890.5,87973.5,87867.5,87973.5,20524.0,87902.31430211803,88086.68131141346,180.98667648410347,,44.031372020419,,46.68937503650914
2026-01-25 23:15:00+05:30,87972.5,87973.5,87883.0,87926.5,19266.0,87907.15144169443,88075.23978916965,173.67036762492216,,42.134639519667964,,44.86718158212676
2026-01-25 23:20:00+05:30,87927.5,87948.5,87887.0,87887.0,11054.0,87903.12115335555,88061.79408994324,164.68551775267812,,40.484833866359835,,43.33640018551188
2026-01-25 23:25:00+05:30,87888.0,87894.0,87788.0,87855.0,21928.0,87893.49692268444,88047.02308351872,160.0252175908274,,39.92965540332981,,42.083731577071426
2026-01-25 23:30:00+05:30,87851.0,87894.0,87784.0,87872.5,17436.0,87889.29753814756,88034.55714898168,156.08410543472795,,39.47370738261914,,43.053181939976035
2026-01-25 23:35:00+05:30,87872.5,87960.0,87849.5,87871.5,15465.0,87885.73803051806,88022.9102097687,152.5190921225393,,37.98922919276987,,43.00887928372886
2026-01-25 23:40:00+05:30,87871.5,87889.0,87478.0,87667.5,105360.0,87842.09042441445,87997.5237662138,172.5980942454377,196.48998664168184,39.05566882626117,,35.0787022839357
2026-01-25 23:45:00+05:30,87676.0,87866.5,87485.0,87672.5,60101.0,87808.17233953156,87974.30778291282,188.72493155036037,193.63070411132747,40.00740128970783,,35.393135155414626
2026-01-25 23:50:00+05:30,87673.5,87762.5,87562.0,87603.5,34189.0,87767.23787162526,87947.82151270476,189.62873033830004,190.96790620358635,40.859766913447544,,33.016637650427015
2026-01-25 23:55:00+05:30,87609.0,87619.0,87372.0,87500.0,83697.0,87713.7902973002,87915.83426179728,194.0089465741102,189.0820598936722,42.403542038213594,,29.7858778210663
2026-01-26 00:00:00+05:30,87501.0,87561.0,87297.5,87306.0,80242.0,87632.23223784016,87872.2746716689,199.28851571553804,187.90400991290727,44.04114105634737,,24.872904585656876
2026-01-26 00:05:00+05:30,87306.0,87493.0,87289.0,87371.5,49403.0,87580.08579027213,87836.505052264,199.6448498314339,187.01320133719832,45.547922807525566,,29.123599186393026
2026-01-26 00:10:00+05:30,87367.0,87371.5,86785.5,87040.0,190312.0,87472.0686322177,87779.61183424514,228.74298184511355,187.9891551947235,48.023353172380695,,22.259233322213415
2026-01-26 00:15:00+05:30,87040.0,87256.5,86972.0,87248.0,80818.0,87427.25490577417,87741.63956037049,232.92603700753457,189.09497671542871,50.26923939593528,,32.939596595960154
2026-01-26 00:20:00+05:30,87245.0,87370.0,87159.5,87363.5,45425.0,87414.50392461933,87714.6295917726,231.24959562558504,190.2705600898942,51.10658481206194,,38.030756444032235
2026-01-26 00:25:00+05:30,87363.5,87442.0,87306.0,87378.5,45184.0,87407.30313969546,87690.62033521742,224.15288568456336,191.20363888881343,51.164106268600364,,38.68183542663825
2026-01-26 00:30:00+05:30,87378.5,87477.5,87211.0,87233.5,59190.0,87372.54251175637,87657.9688827019,227.29833781124077,192.63181264889135,51.49289312630448,,34.868126678643904
2026-01-26 00:35:00+05:30,87234.5,87320.5,87186.5,87309.0,26781.0,87359.83400940511,87633.04253393748,220.3880282429121,193.8631385912445,51.86242236933681,,38.2802762221935
2026-01-26 00:40:00+05:30,87309.0,87363.5,87251.5,87251.5,17769.0,87338.1672075241,87605.7894957991,212.38119742283408,194.78995340388735,51.76259251133917,,36.70323025635544
2026-01-26 00:45:00+05:30,87251.5,87290.0,87031.5,87057.0,43089.0,87281.93376601927,87566.59024609916,215.7797776341656,195.83050665839295,52.304176435148804,45.246317916692796,31.913796175412894
2026-01-26 00:50:00+05:30,87052.0,87052.0,86536.0,86701.5,145023.0,87165.84701281541,87504.79808566351,238.22123123783155,198.23833894175044,53.710727175337645,45.60261788491019,25.391829349365924
2026-01-26 00:55:00+05:30,86701.5,86706.5,86378.5,86440.0,133277.0,87020.67761025233,87428.74107954469,244.8084428664639,201.2774706742438,55.20280130554828,46.13459070801158,21.853923239566093
2026-01-26 01:00:00+05:30,86436.5,86559.0,86243.5,86412.0,77169.0,86898.94208820187,87356.11671672008,249.98513685012227,204.9115073040152,56.72881842440207,46.82955160823701,21.50835757681436
2026-01-26 01:05:00+05:30,86410.5,86649.0,86409.5,86615.5,69872.0,86842.2536705615,87303.21552266864,249.21869766554292,208.93689682367545,57.44287681590359,47.63707746297719,30.152875267943124
2026-01-26 01:10:00+05:30,86617.0,86797.0,86617.0,86675.5,66723.0,86808.90293644922,87258.3786996209,244.2768663884771,212.94888009975398,57.04523645118799,48.45210513192282,32.5128636827328
2026-01-26 01:15:00+05:30,86675.5,86675.5,86411.0,86452.5,50987.0,86737.62234915937,87200.81593536226,245.7503872917703,217.21870304532746,57.08160953877953,49.290576663168544,28.639682343886456
2026-01-26 01:20:00+05:30,86452.5,86526.5,86151.5,86475.5,87634.0,86685.1978793275,87149.00765426496,255.15442851009882,222.10610001616365,57.53455352434249,50.221306393243445,29.571579978796333
2026-01-26 01:25:00+05:30,86465.5,86525.5,86438.0,86468.5,20220.0,86641.85830346201,87100.39996467462,242.97230510484763,225.45725291423076,57.95201581126915,51.12113244014857,29.445546494944352
2026-01-26 01:30:00+05:30,86468.5,86559.0,86461.5,86487.0,24059.0,86610.88664276962,87056.58568148359,232.41500420943234,227.53773256466278,58.102095158877674,51.98278452915667,30.291132547469136
2026-01-26 01:35:00+05:30,86477.5,86644.5,86421.5,86644.5,44046.0,86617.60931421569,87027.15098994905,231.73251381436893,229.54267463495177,57.64120187954204,52.78190047992307,37.19254649531538
2026-01-26 01:40:00+05:30,86649.5,86689.5,86339.5,86408.5,51511.0,86575.78745137255,86982.96163352412,240.29659574036594,231.74684840477346,57.39218541465119,53.49564540261058,32.069194138962956
2026-01-26 01:45:00+05:30,86389.0,86459.5,86349.5,86453.0,18561.0,86551.22996109806,86945.10723112954,230.87072947062146,233.25076334549172,57.162219506330864,54.1204586621336,33.91768062413566
2026-01-26 01:50:00+05:30,86460.0,86509.0,86229.5,86326.0,54574.0,86506.18396887844,86900.88528604886,234.38544038909473,234.90507718157082,57.210977880154665,54.67584223702069,31.299968931772156
2026-01-26 01:55:00+05:30,86329.5,86460.5,86311.0,86460.5,18705.0,86497.04717510277,86869.42919418823,228.25548453634653,234.8818630240105,57.2560411677646,55.1154940463247,36.8579562081252
2026-01-26 02:00:00+05:30,86461.5,86490.0,86200.0,86244.0,28076.0,86446.43774008221,86824.75568031764,232.71082971260046,234.87161505758502,57.53532002666261,55.461497885883134,32.324652832009974
2026-01-26 02:05:00+05:30,86244.0,86352.5,86222.5,86248.0,22982.0,86406.75019206578,86783.55884600924,225.30484783071307,234.58853182925782,57.793605893703244,55.77992746119939,32.48986395802201
2026-01-26 02:10:00+05:30,86257.0,86323.0,86225.0,86309.0,10977.0,86387.20015365264,86749.66178558,216.13171661221494,234.2065713972412,58.03254739351802,56.10699608619548,35.092181786422174
2026-01-26 02:15:00+05:30,86309.0,86325.5,86234.0,86304.5,16220.0,86370.66012292213,86717.86451518143,207.15683649179374,233.24745228679134,58.22832063858879,56.42773072963758,34.98504437595561
2026-01-26 02:20:00+05:30,86300.5,86586.5,86300.5,86582.5,48494.0,86413.0280983377,86708.19562123991,212.83112168822132,232.8875995937108,56.125349055069734,56.63072723848201,45.96126681507598
2026-01-26 02:25:00+05:30,86581.5,86630.0,86538.5,86627.5,18526.0,86455.92247867017,86702.4316482942,204.10372792969093,232.49343437975165,53.860008950019626,56.73060421175251,47.50616662182799
2026-01-26 02:30:00+05:30,86627.5,86876.0,86593.5,86791.0,59397.0,86522.93798293613,86708.75795913032,209.73997329583628,232.20582464935498,50.21090118588957,56.63092443797826,52.787483606789195
2026-01-26 02:35:00+05:30,86796.0,86887.5,86752.5,86831.5,24337.0,86584.6503863489,86717.52524776387,204.36909637179832,230.59381822716296,46.76698429127387,56.3002700149276,54.021471679821495
2026-01-26 02:40:00+05:30,86830.5,86907.5,86748.0,86906.0,35468.0,86648.92030907913,86730.98773006647,201.14615877976925,228.51466184208226,43.45957115703866,55.74106857928429,56.284922184658996
2026-01-26 02:45:00+05:30,86900.0,86941.0,86818.0,86910.5,28405.0,86701.23624726331,86743.81003506172,195.5351881184515,225.92180714057412,40.43184850406404,54.96502239260152,56.4244624721364
2026-01-26 02:50:00+05:30,86910.0,86975.5,86789.5,86822.0,19839.0,86725.38899781066,86749.39503255732,194.85080715025325,223.33285997317938,37.83724255238686,54.03142076100549,52.85140243297568
2026-01-26 02:55:00+05:30,86827.5,86937.0,86827.5,86936.0,10543.0,86767.51119824853,86762.72395880324,189.1215558937147,220.70641661628594,35.43253019672438,53.0022442726977,56.65873432787411
2026-01-26 03:00:00+05:30,86936.0,86945.0,86523.0,86600.5,39330.0,86734.10895859882,86751.13653317445,205.8250957213927,218.80521225579173,34.30321573589775,51.91755885351286,45.11290553084746
2026-01-26 03:05:00+05:30,86601.5,86601.5,86361.0,86361.0,33476.0,86659.48716687906,86723.2696379477,208.31146228668683,216.57459481658165,33.9377943517105,50.79390365481609,39.00276355744114
2026-01-26 03:10:00+05:30,86375.0,86539.0,86375.0,86503.5,13455.0,86628.28973350325,86707.57180666573,206.13857745830862,214.82060778579407,33.59898800120534,49.63423566386067,43.87368434306818
2026-01-26 03:15:00+05:30,86504.5,86609.0,86453.0,86577.0,14695.0,86618.0317868026,86698.24524904675,202.54530319761153,213.39824107094543,32.765897250221535,48.42775004916276,46.257517149621435
2026-01-26 03:20:00+05:30,86560.0,86631.5,86486.0,86508.0,11347.0,86596.02542944209,86684.65630268627,198.45801955174747,211.81374134415398,31.82701646291891,47.19850312456166,44.35302604558113
2026-01-26 03:25:00+05:30,86509.0,86583.0,86509.0,86534.0,6473.0,86583.62034355367,86673.89513820868,189.61423548698903,209.4002956178027,30.95625294889423,45.93964919762085,45.26745757671172
2026-01-26 03:30:00+05:30,86537.5,86556.0,86307.5,86426.5,30665.0,86552.19627484295,86656.22405690807,193.83158856420235,207.63652700321134,31.09705519603946,44.69845089713078,42.18109271473525
2026-01-26 03:35:00+05:30,86404.5,86418.0,86323.5,86403.0,9070.0,86522.35701987437,86638.13662427178,187.32754023448553,205.39567461489656,31.22766394329795,43.46115023347094,41.51473487317242
2026-01-26 03:40:00+05:30,86403.0,86493.5,86395.0,86489.5,9111.0,86515.78561589951,86627.51972253808,180.96811859672553,203.14389528443843,30.712467702329857,42.19717054464071,44.96133206374719
2026-01-26 03:45:00+05:30,86494.5,86501.5,86367.0,86395.0,8265.0,86491.62849271961,86610.91117092823,177.6418776152104,200.52156423218176,30.375889344606062,40.90386432168564,42.04611859363217
2026-01-26 03:50:00+05:30,86404.0,86404.0,86217.0,86279.0,23493.0,86449.10279417569,86587.20323014764,178.31164051372062,198.28379245518212,30.754537300734597,39.61628962678237,38.72676669869709
2026-01-26 03:55:00+05:30,86299.0,86365.5,86291.0,86296.0,8924.0,86418.48223534055,86566.40299942282,171.74159165358606,196.1699769809617,31.10586712544246,38.33406675687401,39.480809692906874
2026-01-26 04:00:00+05:30,86312.0,86402.0,86152.0,86359.0,20745.0,86406.58578827244,86551.58849946405,177.3410336524665,194.75017684575565,31.998183923809787,37.08501262759882,42.313976998743634
2026-01-26 04:05:00+05:30,86377.0,86663.0,86362.0,86495.5,41042.0,86424.36863061796,86547.58217807376,186.4024618427475,193.49166923406642,30.7800771396709,35.87809491734173,47.994698712183045
2026-01-26 04:10:00+05:30,86496.5,86605.0,86348.5,86605.0,9232.0,86460.49490449436,86551.6834510685,191.41680725252587,192.88753015420141,29.7163982591698,34.728399170158404,52.07213471121262
2026-01-26 04:15:00+05:30,86609.0,86617.5,86404.5,86405.5,7283.0,86449.4959235955,86541.24177599218,192.9605732078782,192.08851110239388,28.639499529874882,33.70118956749104,45.12964953248709
2026-01-26 04:20:00+05:30,86404.5,86426.0,86258.0,86322.5,10972.0,86424.09673887641,86525.6173634213,191.1754101832818,191.46024033151215,28.37343795409396,32.82530640857771,42.58578427130509
