time,open,high,low,close,volume,EMA9,EMA27,ATR,ATR_EMA,ADX,ADX_EMA,RSI
2026-01-25 20:50:00+05:30,2930.1,2932.05,2928.05,2928.9,50250.0,,,,,,,
2026-01-25 20:55:00+05:30,2928.95,2934.25,2928.35,2934.15,38083.0,,,,,,,
2026-01-25 21:00:00+05:30,2934.15,2934.25,2930.55,2930.55,34687.0,,,,,,,
2026-01-25 21:05:00+05:30,2930.55,2932.2,2930.0,2930.4,21401.0,,,,,,,
2026-01-25 21:10:00+05:30,2931.1,2932.15,2929.85,2930.65,16496.0,,,,,,,
2026-01-25 21:15:00+05:30,2930.75,2931.2,2927.55,2928.8,26444.0,,,,,,,
2026-01-25 21:20:00+05:30,2929.1,2930.35,2920.85,2923.2,107647.0,,,,,,,
2026-01-25 21:25:00+05:30,2923.5,2926.15,2922.0,2926.15,77673.0,,,,,,,
2026-01-25 21:30:00+05:30,2926.15,2926.95,2905.55,2914.5,494573.0,2927.477777777778,,,,,,
2026-01-25 21:35:00+05:30,2914.5,2915.4,2901.75,2907.85,268408.0,2923.5522222222226,,,,,,
2026-01-25 21:40:00+05:30,2907.95,2913.5,2898.55,2901.85,294534.0,2919.211777777778,,,,,,
2026-01-25 21:45:00+05:30,2901.95,2903.1,2884.1,2890.0,562115.0,2913.3694222222225,,,,,,
2026-01-25 21:50:00+05:30,2889.95,2893.9,2874.75,2893.55,639512.0,2909.405537777778,,,,,,
2026-01-25 21:55:00+05:30,2893.85,2895.8,2885.05,2889.65,219292.0,2905.454430222223,,,,,,
2026-01-25 22:00:00+05:30,2889.55,2893.65,2878.85,2884.1,235713.0,2901.1835441777785,,11.748667286645544,,,,14.545371309452804
2026-01-25 22:05:00+05:30,2884.0,2892.65,2882.3,2891.65,135657.0,2899.276835342223,,11.599772167964932,,,,26.988260661659954
2026-01-25 22:10:00+05:30,2891.85,2897.0,2887.75,2889.85,167219.0,2897.3914682737786,,11.358092363272137,,,,26.01566826373529
2026-01-25 22:15:00+05:30,2889.85,2893.85,2886.5,2890.45,91150.0,2896.003174619023,,10.958409848969211,,,,26.96054880350124
2026-01-25 22:20:00+05:30,2890.75,2898.0,2890.6,2896.6,109846.0,2896.1225396952186,,10.627877862863608,,,,35.98512105924379
2026-01-25 22:25:00+05:30,2896.5,2898.3,2894.35,2896.15,77709.0,2896.128031756175,,9.996419604120069,,,,35.63813962999618
2026-01-25 22:30:00+05:30,2896.0,2897.85,2891.05,2893.8,87975.0,2895.66242540494,,9.701000446712436,,,,33.80496520909133
2026-01-25 22:35:00+05:30,2893.7,2893.7,2886.9,2890.65,138310.0,2894.6599403239525,,9.447449553178622,,,,31.468335419556773
2026-01-25 22:40:00+05:30,2890.55,2890.65,2880.95,2882.9,148943.0,2892.307952259162,,9.469882498636702,,,,26.59728566370852
2026-01-25 22:45:00+05:30,2881.85,2887.35,2880.85,2887.05,103627.0,2891.25636180733,,9.210591786446994,,,,32.612603131510504
2026-01-25 22:50:00+05:30,2887.05,2889.3,2881.9,2883.15,106193.0,2889.635089445864,,9.054985686155511,,,,30.114962486537284
2026-01-25 22:55:00+05:30,2883.0,2885.2,2877.95,2882.55,127608.0,2888.2180715566915,,8.902080581988912,,,,29.737631741186714
2026-01-25 23:00:00+05:30,2882.55,2886.75,2881.05,2881.6,76040.0,2886.8944572453534,2902.9888888888886,8.634380032366092,,,,29.115585832260226
