time,HA_open,HA_high,HA_low,HA_close,SUPERTREND,Trendline,ATR,ATR_MA
2026-01-15 13:15:00+05:30,96529.48336172104,96649.0,96529.48336172104,96570.75,96219.07108833676,96234.71757507324,150.2789154016821,
2026-01-15 13:20:00+05:30,96550.11668086052,96550.11668086052,96496.0,96521.875,96219.07108833676,96234.71757507324,144.88399287299055,
2026-01-15 13:25:00+05:30,96535.99584043026,96612.0,96482.5,96552.625,96219.07108833676,96234.71757507324,143.7851362392055,
2026-01-15 13:30:00+05:30,96544.31042021513,96618.0,96436.0,96556.0,96219.07108833676,96234.71757507324,146.51476936497656,
2026-01-15 13:35:00+05:30,96550.15521010756,96583.0,96473.5,96529.75,96219.07108833676,96234.71757507324,143.87085726747824,
2026-01-15 13:40:00+05:30,96539.95260505378,96539.95260505378,96415.0,96462.0,96219.07108833676,96234.71757507324,142.51955353792854,
2026-01-15 13:45:00+05:30,96500.97630252689,96500.97630252689,96388.5,96439.875,96219.07108833676,96234.71757507324,140.37360703714018,
2026-01-15 13:50:00+05:30,96470.42565126345,96539.0,96407.5,96469.375,96219.07108833676,96234.71757507324,139.73977796305874,
2026-01-15 13:55:00+05:30,96469.90032563172,96518.0,96329.5,96422.75,96219.07108833676,96234.71757507324,143.22265096569743,
2026-01-15 14:00:00+05:30,96446.32516281586,96446.32516281586,96253.0,96313.75,96219.07108833676,96234.71757507324,146.80140181213773,
2026-01-15 14:05:00+05:30,96380.03758140793,96402.5,96287.5,96347.625,96219.07108833676,96234.71757507324,144.52987311127075,
2026-01-15 14:10:00+05:30,96363.83129070397,96418.0,96363.83129070397,96393.25,96219.07108833676,96234.71757507324,139.2330964604657,
2026-01-15 14:15:00+05:30,96378.54064535198,96559.5,96378.54064535198,96478.875,96219.07108833676,96234.71757507324,142.21354347386225,
2026-01-15 14:20:00+05:30,96428.70782267599,96590.0,96428.70782267599,96557.625,96219.07108833676,96234.71757507324,143.576303034587,143.6700781008803
2026-01-15 14:25:00+05:30,96493.166411338,96639.0,96493.166411338,96596.125,96219.07108833676,96287.5,143.73753772225967,144.11715552430422
2026-01-15 14:30:00+05:30,96544.645705669,96606.5,96544.645705669,96577.25,96226.13310905464,96287.5,137.88873462288413,144.11683726214687
2026-01-15 14:35:00+05:30,96560.9478528345,96648.0,96547.5,96598.0,96252.9859583049,96287.5,135.21811072124953,143.69211171624306
2026-01-15 14:40:00+05:30,96579.47392641725,96666.5,96549.5,96603.125,96265.72472219514,96287.5,133.91681709830314,143.16076380299435
2026-01-15 14:45:00+05:30,96591.29946320862,96592.0,96517.5,96561.375,96265.72472219514,96287.5,130.4674015912815,142.38205262425768
2026-01-15 14:50:00+05:30,96576.33723160431,96636.0,96576.33723160431,96607.5,96277.12287062769,96287.5,126.47865862047567,141.51885634905034
2026-01-15 14:55:00+05:30,96591.91861580216,96795.0,96591.91861580216,96685.875,96355.90605247326,96517.5,131.95028187600155,140.53338194261602
2026-01-15 15:00:00+05:30,96638.89680790108,96789.0,96638.89680790108,96731.375,96374.59968543609,96517.5,133.24691832049567,139.72233446255953
2026-01-15 15:05:00+05:30,96685.13590395055,96951.0,96685.13590395055,96857.125,96463.22820862228,96517.5,142.71957387256398,139.61926689111064
2026-01-15 15:10:00+05:30,96771.13045197527,97060.5,96771.13045197527,96986.75,96543.42385755327,96576.33723160431,153.19457202628985,140.0673352619242
2026-01-15 15:15:00+05:30,96878.94022598764,97047.5,96878.94022598764,97004.5,96588.49502710247,96576.33723160431,154.2920864538665,140.43768369472846
2026-01-15 15:20:00+05:30,96941.72011299382,97118.0,96941.72011299382,97053.0,96651.99332148061,96576.33723160431,155.8626436361747,141.00872114085686
2026-01-15 15:25:00+05:30,96997.36005649691,97165.0,96990.5,97069.625,96697.10310950829,96576.33723160431,157.19388337644796,141.70749875221495
2026-01-15 15:30:00+05:30,97033.49252824846,97033.49252824846,96887.5,96952.875,96697.10310950829,96576.33723160431,158.9746774209874,142.59326400858862
2026-01-15 15:35:00+05:30,96993.18376412423,96993.18376412423,96848.5,96893.125,96697.10310950829,96576.33723160431,157.95389789979052,143.4606030531949
2026-01-15 15:40:00+05:30,96943.15438206212,96943.15438206212,96814.5,96847.375,96697.10310950829,96576.33723160431,155.86107533995659,144.06243278530246
2026-01-15 15:45:00+05:30,96895.26469103106,96895.26469103106,96759.0,96799.125,96697.10310950829,96576.33723160431,154.46133360360668,144.4271914420391
2026-01-15 15:50:00+05:30,96847.19484551554,96893.5,96782.5,96827.875,96697.10310950829,96576.33723160431,151.35695263192048,144.75229046683194
2026-01-15 15:55:00+05:30,96837.53492275777,96866.0,96737.0,96801.875,96697.10310950829,96576.33723160431,149.76002744392616,145.25357289461576
2026-01-15 16:00:00+05:30,96819.70496137888,96819.70496137888,96723.5,96765.625,96697.10310950829,96576.33723160431,145.93466558213746,145.43076918548599
2026-01-15 16:05:00+05:30,96792.66498068944,96801.5,96713.5,96762.75,96697.10310950829,96576.33723160431,141.79647518341335,145.34601547828726
2026-01-15 16:10:00+05:30,96777.70749034472,96777.70749034472,96697.5,96731.5,96697.10310950829,96576.33723160431,137.39726198064963,145.04409758582963
2026-01-15 16:15:00+05:30,96754.60374517235,96815.0,96734.5,96767.75,96697.10310950829,96576.33723160431,133.5474575534604,144.83737010633325
2026-01-15 16:20:00+05:30,96761.17687258618,96831.0,96761.17687258618,96802.5,96697.10310950829,96576.33723160431,128.99571968634348,144.54106577133774
2026-01-15 16:25:00+05:30,96781.8384362931,96832.5,96757.0,96798.25,96697.10310950829,96576.33723160431,125.17459685160466,144.124769569114
2026-01-15 16:30:00+05:30,96790.04421814655,96823.0,96754.5,96776.125,96697.10310950829,96576.33723160431,121.12641136220432,143.67996051058654
2026-01-15 16:35:00+05:30,96783.08460907327,96783.08460907327,96693.0,96730.5,96697.10310950829,96576.33723160431,118.90913977013734,143.31950723199898
2026-01-15 16:40:00+05:30,96756.79230453663,96756.79230453663,96682.5,96704.75,96697.10310950829,96576.33723160431,115.7222229677442,142.54674252208196
2026-01-15 16:45:00+05:30,96730.77115226831,96748.0,96676.5,96721.25,96697.10310950829,96576.33723160431,112.56349275576248,141.56181749518993
2026-01-15 16:50:00+05:30,96726.01057613415,96803.0,96726.01057613415,96768.125,96697.10310950829,96576.33723160431,110.36252898749373,140.0210058339961
2026-01-15 16:55:00+05:30,96747.06778806707,96838.0,96747.06778806707,96802.375,96697.10310950829,96576.33723160431,108.97464919788204,137.91529522311953
2026-01-15 17:00:00+05:30,96774.72139403354,96894.5,96691.0,96778.375,96697.10310950829,96576.33723160431,115.7264599694619,136.07883681910025
2026-01-15 17:05:00+05:30,96776.54819701676,96776.54819701676,96633.0,96670.25,97013.5695002906,96576.33723160431,117.84421282878606,134.26843535208175
2026-01-15 17:10:00+05:30,96723.39909850838,96723.39909850838,96632.0,96648.75,96982.67125315493,96576.33723160431,115.9552760916142,132.30469214804205
2026-01-15 17:15:00+05:30,96686.07454925419,96686.07454925419,96558.0,96617.375,96927.73348658663,96576.33723160431,116.82093846036962,130.29737124515546
2026-01-15 17:20:00+05:30,96651.7247746271,96651.7247746271,96543.0,96568.5,96901.44506234967,96576.33723160431,116.24264104370768,128.31112091867536
2026-01-15 17:25:00+05:30,96610.11238731355,96610.11238731355,96552.5,96566.875,96877.76735884756,96576.33723160431,112.05476577726793,126.22510617759495
2026-01-15 17:30:00+05:30,96588.49369365678,96655.5,96481.5,96578.875,96871.55825256264,96576.33723160431,116.47942536460594,124.41644388049967
2026-01-15 17:35:00+05:30,96583.68434682839,96649.5,96583.68434682839,96620.75,96871.55825256264,96576.33723160431,113.2041092671341,122.59964181550984
2026-01-15 17:40:00+05:30,96602.21717341419,96670.0,96602.21717341419,96637.0,96871.55825256264,96576.33723160431,109.95973193275393,120.70438964831116
2026-01-15 17:45:00+05:30,96619.6085867071,96661.0,96579.5,96618.25,96871.55825256264,96576.33723160431,107.92689393755722,118.894495760474
2026-01-15 17:50:00+05:30,96618.92929335355,96621.5,96516.0,96579.0,96854.45875056341,96576.33723160431,107.75354437058886,117.27340381700618
2026-01-15 17:55:00+05:30,96598.96464667677,96618.5,96581.5,96600.625,96854.45875056341,96576.33723160431,102.87829120126108,115.62964330370195
2026-01-15 18:00:00+05:30,96599.7948233384,96642.0,96566.5,96612.125,96854.45875056341,96576.33723160431,100.92269897259958,114.07608337128002
2026-01-15 18:05:00+05:30,96605.9599116692,96640.5,96602.5,96622.5,96854.45875056341,96576.33723160431,96.42822047455675,112.52525007548067
2026-01-15 18:10:00+05:30,96614.2299558346,96756.0,96611.5,96672.375,96854.45875056341,96516.0,99.86191901208842,111.3198844640751
2026-01-15 18:15:00+05:30,96643.3024779173,96772.5,96643.3024779173,96728.0,96854.45875056341,96516.0,101.95731923141787,110.40707055308528
2026-01-15 18:20:00+05:30,96685.65123895864,96932.5,96685.65123895864,96820.125,96854.45875056341,96566.5,112.30670793212785,110.09266903698959
2026-01-15 18:25:00+05:30,96752.88811947932,96973.5,96752.88811947932,96917.125,96562.81155861022,96566.5,120.04279168845292,110.29841040464238
2026-01-15 18:30:00+05:30,96835.00655973966,96960.5,96833.5,96907.75,96595.80237987672,96566.5,120.53973513927771,110.67823147052407
2026-01-15 18:35:00+05:30,96871.37827986982,96915.5,96819.0,96865.375,96595.80237987672,96566.5,118.82261120075788,111.08109252829857
2026-01-15 18:40:00+05:30,96868.37663993491,96868.37663993491,96819.0,96834.5,96595.80237987672,96566.5,113.86218468176885,111.31383231324554
2026-01-15 18:45:00+05:30,96851.43831996745,96958.0,96830.0,96882.0,96602.5577763829,96566.5,114.87202863307108,111.27314510675076
2026-01-15 18:50:00+05:30,96866.71915998372,96910.0,96847.0,96883.5,96602.5577763829,96566.5,111.16688373070886,110.95517705446136
2026-01-15 18:55:00+05:30,96875.10957999187,96933.0,96862.5,96887.75,96617.86759762622,96566.5,108.26210632137253,110.58883563683078
2026-01-15 19:00:00+05:30,96881.42978999593,96906.5,96572.0,96744.625,96617.86759762622,96566.5,124.42195586984592,110.95078884680586
2026-01-15 19:05:00+05:30,96813.02739499797,96813.02739499797,96592.0,96654.125,96617.86759762622,96566.5,131.32234437899797,111.66886995801016
2026-01-15 19:10:00+05:30,96733.57619749899,96817.5,96659.5,96725.375,96617.86759762622,96566.5,133.6118197804981,112.69539633911634
2026-01-15 19:15:00+05:30,96729.4755987495,96998.0,96729.4755987495,96857.625,96617.86759762622,96566.5,143.54133265331967,113.98405859095986
2026-01-15 19:20:00+05:30,96793.55029937475,96974.5,96793.55029937475,96906.375,96617.86759762622,96566.5,146.21335893702894,115.55592762285963
2026-01-15 19:25:00+05:30,96849.96264968737,96892.0,96794.0,96843.75,96617.86759762622,96566.5,143.79633329866974,117.16719435456989
2026-01-15 19:30:00+05:30,96846.85632484368,96998.0,96810.0,96899.0,96617.86759762622,96566.5,146.95373806305045,119.0256155034029
2026-01-15 19:35:00+05:30,96872.92816242184,97087.0,96872.92816242184,97009.375,96623.11045824733,96729.4755987495,151.74788802841528,121.12058424901367
2026-01-15 19:40:00+05:30,96941.15158121093,97104.5,96941.15158121093,97068.75,96663.51895697477,96729.4755987495,152.57649736846219,123.48716549507088
2026-01-15 19:45:00+05:30,97004.95079060546,97110.0,96971.0,97037.5,96681.7553965422,96729.4755987495,151.60674755642916,125.90069161811037
2026-01-15 19:50:00+05:30,97021.22539530272,97021.22539530272,96750.0,96867.125,96681.7553965422,96729.4755987495,161.31340844525565,128.99046247385795
2026-01-15 19:55:00+05:30,96944.17519765136,96944.17519765136,96681.0,96752.875,96681.7553965422,96729.4755987495,168.58925053140612,132.26319254620643
2026-01-15 20:00:00+05:30,96848.52509882569,96869.0,96447.5,96638.875,97079.20826964651,97110.0,186.65430406487712,136.29638230018065
2026-01-15 20:05:00+05:30,96743.70004941284,96743.70004941284,96120.5,96329.75,96907.20314453795,97110.0,217.83614301830335,141.32159349476046
2026-01-15 20:10:00+05:30,96536.72502470642,96536.72502470642,95776.5,95987.75,96699.59465322924,97021.22539530272,256.5782059960261,147.82327989035917
2026-01-15 20:15:00+05:30,96262.23751235321,96262.23751235321,95560.0,95846.25,96511.84430848155,97021.22539530272,288.4110135929679,155.81715029291584
2026-01-15 20:20:00+05:30,96054.24375617661,96287.5,95933.5,96125.25,96511.84430848155,97021.22539530272,299.3280840506131,164.4126490000518
2026-01-15 20:25:00+05:30,96089.7468780883,96389.5,95970.0,96167.5,96511.84430848155,97021.22539530272,307.9117923327122,173.65310650723958
2026-01-15 20:30:00+05:30,96128.62343904415,96274.0,96020.0,96092.375,96511.84430848155,97021.22539530272,304.0609500232328,182.66210276391396
2026-01-15 20:35:00+05:30,96110.49921952208,96294.0,95861.5,96124.0,96511.84430848155,97021.22539530272,313.2351678787162,192.28440200905715
2026-01-15 20:40:00+05:30,96117.24960976104,96360.0,96117.24960976104,96250.5,96511.84430848155,97021.22539530272,308.2005409044478,201.80527984634648
2026-01-15 20:45:00+05:30,96183.87480488053,96417.5,96083.0,96258.25,96511.84430848155,97021.22539530272,310.0790736969873,210.6460949809722
2026-01-15 20:50:00+05:30,96221.06240244026,96333.5,95991.0,96157.75,96511.84430848155,97021.22539530272,312.39485414720247,219.26859544612483
2026-01-15 20:55:00+05:30,96189.40620122013,96189.40620122013,95789.0,95912.375,96511.84430848155,97021.22539530272,318.681378938126,228.08143159648807
2026-01-15 21:00:00+05:30,96050.89060061006,96050.89060061006,95777.5,95885.625,96511.84430848155,97021.22539530272,315.44632334326405,236.26738353410448
2026-01-15 21:05:00+05:30,95968.25780030503,96048.5,95544.5,95794.625,96511.84430848155,97021.22539530272,328.9144431044595,244.96743516112497
2026-01-15 21:10:00+05:30,95881.44140015251,95916.5,95629.5,95760.125,96494.04821515965,97021.22539530272,325.92055431128387,253.6400171141066
2026-01-15 21:15:00+05:30,95820.78320007626,95930.5,95413.5,95658.875,96420.26020491395,97021.22539530272,339.5690861461922,262.81217654663715
2026-01-15 21:20:00+05:30,95739.82910003813,95739.82910003813,95449.5,95568.0,96341.85630470357,97021.22539530272,336.0519442813305,271.58856017772837
2026-01-15 21:25:00+05:30,95653.91455001906,96795.5,95613.0,96197.75,96341.85630470357,97021.22539530272,399.72680540409266,283.35762246513934
2026-01-15 21:30:00+05:30,95925.83227500954,96963.5,95925.83227500954,96658.625,95504.23698232156,97021.22539530272,445.2940139459761,297.34273038845106
2026-01-15 21:35:00+05:30,96292.22863750477,96612.5,96237.0,96446.25,95504.23698232156,97021.22539530272,443.6033700926921,310.7851095145195
2026-01-15 21:40:00+05:30,96369.23931875238,96479.5,96255.0,96349.5,95504.23698232156,97021.22539530272,427.9531293717855,323.13577041168037
2026-01-15 21:45:00+05:30,96359.36965937619,96581.5,96298.5,96408.0,95522.95100513274,97021.22539530272,417.599334416658,334.1331528093843
2026-01-15 21:50:00+05:30,96383.68482968809,96555.0,96382.5,96476.0,95574.83429060261,97021.22539530272,400.09223910118243,342.8120145276166
2026-01-15 21:55:00+05:30,96429.84241484405,96555.0,96306.0,96451.0,95574.83429060261,97021.22539530272,389.29993630824083,349.13209692343634
2026-01-15 22:00:00+05:30,96440.42120742203,96524.5,96351.0,96402.625,95578.05604589805,97021.22539530272,373.88565514336653,353.2023179496458
2026-01-15 22:05:00+05:30,96421.52310371102,96506.0,96329.5,96423.75,95578.05604589805,97021.22539530272,359.7866797759832,356.081298698473
2026-01-15 22:10:00+05:30,96422.63655185551,96859.5,96422.63655185551,96632.625,95789.28162588611,97021.22539530272,365.29216323087655,358.81369731267125
2026-01-15 22:15:00+05:30,96527.63077592776,96756.0,96527.63077592776,96696.0,95803.40319458228,97021.22539530272,355.5119532909743,361.2637450873256
2026-01-15 22:20:00+05:30,96611.81538796387,96692.0,96562.5,96632.625,95812.86933963659,97021.22539530272,339.6539566273333,362.5217826467836
2026-01-15 22:25:00+05:30,96622.22019398194,96818.5,96612.5,96685.25,95915.37556155864,97021.22539530272,330.10724543966666,363.56495905322254
2026-01-15 22:30:00+05:30,96653.73509699097,96815.5,96617.5,96694.25,95930.90529672251,97021.22539530272,320.67101362254766,364.06933714491595
2026-01-15 22:35:00+05:30,96673.99254849549,96695.5,96398.5,96554.875,95930.90529672251,97021.22539530272,318.98022693522284,364.38292632529783
2026-01-15 22:40:00+05:30,96614.43377424774,96614.43377424774,96438.0,96484.625,95930.90529672251,97021.22539530272,308.79833745754524,363.9123053024131
2026-01-15 22:45:00+05:30,96549.52938712387,96553.5,96377.5,96477.75,95930.90529672251,97021.22539530272,299.3127419248634,363.14403952058444
2026-01-15 22:50:00+05:30,96513.63969356194,96605.0,96501.5,96544.875,95930.90529672251,97021.22539530272,287.0225460730875,361.1491872809953
2026-01-15 22:55:00+05:30,96529.25734678097,96695.0,96529.25734678097,96623.875,95930.90529672251,97021.22539530272,278.35969658351195,358.8843845320538
2026-01-15 23:00:00+05:30,96576.56617339049,96775.0,96576.56617339049,96715.5,95970.3222872649,97021.22539530272,272.6507058710836,355.69779499514385
2026-01-15 23:05:00+05:30,96646.03308669524,96865.0,96646.03308669524,96794.25,96057.58162563959,97021.22539530272,268.81614925920314,352.49609047028065
2026-01-15 23:10:00+05:30,96720.14154334762,97052.0,96720.14154334762,96900.75,96181.86389092184,97021.22539530272,273.31917121585855,346.47667931846
2026-01-15 23:15:00+05:30,96810.44577167381,97037.0,96789.5,96881.875,96213.11249452193,97021.22539530272,271.47494470044006,338.19958078295826
2026-01-15 23:20:00+05:30,96846.1603858369,96857.0,96615.5,96727.875,96213.11249452193,97021.22539530272,271.11066293612294,329.9856423469312
2026-01-15 23:25:00+05:30,96787.01769291845,96787.01769291845,96546.5,96612.5,96213.11249452193,97021.22539530272,268.92545079200363,322.41289574789397
2026-01-15 23:30:00+05:30,96699.75884645923,96699.75884645923,96463.5,96557.625,96213.11249452193,97021.22539530272,266.59212191109094,315.2220761047717
2026-01-15 23:35:00+05:30,96628.6919232296,96628.6919232296,96506.5,96553.125,96213.11249452193,97021.22539530272,256.2778220052706,308.3737705287759
2026-01-15 23:40:00+05:30,96590.9084616148,96590.9084616148,96086.5,96344.375,96213.11249452193,96857.0,274.0014391202372,302.8833659007757
2026-01-15 23:45:00+05:30,96467.6417308074,96467.6417308074,96069.5,96155.0,96981.50496325578,96857.0,282.86860281217747,298.54922055167145
2026-01-15 23:50:00+05:30,96311.3208654037,96311.3208654037,96015.5,96080.0,96877.61205748998,96857.0,283.7937644258577,294.93051029690355
2026-01-15 23:55:00+05:30,96195.66043270184,96195.66043270184,96084.5,96126.5,96834.04133908985,96857.0,271.78424073128525,290.4777520826373
2026-01-16 00:00:00+05:30,96161.08021635092,96221.5,95949.0,96081.625,96778.60583117993,96857.0,271.8353663933363,286.4931527065593
2026-01-16 00:05:00+05:30,96121.35260817545,96121.35260817545,95893.0,95965.125,96694.70002523235,96857.0,268.72945509205897,283.1157954905939
2026-01-16 00:10:00+05:30,96043.23880408773,96043.23880408773,95709.0,95905.375,96570.69423219205,96857.0,273.4086943060352,280.4158644842305
2026-01-16 00:15:00+05:30,95974.30690204387,96006.5,95854.5,95943.375,96570.69423219205,96857.0,264.73664471274697,277.7523231075733
2026-01-16 00:20:00+05:30,95958.84095102194,95958.84095102194,95797.0,95847.875,96544.42066142462,96857.0,257.3869523062604,274.81931003000363
2026-01-16 00:25:00+05:30,95903.35797551097,95908.5,95794.5,95831.5,96499.83351039396,96857.0,247.14502714152752,271.8834381101933
2026-01-16 00:30:00+05:30,95867.42898775548,95867.42898775548,95538.5,95716.125,96359.58319279527,96857.0,252.98673861395298,269.6774379525309
2026-01-16 00:35:00+05:30,95791.77699387775,95847.5,95638.0,95740.625,96359.58319279527,96857.0,249.88054299867065,267.90877113946345
2026-01-16 00:40:00+05:30,95766.20099693887,95910.5,95760.5,95807.375,96359.58319279527,96857.0,244.16586135590848,266.28049327148227
2026-01-16 00:45:00+05:30,95786.78799846943,95874.5,95658.5,95786.25,96359.58319279527,96857.0,242.15401411620073,264.82826985458314
2026-01-16 00:50:00+05:30,95786.51899923472,95845.0,95525.5,95695.875,96327.86491136308,96857.0,247.67872739361496,263.82172595622177
2026-01-16 00:55:00+05:30,95741.19699961736,95741.19699961736,95420.5,95520.0,96231.04091534701,95910.5,252.89431826673942,262.84911391102565
2026-01-16 01:00:00+05:30,95630.59849980868,95630.59849980868,95158.0,95432.0,96069.79184801332,95910.5,268.58747409116364,262.7116153105839
2026-01-16 01:05:00+05:30,95531.29924990435,95531.29924990435,95331.5,95430.25,96069.79184801332,95910.5,263.674029506391,262.35748990916807
2026-01-16 01:10:00+05:30,95480.77462495217,95480.77462495217,95270.0,95343.375,96035.82420487698,95910.5,259.89550060966116,261.9274922814375
2026-01-16 01:15:00+05:30,95412.07481247609,95578.0,95343.5,95460.5,96035.82420487698,95910.5,258.09046485182824,261.52265146909167
2026-01-16 01:20:00+05:30,95436.28740623804,95688.5,95436.28740623804,95576.375,96035.82420487698,95910.5,257.67061691683745,261.58897503630914
2026-01-16 01:25:00+05:30,95506.33120311901,95534.0,95412.5,95490.0,96035.82420487698,95910.5,250.97092999420622,260.4922841255458
2026-01-16 01:30:00+05:30,95498.1656015595,95598.0,95404.5,95520.0,96035.82420487698,95910.5,246.86586356604866,258.7778679709682
2026-01-16 01:35:00+05:30,95509.08280077975,95629.5,95443.5,95550.125,96035.82420487698,95910.5,242.51830188275946,256.8123697546302
2026-01-16 01:40:00+05:30,95529.60390038988,95534.0,95441.0,95503.375,96035.82420487698,95910.5,232.9902088911338,254.96503490509917
2026-01-16 01:45:00+05:30,95516.48945019493,95546.0,95404.0,95466.75,96035.82420487698,95910.5,226.49090825605282,252.80577499379996
2026-01-16 01:50:00+05:30,95491.61972509747,95491.61972509747,95340.0,95394.625,96004.3734775418,95629.5,221.142966601868,250.53975173236225
2026-01-16 01:55:00+05:30,95443.12236254873,95443.12236254873,95133.5,95269.25,95885.70776252355,95629.5,227.4629234552155,248.35185788232326
2026-01-16 02:00:00+05:30,95356.18618127436,95356.18618127436,95100.0,95159.875,95827.54057055003,95629.5,229.51458472801147,246.6746169306692
2026-01-16 02:05:00+05:30,95258.03059063718,95370.5,95135.0,95236.0,95827.54057055003,95629.5,229.94211439029635,245.36771988705186
2026-01-16 02:10:00+05:30,95247.01529531859,95310.0,95221.0,95263.25,95827.54057055003,95629.5,219.8748205052752,244.06913861865888
2026-01-16 02:15:00+05:30,95255.1326476593,95269.5,95109.5,95187.875,95761.8928127959,95629.5,215.59804761204126,242.288724761425
2026-01-16 02:20:00+05:30,95221.50382382964,95274.0,95117.0,95195.875,95759.32648837705,95629.5,211.41247278260974,240.4569118939935
2026-01-16 02:25:00+05:30,95208.68941191482,95288.0,95150.0,95235.125,95759.32648837705,95629.5,206.16872472670906,238.64752443546018
2026-01-16 02:30:00+05:30,95221.90720595741,95439.5,95164.5,95302.75,95759.32648837705,95629.5,211.085244389087,237.16805921035956
2026-01-16 02:35:00+05:30,95262.3286029787,95375.5,95262.3286029787,95332.25,95759.32648837705,95629.5,204.09139814853094,235.0924721034508
2026-01-16 02:40:00+05:30,95297.28930148935,95315.5,95279.5,95294.375,95759.32648837705,95629.5,193.28129828077874,232.25375686602405
2026-01-16 02:45:00+05:30,95295.83215074468,95388.0,95295.83215074468,95328.25,95759.32648837705,95629.5,186.16299126072312,228.32878149314595
2026-01-16 02:50:00+05:30,95312.04107537234,95464.0,95312.04107537234,95373.625,95759.32648837705,95629.5,183.7198436440757,224.52143930922617
2026-01-16 02:55:00+05:30,95342.83303768617,95417.0,95342.83303768617,95398.125,95759.32648837705,95629.5,175.89463783477242,220.52139822470767
2026-01-16 03:00:00+05:30,95370.47901884309,95456.0,95365.5,95423.375,95759.32648837705,95629.5,169.7950208465744,216.31685327207657
2026-01-16 03:05:00+05:30,95396.92700942155,95489.0,95396.92700942155,95463.625,95759.32648837705,95629.5,164.24344725599434,211.86794043108404
2026-01-16 03:10:00+05:30,95430.27600471077,95482.0,95395.0,95454.375,95759.32648837705,95629.5,158.72605816628047,207.47532748689704
2026-01-16 03:15:00+05:30,95442.32550235538,95608.5,95442.32550235538,95533.25,95759.32648837705,95629.5,159.2580895575905,203.3035287245895
2026-01-16 03:20:00+05:30,95487.78775117769,95598.5,95487.78775117769,95556.0,95759.32648837705,95629.5,155.7905295050705,199.17363480184244
2026-01-16 03:25:00+05:30,95521.89387558884,95563.0,95513.0,95536.125,95759.32648837705,95629.5,148.2340631118512,195.13762785997187
2026-01-16 03:30:00+05:30,95529.00943779442,95628.0,95512.0,95580.0,95759.32648837705,95629.5,145.93163003243328,191.3014717540852
2026-01-16 03:35:00+05:30,95554.50471889721,95706.5,95554.50471889721,95659.375,95759.32648837705,95442.32550235538,146.36474796603025,187.74060419999768
2026-01-16 03:40:00+05:30,95606.93985944861,95691.0,95462.5,95593.75,95759.32648837705,95442.32550235538,152.2315516827424,184.15815792511802
2026-01-16 03:45:00+05:30,95600.3449297243,95600.3449297243,95457.0,95533.375,95759.32648837705,95442.32550235538,151.59679297142554,180.44778688909014
2026-01-16 03:50:00+05:30,95566.85996486215,95648.5,95552.5,95594.875,95759.32648837705,95442.32550235538,148.991664902038,176.59300358012544
2026-01-16 03:55:00+05:30,95580.86748243107,95727.5,95580.86748243107,95650.0,95759.32648837705,95442.32550235538,148.82315437824437,173.20959090740968
2026-01-16 04:00:00+05:30,95615.43374121553,95843.5,95615.43374121553,95744.375,95759.32648837705,95457.0,154.48337612154626,170.29936845548136
2026-01-16 04:05:00+05:30,95679.90437060776,95797.0,95677.0,95755.625,95759.32648837705,95457.0,152.02027782715012,167.47116869569757
2026-01-16 04:10:00+05:30,95717.76468530388,95763.5,95627.5,95696.375,95759.32648837705,95457.0,150.87597226806798,164.8381804833813
