time,HA_open,HA_high,HA_low,HA_close,SUPERTREND,Trendline,ATR,ATR_MA
2026-01-15 11:35:00+05:30,3313.8999999999996,3317.35,3312.25,3314.3500000000004,,3314.3500000000004,,
2026-01-15 11:40:00+05:30,3314.125,3316.1,3312.45,3314.0375,,3314.3500000000004,,
2026-01-15 11:45:00+05:30,3314.08125,3322.45,3314.08125,3318.5375000000004,,3314.3500000000004,,
2026-01-15 11:50:00+05:30,3316.3093750000003,3322.95,3316.3093750000003,3320.3875,,3314.3500000000004,,
2026-01-15 11:55:00+05:30,3318.3484375,3321.3,3318.1,3319.75,,3314.3500000000004,,
2026-01-15 12:00:00+05:30,3319.04921875,3319.85,3313.75,3316.8374999999996,,3314.3500000000004,,
2026-01-15 12:05:00+05:30,3317.943359375,3317.943359375,3311.15,3313.4,,3314.3500000000004,,
2026-01-15 12:10:00+05:30,3315.6716796875,3315.6716796875,3311.45,3312.25,,3314.3500000000004,,
2026-01-15 12:15:00+05:30,3313.96083984375,3316.05,3309.25,3313.1875,,3314.3500000000004,,
2026-01-15 12:20:00+05:30,3313.574169921875,3317.35,3313.574169921875,3315.5625,,3314.3500000000004,,
2026-01-15 12:25:00+05:30,3314.5683349609376,3316.8,3313.8,3315.2625,,3314.3500000000004,,
2026-01-15 12:30:00+05:30,3314.915417480469,3317.9,3313.4,3316.0499999999997,,3314.3500000000004,,
2026-01-15 12:35:00+05:30,3315.4827087402346,3319.0,3315.4827087402346,3317.675,,3314.3500000000004,,
2026-01-15 12:40:00+05:30,3316.5788543701174,3319.1,3316.15,3317.45,,3314.3500000000004,4.931996808733207,
2026-01-15 12:45:00+05:30,3317.0144271850586,3324.0,3316.25,3319.4125000000004,,3313.4,5.13328275096655,
2026-01-15 12:50:00+05:30,3318.2134635925295,3327.95,3318.2134635925295,3324.1375,,3313.4,5.462086583573963,
2026-01-15 12:55:00+05:30,3321.1754817962646,3327.55,3321.1754817962646,3326.0000000000005,,3313.4,5.527260270728361,
2026-01-15 13:00:00+05:30,3323.5877408981323,3326.85,3323.5877408981323,3325.1875,,3313.4,5.365474472952591,
2026-01-15 13:05:00+05:30,3324.387620449066,3326.15,3322.0,3324.75,,3313.4,5.2786548677416985,
2026-01-15 13:10:00+05:30,3324.568810224533,3333.35,3324.568810224533,3328.6499999999996,,3318.2134635925295,5.528835932579208,
2026-01-15 13:15:00+05:30,3326.6094051122664,3334.65,3326.6094051122664,3330.5875,3316.684100925355,3318.2134635925295,5.708247286518816,
2026-01-15 13:20:00+05:30,3328.5984525561335,3330.05,3326.7,3328.2999999999997,3316.684100925355,3318.2134635925295,5.5781939089103485,
2026-01-15 13:25:00+05:30,3328.449226278067,3329.35,3325.65,3327.8375,3316.684100925355,3318.2134635925295,5.4440372011310245,
2026-01-15 13:30:00+05:30,3328.1433631390337,3330.9,3325.2,3329.0125000000003,3316.684100925355,3318.2134635925295,5.462320258193114,
2026-01-15 13:35:00+05:30,3328.577931569517,3331.3,3325.85,3328.425,3316.684100925355,3318.2134635925295,5.461440239750768,
2026-01-15 13:40:00+05:30,3328.5014657847587,3328.5014657847587,3322.1,3324.6375,3316.684100925355,3318.2134635925295,5.528584921537055,
2026-01-15 13:45:00+05:30,3326.5694828923793,3326.5694828923793,3321.5,3323.8,3316.684100925355,3318.2134635925295,5.495791919454355,
2026-01-15 13:50:00+05:30,3325.18474144619,3328.95,3322.75,3325.3374999999996,3316.684100925355,3318.2134635925295,5.546092496636174,
2026-01-15 13:55:00+05:30,3325.261120723095,3328.25,3320.85,3324.2124999999996,3316.684100925355,3318.2134635925295,5.678514461162168,
2026-01-15 14:00:00+05:30,3324.736810361547,3324.736810361547,3319.05,3320.85,3316.684100925355,3318.2134635925295,5.679107025475372,
2026-01-15 14:05:00+05:30,3322.7934051807733,3325.6,3320.6,3323.325,3316.684100925355,3318.2134635925295,5.63059938079856,
2026-01-15 14:10:00+05:30,3323.0592025903866,3326.7,3323.0592025903866,3325.8124999999995,3316.684100925355,3318.2134635925295,5.488470668571038,
2026-01-15 14:15:00+05:30,3324.435851295193,3332.3,3324.435851295193,3329.425,3316.684100925355,3319.05,5.658161956873616,
2026-01-15 14:20:00+05:30,3326.9304256475966,3338.6,3326.9304256475966,3334.1125,3318.0886203603145,3319.05,6.087548556554307,5.508319141373443
2026-01-15 14:25:00+05:30,3330.521462823798,3337.55,3330.521462823798,3335.15,3319.221293687605,3319.05,6.154762029386285,5.566546056642637
2026-01-15 14:30:00+05:30,3332.8357314118994,3335.6,3332.5,3334.0750000000003,3319.571964072101,3319.05,5.936564741572973,5.604797580004847
2026-01-15 14:35:00+05:30,3333.4553657059496,3336.7,3331.6,3334.375,3319.7542514972383,3319.05,5.876810117174897,5.62454631970013
2026-01-15 14:40:00+05:30,3333.915182852975,3338.15,3330.4,3334.0,3319.7542514972383,3319.05,6.010609394519548,5.6475629446425675
2026-01-15 14:45:00+05:30,3333.9575914264874,3334.25,3329.1,3332.075,3319.7542514972383,3319.05,5.949137294911016,5.675356412354874
2026-01-15 14:50:00+05:30,3333.0162957132434,3338.05,3333.0162957132434,3335.7625000000003,3320.965506616789,3319.05,5.950984630988827,5.707372115366642
