entry_time,exit_time,symbol,side,entry_price,exit_price,qty,net_pnl
2026-03-18 15:09:11.391937,2026-03-18 15:33:00.756311,BTCUSD,short,71348.60180722,71451.39566661,100,-13.851956
2026-03-18 15:35:06.546384,2026-03-18 16:12:01.503673,ETHUSD,short,2189.6216237,2178.94368622,100,9.588466
2026-03-18 16:08:10.683596,2026-03-18 16:25:35.104985,BTCUSD,long,71248.2500712,71130.8469714,100,-15.296852
2026-03-18 16:12:12.760641,2026-03-18 16:25:47.014966,ETHUSD,long,2180.7498568,2168.94742918,100,-12.886901
2026-03-18 16:52:10.029122,2026-03-18 16:59:05.965332,BTCUSD,short,71312.98262532,71300.75329184,100,-2.342104
2026-03-18 16:59:17.438683,2026-03-18 17:02:56.776992,BTCUSD,long,71307.98138586,71178.69217902,100,-16.487855
2026-03-18 16:47:08.601869,2026-03-18 17:21:40.535662,ETHUSD,short,2180.41967999,2190.69465162,100,-11.370319
2026-03-18 17:23:04.410241,2026-03-18 17:37:04.008444,BTCUSD,short,71397.23554172,71499.96829675,100,-13.848274
2026-03-18 18:20:07.110837,2026-03-18 18:33:08.109992,ETHUSD,long,2196.5797801,2200.82805686,100,3.147863
2026-03-18 18:21:10.085024,2026-03-18 18:35:03.729314,BTCUSD,long,71588.54554688,71484.89927805,100,-13.938872
2026-03-18 18:33:19.380817,2026-03-18 18:52:01.924456,ETHUSD,short,2201.73023663,2192.73319834,100,7.900672
2026-03-18 18:52:13.304812,2026-03-18 18:55:00.083817,ETHUSD,long,2190.74119614,2180.12183904,100,-11.709418
2026-03-18 19:06:04.256532,2026-03-18 19:19:15.583737,BTCUSD,short,71326.95144103,71438.33582668,100,-14.710355
2026-03-18 19:33:09.828028,2026-03-18 19:34:33.912929,BTCUSD,long,71225.69955829,71105.55607651,100,-15.569626
2026-03-18 19:06:05.337538,2026-03-18 19:51:06.990529,ETHUSD,short,2190.99859582,2181.34972639,100,8.558195
2026-03-18 19:51:18.271586,2026-03-18 20:07:31.661010,ETHUSD,long,2184.05779,2174.04793688,100,-11.096877
2026-03-18 20:27:07.146804,2026-03-18 20:28:20.595173,BTCUSD,short,70892.68949985,70998.22579582,100,-14.103541
2026-03-18 20:30:05.513558,2026-03-18 20:50:11.197260,ETHUSD,short,2176.25014143,2191.33727751,100,-16.182805
2026-03-18 21:27:03.596617,2026-03-18 21:35:12.381652,BTCUSD,long,71253.2782234,71137.49530619,100,-15.135166
2026-03-18 21:36:05.578267,2026-03-18 21:41:09.016430,ETHUSD,long,2192.18493956,2201.82379244,100,8.537941
2026-03-18 21:39:03.150018,2026-03-18 22:02:09.172289,BTCUSD,short,71287.89036234,71132.76784871,100,11.955613
2026-03-18 21:41:20.301784,2026-03-18 22:03:02.969613,ETHUSD,short,2203.13147834,2197.18245811,100,4.850429
2026-03-18 22:02:20.460300,2026-03-18 22:06:11.380296,BTCUSD,long,71117.43981977,71014.66680931,100,-13.828034
2026-03-18 22:03:14.455220,2026-03-18 22:32:34.514568,ETHUSD,long,2198.11750992,2188.04281693,100,-11.168714
2026-03-18 22:52:04.712061,2026-03-18 23:02:29.471496,BTCUSD,short,71021.32060641,71124.97601045,100,-13.921789
2026-03-18 23:00:03.730819,2026-03-18 23:20:09.718781,ETHUSD,short,2193.76040955,2190.49754123,100,2.16762
2026-03-18 23:20:20.968333,2026-03-18 23:30:03.247662,ETHUSD,long,2190.65167322,2193.9915228,100,2.242854
2026-03-18 23:20:08.639968,2026-03-18 23:31:07.326013,BTCUSD,long,71084.95388982,71236.20055487,100,11.562856
2026-03-18 23:31:18.618298,2026-03-18 23:47:07.072834,BTCUSD,short,71251.59525416,71214.75133035,100,0.123655
2026-03-18 23:30:14.601171,2026-03-18 23:47:19.537434,ETHUSD,short,2193.94744716,2204.0208797,100,-11.175443
2026-03-18 23:47:18.450101,2026-03-18 23:49:03.950286,BTCUSD,long,71314.26119464,71306.47955046,100,-4.343488
2026-03-18 23:49:15.219092,2026-03-19 00:03:05.559616,BTCUSD,short,71306.69125665,71167.51676263,100,10.359074
2026-03-19 00:03:16.812361,2026-03-19 00:11:26.880390,BTCUSD,long,71160.18489824,71056.06274991,100,-13.965018
2026-03-19 00:12:09.668199,2026-03-19 00:31:09.660320,ETHUSD,long,2197.86072611,2201.91611189,100,2.954428
2026-03-19 00:31:20.914190,2026-03-19 00:36:02.215918,ETHUSD,short,2201.79242325,2193.39125991,100,7.304468
2026-03-19 00:31:08.583621,2026-03-19 00:37:06.111705,BTCUSD,short,71258.34252997,71061.42542769,100,16.138639
2026-03-19 00:37:17.434744,2026-03-19 00:59:12.713994,BTCUSD,long,71057.20024913,70950.17585017,100,-14.249949
2026-03-19 00:36:13.481837,2026-03-19 01:36:03.963997,ETHUSD,long,2194.14014375,2195.4014979,100,0.163653
2026-03-19 01:32:04.262940,2026-03-19 01:46:27.921833,BTCUSD,short,71032.84713398,71139.95121726,100,-14.267406
2026-03-19 01:36:15.216877,2026-03-19 02:02:04.600719,ETHUSD,short,2194.89398079,2189.29262671,100,4.506708
2026-03-19 02:02:03.519771,2026-03-19 02:10:03.840980,BTCUSD,long,70895.59496282,71066.02676699,100,13.489879
2026-03-19 02:02:15.883653,2026-03-19 02:10:04.939795,ETHUSD,long,2191.70550294,2196.54295477,100,3.73918
2026-03-19 02:10:16.016023,2026-03-19 02:17:24.564767,BTCUSD,short,71097.74101372,71198.77159398,100,-13.662997
