time,HA_open,HA_high,HA_low,HA_close,Trendline,ATR,ATR_MA
2026-01-03 12:30:00+05:30,89690.0,89922.5,89269.5,89643.0,89643.0,,
2026-01-03 13:30:00+05:30,89666.5,89806.0,89389.5,89593.5,89643.0,,
2026-01-03 14:30:00+05:30,89630.0,89953.0,89590.5,89735.625,89643.0,,
2026-01-03 15:30:00+05:30,89682.8125,89842.0,89672.5,89750.0,89643.0,,
2026-01-03 16:30:00+05:30,89716.40625,89760.0,89635.5,89708.5,89643.0,,
2026-01-03 17:30:00+05:30,89712.453125,90025.0,89627.5,89844.875,89643.0,,
2026-01-03 18:30:00+05:30,89778.6640625,90036.5,89778.6640625,89979.0,89643.0,,
2026-01-03 19:30:00+05:30,89878.83203125,90210.5,89878.83203125,90054.25,89643.0,,
2026-01-03 20:30:00+05:30,89966.541015625,90101.0,89929.0,90017.0,89643.0,,
2026-01-03 21:30:00+05:30,89991.7705078125,90198.5,89873.0,90021.25,89643.0,,
2026-01-03 22:30:00+05:30,90006.51025390625,90099.0,89990.5,90056.75,89643.0,,
2026-01-03 23:30:00+05:30,90031.63012695312,90166.0,89999.5,90086.5,89643.0,,
2026-01-04 00:30:00+05:30,90059.06506347656,90129.5,90030.0,90092.875,89643.0,,
2026-01-04 01:30:00+05:30,90075.97003173828,90349.5,89984.5,90194.375,89643.0,282.1431361607143,
2026-01-04 02:30:00+05:30,90135.17251586914,90726.0,90135.17251586914,90479.875,89643.0,304.1920181585818,
2026-01-04 03:30:00+05:30,90307.52375793457,90721.5,90307.52375793457,90573.25,89643.0,312.0337484376424,
2026-01-04 04:30:00+05:30,90440.38687896729,90674.5,90435.5,90576.0,89643.0,306.81705212066794,
2026-01-04 05:30:00+05:30,90508.19343948364,91606.5,90508.19343948364,91031.625,89643.0,363.35201700607433,
2026-01-04 06:30:00+05:30,90769.90921974182,91461.5,90769.90921974182,91242.75,89643.0,386.79764295265323,
2026-01-04 07:30:00+05:30,91006.32960987091,91275.0,91006.32960987091,91156.375,89643.0,378.3599820366844,
2026-01-04 08:30:00+05:30,91081.35230493546,91331.5,91043.5,91171.375,89643.0,371.90569760549266,
2026-01-04 09:30:00+05:30,91126.36365246773,91565.5,91126.36365246773,91319.875,89643.0,376.70788688597696,
2026-01-04 10:30:00+05:30,91223.11932623386,91459.5,91223.11932623386,91395.25,89643.0,366.68451452027404,
2026-01-04 11:30:00+05:30,91309.18466311693,91774.0,91186.5,91401.125,91774.0,382.45704919739734,
2026-01-04 12:30:00+05:30,91355.15483155847,91508.5,91178.0,91342.375,91774.0,378.74583139758323,
2026-01-04 13:30:00+05:30,91348.76491577923,91508.0,91125.0,91363.875,91774.0,379.04970058347016,
2026-01-04 14:30:00+05:30,91356.31995788962,91446.5,91213.5,91354.25,91774.0,368.61757911322235,
2026-01-04 15:30:00+05:30,91355.28497894481,91591.5,91355.28497894481,91488.375,91774.0,359.234180605135,
2026-01-04 16:30:00+05:30,91421.8299894724,91562.5,91194.5,91398.0,91774.0,359.8603105619111,
2026-01-04 17:30:00+05:30,91409.9149947362,91409.9149947362,91044.0,91188.25,91774.0,360.2927880029319,
2026-01-04 18:30:00+05:30,91299.0824973681,91299.0824973681,90986.0,91143.875,91774.0,356.9206243861583,
2026-01-04 19:30:00+05:30,91221.47874868405,91387.0,91110.0,91262.125,91774.0,351.2120083585756,
2026-01-04 20:30:00+05:30,91241.80187434203,91359.5,91059.0,91258.875,91774.0,347.58972204724876,
2026-01-04 21:30:00+05:30,91250.33843717101,91438.0,91218.0,91312.375,91774.0,338.4761704724453,353.87855526718295
2026-01-04 22:30:00+05:30,91281.3567185855,91413.5,91271.5,91319.75,91774.0,324.4421582958421,355.8927944164747
2026-01-04 23:30:00+05:30,91300.55335929275,91303.0,90950.0,91183.0,91774.0,327.67843270328194,357.0111951090795
2026-01-05 00:30:00+05:30,91241.77667964637,91241.77667964637,90813.5,91073.125,91774.0,334.86402177064537,358.09835098207964
2026-01-05 01:30:00+05:30,91157.45083982318,91319.0,91094.0,91204.625,91774.0,328.50766307274216,359.13123721789265
2026-01-05 02:30:00+05:30,91181.03791991159,91395.5,91151.0,91272.0,91774.0,322.50711571040347,357.18624191809886
2026-01-05 03:30:00+05:30,91226.51895995579,91382.5,91115.5,91229.25,91774.0,318.5423217310889,353.9359885265958
2026-01-05 04:30:00+05:30,91227.88447997789,91576.5,91193.0,91367.125,91774.0,323.182155893154,351.30847299595143
2026-01-05 05:30:00+05:30,91297.50473998894,92406.5,91297.50473998894,91944.625,92406.5,379.311663330147,351.6611380304588
2026-01-05 06:30:00+05:30,91621.06486999447,93373.5,91621.06486999447,92730.875,93373.5,477.39191094981703,356.45561536683215
2026-01-05 07:30:00+05:30,92175.96993499724,93125.0,92175.96993499724,92936.875,93373.5,511.0803505250275,363.3316075575347
2026-01-05 08:30:00+05:30,92556.42246749862,93177.5,92556.42246749862,92964.0,93373.5,518.9372920947671,369.8306667431237
2026-01-05 09:30:00+05:30,92760.21123374932,92929.5,92294.5,92658.375,93373.5,529.6917712308552,377.01856863994624
2026-01-05 10:30:00+05:30,92709.29311687466,92709.29311687466,92316.0,92479.25,93373.5,519.9490102054126,383.7280595743244
2026-01-05 11:30:00+05:30,92594.27155843732,92594.27155843732,92111.0,92347.125,93373.5,517.3291922219776,390.8095649604556
2026-01-05 12:30:00+05:30,92470.69827921866,92619.5,92459.0,92510.875,93373.5,499.83246420612204,397.5047213224074
2026-01-05 13:30:00+05:30,92490.78663960933,92754.5,92424.0,92531.25,93373.5,487.73728819139905,403.59410120952583
2026-01-05 14:30:00+05:30,92511.01831980466,92836.0,92301.0,92560.375,93373.5,491.11319617772773,409.82364445594465
2026-01-05 15:30:00+05:30,92535.69665990233,93130.5,92535.69665990233,92873.125,93373.5,498.51963502915225,416.56645448656354
2026-01-05 16:30:00+05:30,92704.41082995117,93142.0,92704.41082995117,93040.25,93373.5,494.16745895912914,423.3738568961137
2026-01-05 17:30:00+05:30,92872.33041497559,93195.5,92720.5,92966.25,93373.5,492.7983547477628,430.2885536913762
2026-01-05 18:30:00+05:30,92919.2902074878,92990.0,92504.0,92764.75,93373.5,492.3127579800655,437.61410547745334
2026-01-05 19:30:00+05:30,92842.0201037439,93635.0,92380.0,93032.25,93635.0,546.7904181243465,448.20211785023923
2026-01-05 20:30:00+05:30,92937.13505187194,93989.0,92937.13505187194,93605.125,93989.0,582.8671702674689,460.3539624961529
2026-01-05 21:30:00+05:30,93271.13002593597,94041.0,93271.13002593597,93785.75,94041.0,596.2245133957946,472.7997001925886
2026-01-05 22:30:00+05:30,93528.44001296799,94440.0,93210.0,93901.875,94440.0,641.4941910103807,487.70382057057145
2026-01-05 23:30:00+05:30,93715.15750648399,94480.0,93715.15750648399,94261.5,94480.0,650.3047840464975,503.31323334848065
2026-01-06 00:30:00+05:30,93988.32875324199,94459.5,93988.32875324199,94303.375,94480.0,637.5095313830338,518.5021480938113
2026-01-06 01:30:00+05:30,94145.85187662099,94770.0,93989.0,94289.25,94770.0,647.75885056996,533.9581811736592
2026-01-06 02:30:00+05:30,94217.5509383105,94217.5509383105,93764.5,94041.25,94770.0,638.9725041006773,546.3229831151131
2026-01-06 03:30:00+05:30,94129.40046915525,94370.5,93963.5,94131.5,94770.0,622.4030395220575,553.2282749518864
2026-01-06 04:30:00+05:30,94130.45023457763,94147.0,93824.0,93987.5,94770.0,601.0171081276249,557.5109776948673
2026-01-06 05:30:00+05:30,94058.97511728882,94058.97511728882,93519.0,93773.25,94770.0,596.6569659248531,561.211914543919
2026-01-06 06:30:00+05:30,93916.11255864441,94135.0,93697.0,93838.75,94770.0,585.3243255016494,563.8610837949093
2026-01-06 07:30:00+05:30,93877.4312793222,93877.4312793222,93481.0,93665.625,94770.0,571.8319650602605,566.3317006927591
2026-01-06 08:30:00+05:30,93771.5281396611,93910.5,93572.0,93703.25,94770.0,555.1653961273847,568.1334246882546
2026-01-06 09:30:00+05:30,93737.38906983055,93976.0,93699.0,93794.375,94770.0,535.2964392611431,569.8221854051604
2026-01-06 10:30:00+05:30,93765.88203491527,93793.0,93529.5,93662.625,94770.0,515.9806221710614,571.1671060708586
2026-01-06 11:30:00+05:30,93714.25351745763,93916.5,93509.0,93681.25,94770.0,508.2320063016999,571.9822875053336
2026-01-06 12:30:00+05:30,93697.75175872882,93750.0,93098.5,93450.875,94770.0,518.4654344230071,572.9320874764694
2026-01-06 13:30:00+05:30,93574.31337936441,93574.31337936441,93139.0,93237.375,94770.0,512.5260019188215,573.8063038078833
2026-01-06 14:30:00+05:30,93405.8441896822,93540.0,93195.5,93343.0,94770.0,500.5241446389057,574.1741985646045
2026-01-06 15:30:00+05:30,93374.42209484111,93629.5,93368.5,93493.25,94770.0,485.23670573612674,573.8372436958455
2026-01-06 16:30:00+05:30,93433.83604742055,93875.0,93433.83604742055,93692.75,94770.0,482.08865193922094,570.7562072108395
2026-01-06 17:30:00+05:30,93563.29302371028,93959.5,93563.29302371028,93835.375,94770.0,475.95424653568483,565.665115604564
2026-01-06 18:30:00+05:30,93699.33401185514,93836.5,93600.0,93738.125,94770.0,458.8503717831359,559.123489813485
2026-01-06 19:30:00+05:30,93718.72950592756,94425.0,93481.0,93849.5,94770.0,493.5039166557691,552.0763338918368
2026-01-06 20:30:00+05:30,93784.11475296378,94283.5,93301.0,93751.625,94770.0,528.4322083232141,546.2728779050138
2026-01-06 21:30:00+05:30,93767.86987648188,93767.86987648188,92302.5,93079.625,92302.5,595.3563274774048,544.2655824809364
2026-01-06 22:30:00+05:30,93423.74743824094,93423.74743824094,91496.0,92113.5,91496.0,690.5271211033718,546.3021667920511
2026-01-06 23:30:00+05:30,92768.62371912047,92768.62371912047,91218.0,91749.875,91218.0,751.9625923903075,551.6826471867955
2026-01-07 00:30:00+05:30,92259.24935956023,92316.0,91871.5,92073.875,91218.0,738.6884786481427,557.2200490499423
2026-01-07 01:30:00+05:30,92166.56217978011,92679.0,92071.0,92328.25,91218.0,729.3535873161326,563.3313099636807
2026-01-07 02:30:00+05:30,92247.40608989005,93836.0,92247.40608989005,92966.75,91218.0,790.7278960871195,572.5727828285507
2026-01-07 03:30:00+05:30,92607.07804494502,93500.0,92607.07804494502,93244.0,91218.0,798.0274717276806,582.7015040774093
2026-01-07 04:30:00+05:30,92925.53902247251,93752.5,92925.53902247251,93521.125,91218.0,800.094150713381,593.5711319656531
2026-01-07 05:30:00+05:30,93223.33201123626,93718.0,92616.5,93182.875,91218.0,821.6231399481396,606.2595959571177
2026-01-07 06:30:00+05:30,93203.10350561813,93203.10350561813,92303.0,92566.625,91218.0,827.2288803531388,620.1611407710222
2026-01-07 07:30:00+05:30,92884.86425280906,93032.0,92214.5,92648.5,91218.0,826.5339603279147,634.9493949689675
2026-01-07 08:30:00+05:30,92766.68212640453,93089.5,92716.5,92881.5,91218.0,798.9958203044922,648.7952908738624
2026-01-07 09:30:00+05:30,92824.09106320227,92902.5,92577.0,92729.0,91218.0,765.1746902827427,660.5433506767071
2026-01-07 10:30:00+05:30,92776.54553160114,92827.5,92478.5,92616.25,91218.0,735.4479266911183,671.1586804277688
2026-01-07 11:30:00+05:30,92696.39776580056,92879.0,92492.0,92617.5,91218.0,710.5587890703241,681.1603301625983
2026-01-07 12:30:00+05:30,92656.94888290028,92870.0,92585.0,92724.25,91218.0,680.1617327081582,690.4424743041235
2026-01-07 13:30:00+05:30,92690.59944145015,92937.5,92665.5,92787.5,91218.0,651.0073232290041,698.4862205560179
2026-01-07 14:30:00+05:30,92739.04972072507,92739.04972072507,91560.0,92155.375,91218.0,692.1853715697896,708.7829407957373
2026-01-07 15:30:00+05:30,92447.21236036254,92447.21236036254,91558.5,91783.5,91218.0,706.2230136264144,720.562590407322
2026-01-07 16:30:00+05:30,92115.35618018126,92229.5,91883.0,92023.0,91218.0,687.635655510242,729.8069589242017
2026-01-07 17:30:00+05:30,92069.17809009063,92150.0,91939.0,92025.5,91218.0,653.5902515452248,735.7668657442973
2026-01-07 18:30:00+05:30,92047.33904504532,92255.0,91823.0,92010.75,91218.0,637.7623764348516,737.7862014089376
2026-01-07 19:30:00+05:30,92029.04452252266,92118.0,91332.5,91846.25,91218.0,648.3150638323623,735.7761034436514
2026-01-07 20:30:00+05:30,91937.64726126133,91967.0,90995.5,91551.5,90995.5,671.3997021300506,731.9397753360203
2026-01-07 21:30:00+05:30,91744.57363063066,91759.5,91109.5,91355.375,90995.5,669.8711519779042,728.6627597802947
2026-01-07 22:30:00+05:30,91549.97431531534,91669.5,91005.0,91284.125,90995.5,669.4874982651968,725.811993635012
2026-01-07 23:30:00+05:30,91417.04965765767,91421.0,90709.5,91055.25,90709.5,672.4883912462542,720.1815410235421
2026-01-08 00:30:00+05:30,91236.14982882884,91259.5,90645.0,90982.0,90645.0,668.3463633000931,714.006250146038
2026-01-08 01:30:00+05:30,91109.07491441442,91275.5,90750.0,91055.875,90645.0,658.1430516358008,707.2466739994866
2026-01-08 02:30:00+05:30,91082.47495720722,91215.5,91015.5,91083.625,90645.0,625.4185479475294,697.9035981899336
2026-01-08 03:30:00+05:30,91083.04997860361,91369.0,90851.0,91101.625,90645.0,617.7457945227059,687.9282131503892
2026-01-08 04:30:00+05:30,91092.3374893018,91461.5,90975.0,91229.75,90645.0,608.3710949139412,677.5395052735335
2026-01-08 05:30:00+05:30,91161.0437446509,91499.5,91046.5,91312.875,90645.0,597.2731595629455,667.9336642858407
2026-01-08 06:30:00+05:30,91236.95937232545,91660.0,91236.95937232545,91423.0,90645.0,584.8279787137742,659.3457256396994
2026-01-08 07:30:00+05:30,91329.97968616273,91450.0,90722.5,91126.0,90645.0,595.018837377076,652.6586261485545
2026-01-08 08:30:00+05:30,91227.98984308136,91227.98984308136,90594.5,90857.375,90594.5,597.7667663559537,647.2875774478701
2026-01-08 09:30:00+05:30,91042.68242154068,91152.0,90673.0,90902.875,90594.5,589.283425901957,642.9600390285271
2026-01-08 10:30:00+05:30,90972.77871077033,91167.5,90758.0,90933.0,90594.5,576.4417526232459,639.4092975711102
2026-01-08 11:30:00+05:30,90952.88935538517,90952.88935538517,89839.5,90333.75,89839.5,614.7951528205259,635.7240490592404
